id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
225887,Brooklyn B & B close to Manhattan,663879,Christopher,Brooklyn,Fort Greene,40.68645,-73.97538,Private room,130,3,154,2019-06-19,1.63,2,305
225926,The Notorious B.N.B. { The Erhart },1177497,Jessica,Brooklyn,Clinton Hill,40.68999,-73.96711,Private room,239,1,164,2019-07-01,1.73,11,356
225976,Sunny cozy multileveled apartment!,1177947,Marina,Staten Island,Shore Acres,40.61077,-74.06824,Entire home/apt,75,6,76,2019-06-13,0.80,1,278
226021,Sunny 2 bedroom Williamsburg Duplex w/ 3 beds,815977,Ryan,Brooklyn,Williamsburg,40.71126,-73.94576,Entire home/apt,220,3,116,2019-06-30,1.23,2,135
227715,ROOM WITH KITCHENETTE #2,209460,Marylyn,Brooklyn,Bedford-Stuyvesant,40.67855,-73.94949,Entire home/apt,80,3,234,2019-06-30,2.47,4,308
227735,Alpha-Bet City entire floor large cool 2br -L.E.S,1187935,Daniel,Manhattan,East Village,40.72416,-73.9853,Entire home/apt,288,2,120,2019-06-24,1.27,1,229
228317,"Your Haven Awaits At ""Emma's Place""",1191142,Lady Jay,Brooklyn,Bedford-Stuyvesant,40.68516,-73.92521,Entire home/apt,135,4,82,2019-05-18,0.87,1,273
228496,"Spacious, Kid-Friendly 2 BR in West Village",1192424,Gordon,Manhattan,West Village,40.73507,-74.00048,Entire home/apt,225,3,13,2019-05-26,0.15,1,83
228517,Great Bedroom in Downtown Manhattan,1192610,Raven,Manhattan,Chinatown,40.71611,-73.99828,Private room,110,30,59,2019-06-24,0.64,1,281
228925,Beautiful Brownstone,1194377,Marceline,Brooklyn,Bedford-Stuyvesant,40.67964,-73.93946,Entire home/apt,100,7,63,2019-06-26,1.87,1,321
228979,1BDR - Hell's Kitchen Hideaway,1190088,Tim,Manhattan,Hell's Kitchen,40.76189,-73.99,Private room,130,2,52,2018-08-14,0.55,1,303
229367,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,1097545,Carol,Manhattan,East Village,40.72645,-73.98035,Private room,89,1,278,2019-07-03,2.95,3,192
229874,Oversized Studio in Park Slope,507304,Derrick,Brooklyn,Sunset Park,40.66293,-73.99833,Entire home/apt,200,5,1,2012-01-02,0.01,1,0
230321,Apt with EmpireState view-Subway around the corner,1203500,Civan,Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167,Entire home/apt,80,2,35,2019-06-09,0.40,1,36
230854,Zen Yankee Stadium Pad 5 Minutes To Manhattan!,12221,Lori,Bronx,Concourse,40.83001,-73.92158,Private room,50,5,235,2019-06-29,2.49,2,271
230877,Monthly Apartment Rental,292204,Blanca,Manhattan,East Harlem,40.79239,-73.94535,Entire home/apt,135,28,115,2019-06-30,1.21,2,341
230956,Wonderfully inviting East Village,1207399,Mark,Manhattan,East Village,40.72709,-73.98274,Private room,90,1,109,2015-10-02,1.15,1,333
231414,TURQUOISE: One-Bedroom Apt. in Soho,1184442,Roberto,Manhattan,SoHo,40.72599,-74.00168,Private room,270,5,1,2013-07-09,0.01,1,210
232612,"Lovely pied-à-terre, in an historic building",1217241,Dee,Brooklyn,Bedford-Stuyvesant,40.68309,-73.94219,Entire home/apt,110,3,305,2019-06-27,3.24,1,231
232618,"Spacious, well furnished, high fl. beautiful views",763420,Selma,Manhattan,East Harlem,40.79442,-73.93433,Entire home/apt,145,1,102,2019-06-18,1.52,1,308
233189,NYC Studio in Heart of Times Square,1220414,Michael,Manhattan,Hell's Kitchen,40.76166,-73.99675,Entire home/apt,179,30,83,2019-05-31,0.88,1,292
233638,rooms for rent in Queens with piano,1012895,Melody,Queens,Ridgewood,40.70163,-73.90867,Private room,55,1,19,2018-07-31,0.25,1,311
233662,Large Sunny Luxe Prvt Room/Midtown,1223568,Tiffany,Manhattan,Midtown,40.75575,-73.96842,Private room,110,2,61,2019-05-18,0.65,1,264
234184,Spacious Stunning Harlem Townhouse,902054,William,Manhattan,Harlem,40.80903,-73.94197,Entire home/apt,325,5,89,2019-06-30,0.94,1,153
234870,Private Room With GREAT Location,1229984,John,Queens,Long Island City,40.74581,-73.95295,Private room,75,30,65,2017-07-31,0.74,3,219
235552,HUGE Sunny Duplex Loft with Garden,1234405,Bertie,Brooklyn,South Slope,40.66414,-73.98574,Entire home/apt,300,1,40,2019-06-16,0.44,1,0
235651,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,83257,Olan,Manhattan,West Village,40.74,-74.00381,Private room,130,30,80,2019-04-26,0.86,2,332
235951,Stylish Studio with exclusive Terrace,1236070,Dan,Manhattan,Midtown,40.75348,-73.97065,Entire home/apt,190,30,136,2019-06-19,1.45,1,120
235960,"LES private apt, 1 bedroom & more",1236817,Blue,Manhattan,Lower East Side,40.72066,-73.98506,Entire home/apt,200,3,100,2018-05-28,1.06,1,191
236671,"Williamsburg Garden Home, 5 minutes from Manhattan",1240820,Triny,Brooklyn,Williamsburg,40.71746,-73.95497,Entire home/apt,180,2,125,2019-07-06,1.36,3,248
236788,"HUGE, modern 2-LEVEL Brooklyn apt",4166168,Nick And Noémie,Brooklyn,DUMBO,40.70257,-73.9847,Entire home/apt,350,5,40,2019-04-14,0.50,1,67
236806,charming 2bdrm apt in East Village,1151987,Juvie,Manhattan,East Village,40.72264,-73.9837,Entire home/apt,160,4,0,,,1,0
237127,LOCATION LOCATION LOCATION Liz's,1146958,Liz,Manhattan,Kips Bay,40.73833,-73.98186,Entire home/apt,195,30,139,2019-04-28,1.59,4,325
237210,Manhattan Loft in Prime East Village Location,1243192,Jacqueline,Manhattan,Greenwich Village,40.73268,-73.99255,Entire home/apt,241,30,0,,,1,249
239055,Nolita Penthouse_Private Deck_Elev_,65064,Ashley & Nir,Manhattan,Chinatown,40.71892,-73.99628,Entire home/apt,300,7,2,2014-10-06,0.03,1,0
239733,Astoria Garden Suite,1256874,Nancy,Queens,Ditmars Steinway,40.77679,-73.91687,Entire home/apt,75,28,49,2019-06-26,0.53,1,313
239766,Lower East Side/Chinatown 1 Bedroom,1257309,Austin,Manhattan,Lower East Side,40.71693,-73.98948,Entire home/apt,100,5,8,2018-05-18,0.11,1,0
239826,"Amazing 1 bed, live like a Newyorkr",1257760,Jay,Manhattan,Gramercy,40.73685,-73.98359,Entire home/apt,399,1,0,,,1,12
239883,Private Room in Fort Green BK close to city,136962,Li,Brooklyn,Fort Greene,40.68501,-73.97019,Private room,85,5,124,2019-05-25,1.32,1,69
239899,Spacious & Charming by Prospect Pk,1258363,Todd,Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.96003,Entire home/apt,80,21,5,2018-12-19,0.12,1,0
240800,Private Room Near Brooklyn Museum ,1263176,Joseph,Brooklyn,Prospect Heights,40.67722,-73.96542,Private room,55,1,147,2019-06-30,1.57,1,293
241140,The Notorious B.N.B. { The Wallace },1177497,Jessica,Brooklyn,Clinton Hill,40.68975,-73.96703,Private room,438,1,43,2019-04-14,0.46,11,363
241159,Clinton Hill 1 Bed Bright Loft Apartment,1264655,Ruari,Brooklyn,Bedford-Stuyvesant,40.69221,-73.95866,Entire home/apt,110,6,8,2019-01-03,0.33,1,4
241862,Great Studio in W. Village - NYC!,1269455,Mike,Manhattan,West Village,40.72969,-74.00635,Entire home/apt,200,2,37,2019-01-02,0.39,1,257
242532,The Notorious B.N.B. { The Swoon },1177497,Jessica,Brooklyn,Clinton Hill,40.6893,-73.96602,Private room,279,1,120,2019-06-19,1.28,11,362
242643,"BIG 1br, SLEEPS 4, dishwashr, TV",1273825,Lauryn,Brooklyn,Williamsburg,40.70832,-73.94157,Entire home/apt,137,1,24,2019-01-01,0.29,1,0
243229,2BR  Apt - 20min to Soho,1276497,Alon,Brooklyn,Bedford-Stuyvesant,40.68016,-73.94878,Entire home/apt,280,3,5,2017-07-09,0.05,1,365
243708,Williamsburg  - Quiet and Comfy stay,288711,Andy,Brooklyn,Williamsburg,40.70875,-73.95508,Entire home/apt,199,30,242,2019-04-01,2.59,1,102
245504,One Fabulous Private Room,714200,Baron,Manhattan,Inwood,40.85888,-73.92886,Private room,71,4,229,2019-06-21,2.45,1,26
245544,NY/ Big Room for 2 near Manhattan,1260921,Victor,Bronx,Kingsbridge,40.8679,-73.90023,Private room,42,2,108,2019-06-19,1.36,2,302
245574,Brooklyn Brownstone apartment,1288460,Al-,Brooklyn,Bedford-Stuyvesant,40.6889,-73.95383,Entire home/apt,180,2,181,2019-06-05,1.92,1,280
245607,big 1 bedroom apt very central,825022,Jaidev,Manhattan,Chelsea,40.75127,-73.99637,Entire home/apt,226,5,34,2019-07-01,0.39,1,302
246134,"Lovely, Large Room in Crown Heights",283604,Shelley,Brooklyn,Crown Heights,40.67607,-73.94421,Private room,85,3,5,2016-10-02,0.05,1,281
246351,"Sweet Apt, Steps From Gramercy Park",1292250,Jerry,Manhattan,Gramercy,40.73834,-73.9823,Entire home/apt,135,1,5,2015-08-17,0.06,1,0
246916,Quality Cozy Studio Next to Subway,3647,Rafael,Queens,Elmhurst,40.7347,-73.88066,Entire home/apt,79,4,60,2019-06-25,0.64,2,297
246938,Scandinavian-apt for up to 5. LES,936630,Jens,Manhattan,Lower East Side,40.71876,-73.98851,Entire home/apt,154,1,238,2019-06-23,2.59,1,246
248865,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73787,-73.95385,Entire home/apt,199,3,34,2019-04-22,0.37,28,60
248871,4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE,605463,West Village,Manhattan,West Village,40.73066,-74.00287,Entire home/apt,700,3,131,2019-06-24,1.40,4,296
249414,Large & bright 900ft² 1br in WV,1306587,Andy,Manhattan,West Village,40.73291,-74.00059,Entire home/apt,246,4,6,2017-06-28,0.16,1,0
249618,At a very nice area in the WestSide,1307773,Karina,Manhattan,Washington Heights,40.85099,-73.92822,Private room,125,60,4,2015-07-03,0.06,1,364
249867,HANCOCK VERY SMALL ROOM,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68707,-73.91918,Private room,100,1,7,2018-10-07,0.08,4,281
250259,Pre-War Williamsburg Loft,1311398,Ben,Brooklyn,Williamsburg,40.7184,-73.96019,Entire home/apt,295,5,125,2019-07-07,3.04,1,0
250311,1 Bedroom Available In My Two Bedroom Flat,945499,Kyle,Brooklyn,Crown Heights,40.67495,-73.95563,Private room,150,3,0,,,1,0
250323,SPACIOUS PRIVATE LITTLE ITALY FLAT,1311870,Christy,Manhattan,Chinatown,40.71582,-73.99902,Entire home/apt,119,1,49,2014-12-03,0.58,1,0
250536,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81068,-73.94288,Private room,125,1,11,2017-09-25,0.12,2,365
250537,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81122,-73.94279,Entire home/apt,400,5,0,,,2,365
250801, Heart & Soul of Greenwich Village ,1314834,Rhona,Manhattan,Greenwich Village,40.73129,-73.99944,Entire home/apt,850,3,107,2019-05-23,1.15,1,249
251262,Prime Williamsburg Loft off Bedford,1278802,Anne,Brooklyn,Williamsburg,40.71628,-73.95737,Private room,129,2,241,2019-06-29,2.60,1,303
251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,Carol,Manhattan,Upper West Side,40.78558,-73.9726,Private room,140,1,176,2019-06-29,1.89,1,300
252076,+Highly Satisfactory LES dwelling++,297769,Tunji,Manhattan,Chinatown,40.7146,-73.991,Private room,115,4,151,2019-06-16,1.63,2,323
252607,Whole apartment / 2 bedroom in NYC,1325961,Chris,Manhattan,East Harlem,40.79493,-73.94462,Entire home/apt,200,3,49,2018-08-09,0.53,2,0
253332,"Spacious, modern loft in awesome neighborhood",552343,Cynthia,Brooklyn,Sunset Park,40.6623,-73.99049,Entire home/apt,96,120,13,2018-09-01,0.14,1,204
253466,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73693,-73.95284,Entire home/apt,199,3,33,2019-06-24,0.47,28,60
253471,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73641,-73.9533,Entire home/apt,199,3,24,2018-11-06,0.32,28,84
253475,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73794,-73.95254,Entire home/apt,199,3,59,2019-06-24,0.66,28,60
253548,Well Kept  Private Room around  Brighton  Beach,1331493,Olia,Brooklyn,Brighton Beach,40.58147,-73.96726,Private room,69,1,2,2015-06-25,0.04,1,303
253590,Large 1 Bedroom furnished on UWS,1331850,G,Manhattan,Upper West Side,40.79771,-73.96323,Entire home/apt,185,2,16,2019-06-28,0.23,1,261
253623,Chez Carine - Privacy in Manhattan,1332108,Cici,Manhattan,Harlem,40.81512,-73.94692,Private room,81,2,72,2018-11-26,0.77,1,0
253800,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.7373,-73.95323,Entire home/apt,199,3,24,2019-04-25,0.26,28,60
253803,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73708,-73.95271,Entire home/apt,199,3,23,2019-06-22,0.26,28,60
253806,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73652,-73.95236,Entire home/apt,199,3,43,2019-07-02,0.47,28,60
253811,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73693,-73.95316,Entire home/apt,199,3,30,2019-07-03,0.32,28,56
253815,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73784,-73.95324,Entire home/apt,199,3,39,2019-06-29,0.44,28,84
253828,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73674,-73.95247,Private room,349,3,8,2018-07-26,0.09,28,58
253839,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73783,-73.95259,Private room,249,3,3,2015-11-03,0.03,28,60
253842,1 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73714,-73.95296,Private room,299,3,6,2018-04-19,0.10,28,60
253846,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73731,-73.9545,Private room,179,3,4,2015-12-04,0.05,28,81
254131,"Read it 1st, A seprat fur BR, low $",1267021,Sharma,Queens,Jackson Heights,40.74965,-73.89344,Private room,54,5,56,2019-07-06,0.66,3,365
254168,2 BR Duplex @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73793,-73.95316,Private room,599,3,7,2018-11-16,0.08,28,60
254409,Husband & Wife Art-Filled Apartment,1336542,Stephanie,Brooklyn,Clinton Hill,40.68197,-73.96549,Entire home/apt,110,1,2,2014-01-13,0.03,1,0
255024,"3BR, 2 bathroom condo in Bushwick",1340007,Roger,Brooklyn,Bushwick,40.70271,-73.91566,Entire home/apt,220,2,178,2019-06-24,2.69,1,297
255476,"The BLUE OWL:
VEGETARIAN WBURG W PATIO & BACKYARD!",1302029,Bree,Brooklyn,Williamsburg,40.7116,-73.9529,Private room,89,30,30,2019-05-31,0.80,1,91
255601,Cozy 2 Bedroom 20 Min from City,1343630,Antonio,Brooklyn,Bedford-Stuyvesant,40.69241,-73.94885,Entire home/apt,170,2,190,2019-06-23,2.04,1,315
255957,NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,506779,Claudia,Manhattan,Nolita,40.72004,-73.99424,Entire home/apt,495,7,25,2019-06-30,0.27,2,338
256078,"Entire apt NYC, Queens. 15 min from Times Square.",1346437,Cristina,Queens,Sunnyside,40.74511,-73.92398,Entire home/apt,80,10,81,2019-05-31,0.98,2,40
256328,Luxury Chelsea Townhouse at the High Line,1347034,Janine,Manhattan,Chelsea,40.74599,-74.00253,Entire home/apt,760,2,7,2019-06-22,0.08,1,361
256369,Alchemy BnB - room in artist loft,1348494,Pamela,Brooklyn,Cobble Hill,40.68946,-73.99385,Private room,98,4,216,2019-07-01,2.31,1,288
257097,Sunny! 2br Steps to train/restaurants - 15 to NYC,315401,Jaime,Brooklyn,Bedford-Stuyvesant,40.68226,-73.95473,Entire home/apt,125,30,31,2019-01-28,0.33,1,218
257568,Zen Den (Airport Pickup: JFK & LGA),1123923,Adolfo,Brooklyn,Cypress Hills,40.67855,-73.8896,Private room,48,90,53,2017-08-12,0.57,2,1
257787,Heart of Williamsburg. Brand New.,1356046,Daniel,Brooklyn,Williamsburg,40.71408,-73.9489,Private room,64,3,247,2019-06-21,2.65,2,117
258284,"Fresh, Clean Brooklyn Garden Apt.",1358312,S,Brooklyn,Clinton Hill,40.68618,-73.96144,Entire home/apt,154,3,233,2019-04-10,2.50,1,0
258397,Guest Apartment in Owner Occupied Home,1354758,Annie,Brooklyn,Park Slope,40.67379,-73.98454,Entire home/apt,139,3,135,2019-06-24,1.45,1,204
258686,My Home Is Your Home,1233267,Kim,Queens,St. Albans,40.70554,-73.76637,Private room,75,4,20,2015-12-30,0.23,1,0
258688,Spacious & Stylish Chelsea One Bedroom Apartment,436599,Chad,Manhattan,West Village,40.74031,-74.00532,Entire home/apt,325,4,46,2019-06-02,0.50,1,20
258690,CHELSEA 1 Bdrm Plus Sleeping Loft!!,1359611,Andrea,Manhattan,Chelsea,40.74618,-74.00392,Entire home/apt,195,365,10,2014-10-26,0.12,1,0
258740,Spacious room in beautiful apt! ,1360043,Adrienne,Manhattan,Harlem,40.81872,-73.94567,Private room,58,1,143,2018-06-30,2.83,1,0
258838,"Oceanview,close to Manhattan",1360198,Marina,Staten Island,Arrochar,40.59251,-74.06479,Entire home/apt,250,2,21,2019-05-22,0.26,4,333
258876,"Affordable rooms,all transportation",1360198,Marina,Staten Island,Arrochar,40.59101,-74.06685,Private room,50,7,0,,,4,189
259946,"Budget stay, near transportation",1360198,Marina,Staten Island,Arrochar,40.59262,-74.06659,Entire home/apt,125,2,8,2019-05-19,0.09,4,353
260451,Fort Greene brownstone 1BR- SUBLET,52335,Alexander,Brooklyn,Fort Greene,40.69142,-73.97203,Entire home/apt,70,7,4,2017-08-28,0.05,2,0
260765,NewYork Modern Pre-War LoftStudio ,480943,Ro,Manhattan,Upper East Side,40.76928,-73.95021,Entire home/apt,189,2,314,2019-07-01,3.45,2,206
261194,Cozy Artist Duplex **Bedstuy Charm**,696482,Christine,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289,Entire home/apt,130,3,18,2019-06-18,0.25,1,1
261259,Apartment in Best location in NYC,1370358,Keiko,Manhattan,West Village,40.72953,-74.00462,Entire home/apt,145,7,11,2015-05-27,0.12,1,0
261344,Inspired in Historic Downtown NYC!,568103,Liah,Manhattan,Financial District,40.70523,-74.01345,Private room,101,7,51,2019-06-02,0.55,1,307
261674,Chelsea/West Village - 2bdrm apt,1372786,Lindsey,Manhattan,Chelsea,40.74025,-74.00161,Private room,95,5,20,2017-04-01,0.33,1,0
261781,1500+ sq ft 2BR West Village Loft,1359519,Nadya,Manhattan,West Village,40.73378,-74.00429,Entire home/apt,375,7,8,2017-12-30,0.12,1,0
262343,Cozy & Clean Lower East Side Apt.,1376385,Lauren,Manhattan,Lower East Side,40.72087,-73.99022,Entire home/apt,153,31,59,2019-06-06,0.63,1,27
262405,Spacious Townhome Apt in Brooklyn,1376778,Wade,Brooklyn,East Flatbush,40.64468,-73.94219,Entire home/apt,92,4,54,2019-06-24,0.62,1,27
262478,Chic + Stylish room in heart of LowerEastSide NYC!,535128,Juliana,Manhattan,Lower East Side,40.7193,-73.98966,Private room,80,5,10,2018-12-31,0.46,1,348
262583,Landmark 2 Bedroom West Village NYC,605463,West Village,Manhattan,West Village,40.73312,-74.0042,Entire home/apt,300,4,153,2019-06-25,1.66,4,246
263005,2 bedroom apt in charming brick townhouse,1380060,Marisa And Colin,Brooklyn,Fort Greene,40.69778,-73.97676,Entire home/apt,145,3,110,2019-06-02,1.20,1,15
263190,Room in East Village with Private Entrance,1020539,Dominique,Manhattan,East Village,40.72534,-73.98591,Private room,88,2,69,2019-01-01,0.91,2,0
263232,Cozy&Clean in a great neighborhood,1381171,Nicole,Manhattan,Harlem,40.82151,-73.94516,Entire home/apt,155,1,1,2019-01-27,0.18,1,5
263502,Prime Williamsburg 1/BD New Condo,1382749,Shaun,Brooklyn,Williamsburg,40.72059,-73.9567,Entire home/apt,185,180,24,2015-08-19,0.26,1,0
263776,City Skyline Views from every room!,1384111,Joanne,Queens,Sunnyside,40.74558,-73.92324,Private room,73,2,95,2019-01-02,1.02,2,0
263888,Contemporary & Classic Sanctuary on the Hudson,1384559,C,Manhattan,Upper West Side,40.79433,-73.9765,Entire home/apt,225,2,129,2019-04-28,1.41,1,107
264323,Comfortable Manhattanville,305972,Allan,Manhattan,Morningside Heights,40.81055,-73.95549,Private room,85,7,171,2019-03-31,1.84,2,144
265036,Private room w/ queen bed + rooftop,21188,Leo,Brooklyn,Crown Heights,40.6711,-73.95231,Private room,99,2,20,2019-06-09,0.59,1,98
265064,Zen Eyrie –Airport Pick-Up: JFK/LGA,1123923,Adolfo,Brooklyn,Cypress Hills,40.67962,-73.88928,Private room,48,90,17,2017-05-03,0.27,2,0
265145,Studio sublet in Hell's kitchen,1390947,Akiko,Manhattan,Theater District,40.76217,-73.98411,Entire home/apt,200,5,8,2015-01-08,0.09,1,0
265506,Luxury NYC 2 Bedroom with Terrace,1392440,Sandra,Manhattan,Upper East Side,40.76128,-73.96463,Entire home/apt,485,7,11,2015-11-01,0.12,1,0
265831,Bright unique designer loft in Soho,1394190,Jen,Manhattan,Nolita,40.72313,-73.99438,Entire home/apt,310,5,5,2018-07-05,0.09,1,89
265912,Spacious  2 bed Loft apartment Bedford L,1394719,Jill,Brooklyn,Williamsburg,40.7177,-73.95576,Entire home/apt,110,4,0,,,1,354
266146,Beautiful studio by Central Park,1385157,Brian,Manhattan,Upper West Side,40.78448,-73.97289,Entire home/apt,109,30,36,2019-03-19,0.39,5,286
266155,One bed suite with private garden,1385157,Brian,Manhattan,Upper West Side,40.78304,-73.97447,Entire home/apt,167,30,16,2019-03-31,0.17,5,252
266351,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,1396546,Elena,Brooklyn,Fort Greene,40.68737,-73.97125,Entire home/apt,147,15,5,2018-07-12,0.12,1,189
266437,West Village cozy 2 bedroom  NYC ,1397061,Asia Joanna,Manhattan,Chelsea,40.74139,-74.0005,Entire home/apt,220,4,0,,,1,0
266449,2 Bedroom Gem - Prime LES Location,1397115,Drew,Manhattan,Lower East Side,40.71992,-73.98773,Entire home/apt,195,4,68,2019-06-03,0.77,1,271
266756,REAL 2BR-HEART OF SOHO-LITTLE ITALY,1398809,Roberto  Mike,Manhattan,Little Italy,40.71905,-73.99677,Entire home/apt,199,28,89,2018-06-30,0.99,1,0
267376,BIG ROOM / DOWNTOWN  LOFT /,638721,Fred,Manhattan,Financial District,40.70741,-74.00102,Private room,65,30,10,2019-06-24,1.02,1,0
267435,Large Sunny Bedroom in QNS NYC,1402454,Jocelin,Queens,Rego Park,40.73349,-73.86009,Private room,55,1,38,2019-07-01,0.85,1,0
267535,Home Away From Home-Room in Bronx,1402951,Clara,Bronx,Wakefield,40.89557,-73.8447,Private room,50,2,15,2019-06-09,0.17,1,337
267652,Private clean pleasant spacious room.,164675,Janice,Brooklyn,Kensington,40.64277,-73.97296,Private room,60,2,20,2019-01-21,0.42,1,347
267708,"Charming Hotel Alternative
Mount Sinai",661399,Vivianne,Manhattan,East Harlem,40.79111,-73.94466,Private room,99,3,25,2019-06-15,0.96,2,127
