"SCHOOL","STATE","CITY","NOC","PROGRAM","TYPE","DEPARTMENT","DELIVERY","DURATION","PREREQ","LINK","LOC_LAT","LOC_LONG","WORLD_RANK","COUNTRY","TEACHING","INTERNATIONAL","RESEARCH","CITATIONS","INCOME","TOTAL_SCORE","NUM_STUDENTS","STUDENT_STAFF_RATIO","INTERNATIONAL_STUDENTS","F_M_RATIO","YEAR","timesData"
"George Washington University","District of Columbia","Washington",5,"Online MS in Management of Health Informatics and Analytics","M","Milken Institute School of Public Health","Online","45 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/",38.8987,-77.0479,"201-250","United States of America",44.7,"48.1",23.5,65.7,"29.5","-","20,541",12,"16%","56:44:00",2016,1
"George Washington University","District of Columbia","Washington",5,"Online MS in Management of Health Informatics and Analytics","M","Milken Institute School of Public Health","Online","45 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/",38.8987,-77.0479,"168","United States of America",48.1,"36.6",28,77.1,"30","49.4","20,541",12,"16%","56:44:00",2013,1
"George Washington University","District of Columbia","Washington",5,"Online MS in Management of Health Informatics and Analytics","M","Milken Institute School of Public Health","Online","45 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/",38.8987,-77.0479,"95","United States of America",60.6,"39.6",43.1,70.2,"-","57.3","20,541",12,"16%","56:44:00",2011,1
"George Washington University","District of Columbia","Washington",5,"Online MS in Management of Health Informatics and Analytics","M","Milken Institute School of Public Health","Online","45 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/",38.8987,-77.0479,"200","United States of America",44.6,"39.9",25.1,70,"29.3","45.6","20,541",12,"16%","56:44:00",2015,1
"George Washington University","District of Columbia","Washington",5,"Online MS in Management of Health Informatics and Analytics","M","Milken Institute School of Public Health","Online","45 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/",38.8987,-77.0479,"135","United States of America",44.2,"38.3",33.6,73.2,"-","49","20,541",12,"16%","56:44:00",2012,1
"George Washington University","District of Columbia","Washington",5,"Online MS in Management of Health Informatics and Analytics","M","Milken Institute School of Public Health","Online","45 credits","Not Available","https://publichealthonline.gwu.edu/health-informatics/",38.8987,-77.0479,"194","United States of America",45.6,"36",26.3,65.9,"30","44.8","20,541",12,"16%","56:44:00",2014,1
"Georgetown University","District of Columbia","Washington",2,"Certificate in Data Science","C","Center for Continuing & Professional Education","Campus","8 courses","math,computer science","http://scs.georgetown.edu/programs_nc/CE0124/data-analytics",38.9088,-77.0735,"160","United States of America",51.9,"43.6",25.6,62.3,"71.9","47","15,408",8.5,"14%","53:47:00",2014,1
"Georgetown University","District of Columbia","Washington",2,"Certificate in Data Science","C","Center for Continuing & Professional Education","Campus","8 courses","math,computer science","http://scs.georgetown.edu/programs_nc/CE0124/data-analytics",38.9088,-77.0735,"174","United States of America",56.4,"32.9",35.6,59.8,"-","48.9","15,408",8.5,"14%","53:47:00",2013,1
"Georgetown University","District of Columbia","Washington",2,"Certificate in Data Science","C","Center for Continuing & Professional Education","Campus","8 courses","math,computer science","http://scs.georgetown.edu/programs_nc/CE0124/data-analytics",38.9088,-77.0735,"138","United States of America",52.5,"29.1",40.4,57.7,"-","48","15,408",8.5,"14%","53:47:00",2012,1
"Georgetown University","District of Columbia","Washington",2,"Certificate in Data Science","C","Center for Continuing & Professional Education","Campus","8 courses","math,computer science","http://scs.georgetown.edu/programs_nc/CE0124/data-analytics",38.9088,-77.0735,"173","United States of America",51.1,"43.3",28.2,62.2,"80","47.7","15,408",8.5,"14%","53:47:00",2015,1
"Georgetown University","District of Columbia","Washington",2,"Certificate in Data Science","C","Center for Continuing & Professional Education","Campus","8 courses","math,computer science","http://scs.georgetown.edu/programs_nc/CE0124/data-analytics",38.9088,-77.0735,"164","United States of America",65.1,"24.7",44.7,45,"-","50.1","15,408",8.5,"14%","53:47:00",2011,1
"Georgetown University","District of Columbia","Washington",2,"Certificate in Data Science","C","Center for Continuing & Professional Education","Campus","8 courses","math,computer science","http://scs.georgetown.edu/programs_nc/CE0124/data-analytics",38.9088,-77.0735,"94","United States of America",54.4,"52.7",39.3,82.5,"80.7","58.8","15,408",8.5,"14%","53:47:00",2016,1
"Georgetown University","District of Columbia","Washington",2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)","M","Graduate School of Arts & Sciences","Campus","30 credits","math, statistics","http://scs.georgetown.edu/admissions/how-to-apply/ccpe/",38.9088,-77.0735,"160","United States of America",51.9,"43.6",25.6,62.3,"71.9","47","15,408",8.5,"14%","53:47:00",2014,1
"Georgetown University","District of Columbia","Washington",2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)","M","Graduate School of Arts & Sciences","Campus","30 credits","math, statistics","http://scs.georgetown.edu/admissions/how-to-apply/ccpe/",38.9088,-77.0735,"174","United States of America",56.4,"32.9",35.6,59.8,"-","48.9","15,408",8.5,"14%","53:47:00",2013,1
"Georgetown University","District of Columbia","Washington",2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)","M","Graduate School of Arts & Sciences","Campus","30 credits","math, statistics","http://scs.georgetown.edu/admissions/how-to-apply/ccpe/",38.9088,-77.0735,"138","United States of America",52.5,"29.1",40.4,57.7,"-","48","15,408",8.5,"14%","53:47:00",2012,1
"Georgetown University","District of Columbia","Washington",2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)","M","Graduate School of Arts & Sciences","Campus","30 credits","math, statistics","http://scs.georgetown.edu/admissions/how-to-apply/ccpe/",38.9088,-77.0735,"173","United States of America",51.1,"43.3",28.2,62.2,"80","47.7","15,408",8.5,"14%","53:47:00",2015,1
"Georgetown University","District of Columbia","Washington",2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)","M","Graduate School of Arts & Sciences","Campus","30 credits","math, statistics","http://scs.georgetown.edu/admissions/how-to-apply/ccpe/",38.9088,-77.0735,"164","United States of America",65.1,"24.7",44.7,45,"-","50.1","15,408",8.5,"14%","53:47:00",2011,1
"Georgetown University","District of Columbia","Washington",2,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)","M","Graduate School of Arts & Sciences","Campus","30 credits","math, statistics","http://scs.georgetown.edu/admissions/how-to-apply/ccpe/",38.9088,-77.0735,"94","United States of America",54.4,"52.7",39.3,82.5,"80.7","58.8","15,408",8.5,"14%","53:47:00",2016,1
"Georgia Southern University","Georgia","Statesboro",1,"M.S. - Computer Science with concentration in Data Mining and Data Warehousing","M","Department of Computer Sciences","Online","30 credit hours/2 years","technical bachelor's degree","http://ceit.georgiasouthern.edu/cs/degrees/mscs/",32.4278,-81.7822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Georgia State University","Georgia","Atlanta",1,"Master of Science in Analytics","M","Robinson College of Business","Campus","32 hours","math, statistics, economics","http://specialized.robinson.gsu.edu/msa/",33.7527,-84.3867,"350-400","United States of America",19.6,"27.9",20.2,34.4,"39.1","-","28,534",20.4,"5%","59:41:00",2012,1
"Georgia State University","Georgia","Atlanta",1,"Master of Science in Analytics","M","Robinson College of Business","Campus","32 hours","math, statistics, economics","http://specialized.robinson.gsu.edu/msa/",33.7527,-84.3867,"401-500","United States of America",26.3,"29.5",19.5,52.9,"28.7","-","28,534",20.4,"5%","59:41:00",2016,1
"Georgia Tech","Georgia","Atlanta",2,"MS - Computer Science with specialization in machine learning","M","College of Computing","Campus","36 credit hours","Not Available","http://www.cc.gatech.edu/future/masters/mscs/program",33.7737,-84.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Georgia Tech","Georgia","Atlanta",2,"MS in Analytics","M","Colleges of Business, Computing, and Engineering","Campus","1 year","math, statistics, computer science","http://www.cc.gatech.edu/academics/degree-programs/masters/computer-science/admissionreqs",33.7737,-84.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Grand Valley State University","Michigan","Allendale",1,"Master of Science in Biostatistics","M","College of Liberal Arts and Sciences","Campus","36 credit hours","Not Available","http://catalog.gvsu.edu/preview_program.php?catoid=38&poid=5264&hl=%22master+of+science+in+biostatistics%22&returnto=search",42.9652,-85.8875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Grantham University","Missouri","Kansas City",1,"Master of Science in Business Intelligence","M","Business","Online","36 credit hours","Not Available","http://rmi.grantham.edu/programs/master-of-science-in-business-intelligence",38.9233,-94.7716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Harrisburg University of Science and Technology","Pennsylvania","Harrisburg",1,"Online Master of Science in Analytics","M","Graduate Education","Online","36 credit hours","math, statistics","http://www.harrisburgu.edu/academics/graduate/analytics/online-analytics.php",40.2613,-76.8808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Harvard University","Massachusetts","Cambridge",3,"Master of Science in Computational Biology and Quantitative Genetics","M","School of Public Health","Campus","80 credits/18 months","technical bachelor's degree","http://www.extension.harvard.edu/tuition-enrollment/course-registration",42.3744,-71.1182,"4","United States of America",94.9,"63.7",98.6,99.2,"39.9","93.6","20,152",8.9,"25%","",2013,1
"Harvard University","Massachusetts","Cambridge",3,"Master of Science in Computational Biology and Quantitative Genetics","M","School of Public Health","Campus","80 credits/18 months","technical bachelor's degree","http://www.extension.harvard.edu/tuition-enrollment/course-registration",42.3744,-71.1182,"2","United States of America",92.9,"67.6",98.6,98.9,"44","93.3","20,152",8.9,"25%","",2015,1
"Harvard University","Massachusetts","Cambridge",3,"Master of Science in Computational Biology and Quantitative Genetics","M","School of Public Health","Campus","80 credits/18 months","technical bachelor's degree","http://www.extension.harvard.edu/tuition-enrollment/course-registration",42.3744,-71.1182,"2","United States of America",95.8,"67.5",97.4,99.8,"35.9","93.9","20,152",8.9,"25%","",2012,1
"Harvard University","Massachusetts","Cambridge",3,"Master of Science in Computational Biology and Quantitative Genetics","M","School of Public Health","Campus","80 credits/18 months","technical bachelor's degree","http://www.extension.harvard.edu/tuition-enrollment/course-registration",42.3744,-71.1182,"2","United States of America",95.3,"66.2",98.5,99.1,"40.6","93.9","20,152",8.9,"25%","",2014,1
"Harvard University","Massachusetts","Cambridge",3,"Master of Science in Computational Biology and Quantitative Genetics","M","School of Public Health","Campus","80 credits/18 months","technical bachelor's degree","http://www.extension.harvard.edu/tuition-enrollment/course-registration",42.3744,-71.1182,"6","United States of America",83.6,"77.2",99,99.8,"45.2","91.6","20,152",8.9,"25%","",2016,1
"Harvard University","Massachusetts","Cambridge",3,"Master of Science in Computational Biology and Quantitative Genetics","M","School of Public Health","Campus","80 credits/18 months","technical bachelor's degree","http://www.extension.harvard.edu/tuition-enrollment/course-registration",42.3744,-71.1182,"1","United States of America",99.7,"72.4",98.7,98.8,"34.5","96.1","20,152",8.9,"25%","",2011,1
"Harvard University","Massachusetts","Cambridge",3,"Data Science Certificate","C","Extension School","Campus","4 courses","Not Available","http://www.extension.harvard.edu/professional-certificates/data-science-certificate",42.3744,-71.1182,"4","United States of America",94.9,"63.7",98.6,99.2,"39.9","93.6","20,152",8.9,"25%","",2013,1
"Harvard University","Massachusetts","Cambridge",3,"Data Science Certificate","C","Extension School","Campus","4 courses","Not Available","http://www.extension.harvard.edu/professional-certificates/data-science-certificate",42.3744,-71.1182,"2","United States of America",92.9,"67.6",98.6,98.9,"44","93.3","20,152",8.9,"25%","",2015,1
"Harvard University","Massachusetts","Cambridge",3,"Data Science Certificate","C","Extension School","Campus","4 courses","Not Available","http://www.extension.harvard.edu/professional-certificates/data-science-certificate",42.3744,-71.1182,"2","United States of America",95.8,"67.5",97.4,99.8,"35.9","93.9","20,152",8.9,"25%","",2012,1
"Harvard University","Massachusetts","Cambridge",3,"Data Science Certificate","C","Extension School","Campus","4 courses","Not Available","http://www.extension.harvard.edu/professional-certificates/data-science-certificate",42.3744,-71.1182,"2","United States of America",95.3,"66.2",98.5,99.1,"40.6","93.9","20,152",8.9,"25%","",2014,1
"Harvard University","Massachusetts","Cambridge",3,"Data Science Certificate","C","Extension School","Campus","4 courses","Not Available","http://www.extension.harvard.edu/professional-certificates/data-science-certificate",42.3744,-71.1182,"6","United States of America",83.6,"77.2",99,99.8,"45.2","91.6","20,152",8.9,"25%","",2016,1
"Harvard University","Massachusetts","Cambridge",3,"Data Science Certificate","C","Extension School","Campus","4 courses","Not Available","http://www.extension.harvard.edu/professional-certificates/data-science-certificate",42.3744,-71.1182,"1","United States of America",99.7,"72.4",98.7,98.8,"34.5","96.1","20,152",8.9,"25%","",2011,1
