rank,song,artist,last-week,peak-rank,weeks-on-board,date
8,I Hope,Gabby Barrett Featuring Charlie Puth,10,8,41,2020-10-17
9,Runnin,21 Savage & Metro Boomin,,9,1,2020-10-17
10,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,,10,1,2020-10-17
11,Watermelon Sugar,Harry Styles,9,1,29,2020-10-17
12,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,14,12,8,2020-10-17
13,Before You Go,Lewis Capaldi,11,9,36,2020-10-17
14,Holy,Justin Bieber Featuring Chance The Rapper,12,3,3,2020-10-17
15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,14,2020-10-17
16,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",13,2,35,2020-10-17
17,Go Crazy,Chris Brown & Young Thug,16,9,22,2020-10-17
18,Wonder,Shawn Mendes,,18,1,2020-10-17
19,Glock In My Lap,21 Savage & Metro Boomin,,19,1,2020-10-17
20,One Of Them Girls,Lee Brice,18,18,19,2020-10-17
21,Dreams,Fleetwood Mac,,1,20,2020-10-17
22,Circles,Post Malone,17,1,58,2020-10-17
23,Got What I Got,Jason Aldean,19,19,19,2020-10-17
24,Come & Go,Juice WRLD x Marshmello,20,2,13,2020-10-17
25,Franchise,Travis Scott Featuring Young Thug & M.I.A.,1,1,2,2020-10-17
26,Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,,26,1,2020-10-17
27,Be Like That,Kane Brown With Swae Lee & Khalid,23,22,13,2020-10-17
28,Adore You,Harry Styles,24,6,44,2020-10-17
29,Break My Heart,Dua Lipa,25,13,28,2020-10-17
30,Don't Stop,Megan Thee Stallion Featuring Young Thug,,30,1,2020-10-17
31,Roses,SAINt JHN,22,4,29,2020-10-17
32,Slidin,21 Savage & Metro Boomin,,32,1,2020-10-17
33,Many Men,21 Savage & Metro Boomin,,33,1,2020-10-17
34,Popstar,DJ Khaled Featuring Drake,21,3,12,2020-10-17
35,Bang!,AJR,32,32,14,2020-10-17
36,Mood Swings,Pop Smoke Featuring Lil Tjay,27,17,14,2020-10-17
37,Fallin',Why Don't We,,37,1,2020-10-17
38,More Than My Hometown,Morgan Wallen,34,34,17,2020-10-17
39,Don't Start Now,Dua Lipa,33,2,49,2020-10-17
40,Lovin' On You,Luke Combs,26,23,15,2020-10-17
41,ily,Surf Mesa Featuring Emilee,35,35,20,2020-10-17
42,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,29,11,14,2020-10-17
43,If The World Was Ending,JP Saxe Featuring Julia Michaels,31,27,28,2020-10-17
44,What You Know Bout Love,Pop Smoke,40,40,5,2020-10-17
45,Some Girls,Jameson Rodgers,42,42,9,2020-10-17
46,Kings & Queens,Ava Max,37,37,9,2020-10-17
47,Tap In,Saweetie,30,20,13,2020-10-17
48,Outta Time,Bryson Tiller Featuring Drake,,48,1,2020-10-17
49,Rags2Riches,Rod Wave Featuring ATR Son Son,38,12,15,2020-10-17
50,My Ex's Best Friend,Machine Gun Kelly X blackbear,28,28,8,2020-10-17
51,Said Sum,Moneybagg Yo,36,24,14,2020-10-17
52,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,52,52,18,2020-10-17
53,I Called Mama,Tim McGraw,62,53,10,2020-10-17
54,I Should Probably Go To Bed,Dan + Shay,43,42,10,2020-10-17
55,Midnight Sky,Miley Cyrus,39,14,8,2020-10-17
56,My Dawg,21 Savage & Metro Boomin,,56,1,2020-10-17
57,Brand New Draco,21 Savage & Metro Boomin,,57,1,2020-10-17
58,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,56,56,11,2020-10-17
59,Lovesick Girls,BLACKPINK,,59,1,2020-10-17
60,24,Money Man Featuring Lil Baby,54,54,8,2020-10-17
61,Snitches & Rats,21 Savage & Metro Boomin Featuring Young Nudy,,61,1,2020-10-17
62,Wishing Well,Juice WRLD,51,5,13,2020-10-17
63,Pretty Heart,Parker McCollum,58,58,13,2020-10-17
64,Ice Cream,BLACKPINK X Selena Gomez,68,13,6,2020-10-17
65,Rain On Me,Lady Gaga & Ariana Grande,55,1,20,2020-10-17
66,Hawai,Maluma & The Weeknd,57,55,7,2020-10-17
67,7 Summers,Morgan Wallen,61,6,8,2020-10-17
68,Love You Like I Used To,Russell Dickerson,65,65,5,2020-10-17
69,Heather,Conan Gray,60,46,8,2020-10-17
70,Cool Again,Kane Brown,45,29,19,2020-10-17
71,No Opp Left Behind,21 Savage & Metro Boomin,,71,1,2020-10-17
72,You Broke Me First.,Tate McRae,63,63,7,2020-10-17
73,Levitating,Dua Lipa Featuring DaBaby,,73,1,2020-10-17
74,Steppin On N*ggas,21 Savage & Metro Boomin,,74,1,2020-10-17
75,Ain't Always The Cowboy,Jon Pardi,66,66,6,2020-10-17
76,RIP Luv,21 Savage & Metro Boomin,,76,1,2020-10-17
77,Cardigan,Taylor Swift,53,1,11,2020-10-17
78,Breaking Me,Topic & A7S,59,53,11,2020-10-17
79,Everywhere But On,Matt Stell,69,69,5,2020-10-17
80,Diamonds,Sam Smith,70,51,3,2020-10-17
81,Starting Over,Chris Stapleton,64,57,6,2020-10-17
82,OK Not To Be OK,Marshmello & Demi Lovato,73,36,4,2020-10-17
83,Always Forever,Bryson Tiller,,83,1,2020-10-17
84,Years Go By,Bryson Tiller,,84,1,2020-10-17
85,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",77,63,11,2020-10-17
86,Martin & Gina,Polo G,71,61,10,2020-10-17
87,Hit Different,SZA Featuring Ty Dolla $ign,75,29,5,2020-10-17
88,Greece,DJ Khaled Featuring Drake,67,8,12,2020-10-17
89,The Bigger Picture,Lil Baby,72,3,17,2020-10-17
90,Bloody Valentine,Machine Gun Kelly,50,50,2,2020-10-17
91,Said N Done,21 Savage & Metro Boomin,,91,1,2020-10-17
92,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",76,64,5,2020-10-17
93,Epidemic,Polo G,47,47,2,2020-10-17
94,Do It,Chloe X Halle,80,63,8,2020-10-17
95,Girls In The Hood,Megan Thee Stallion,74,28,15,2020-10-17
96,Forget Me Too,Machine Gun Kelly & Halsey,44,44,2,2020-10-17
97,B.S.,Jhene Aiko Featuring H.E.R.,92,24,10,2020-10-17
98,Kacey Talk,YoungBoy Never Broke Again,79,50,8,2020-10-17
99,Blind,DaBaby Featuring Young Thug,85,85,3,2020-10-17
100,Caramelo,Ozuna x Karol G x Myke Towers,83,76,8,2020-10-17
1,Franchise,Travis Scott Featuring Young Thug & M.I.A.,,1,1,2020-10-10
2,Dynamite,BTS,1,1,6,2020-10-10
3,WAP,Cardi B Featuring Megan Thee Stallion,2,1,8,2020-10-10
4,Laugh Now Cry Later,Drake Featuring Lil Durk,4,2,7,2020-10-10
5,Mood,24kGoldn Featuring iann dior,5,5,8,2020-10-10
6,Blinding Lights,The Weeknd,7,1,44,2020-10-10
7,Rockstar,DaBaby Featuring Roddy Ricch,6,1,24,2020-10-10
8,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,9,7,16,2020-10-10
9,Watermelon Sugar,Harry Styles,8,1,28,2020-10-10
10,I Hope,Gabby Barrett Featuring Charlie Puth,10,10,40,2020-10-10
11,Before You Go,Lewis Capaldi,11,9,35,2020-10-10
12,Holy,Justin Bieber Featuring Chance The Rapper,3,3,2,2020-10-10
13,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",12,2,34,2020-10-10
14,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,16,14,7,2020-10-10
15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,13,2020-10-10
16,Go Crazy,Chris Brown & Young Thug,13,9,21,2020-10-10
17,Circles,Post Malone,17,1,57,2020-10-10
18,One Of Them Girls,Lee Brice,22,18,18,2020-10-10
19,Got What I Got,Jason Aldean,21,19,18,2020-10-10
20,Come & Go,Juice WRLD x Marshmello,19,2,12,2020-10-10
21,Popstar,DJ Khaled Featuring Drake,14,3,11,2020-10-10
22,Roses,SAINt JHN,18,4,28,2020-10-10
23,Be Like That,Kane Brown With Swae Lee & Khalid,27,22,12,2020-10-10
24,Adore You,Harry Styles,23,6,43,2020-10-10
25,Break My Heart,Dua Lipa,25,13,27,2020-10-10
26,Lovin' On You,Luke Combs,26,23,14,2020-10-10
27,Mood Swings,Pop Smoke Featuring Lil Tjay,20,17,13,2020-10-10
28,My Ex's Best Friend,Machine Gun Kelly X blackbear,58,28,7,2020-10-10
29,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,30,11,13,2020-10-10
30,Tap In,Saweetie,28,20,12,2020-10-10
31,If The World Was Ending,JP Saxe Featuring Julia Michaels,31,27,27,2020-10-10
32,Bang!,AJR,33,32,13,2020-10-10
33,Don't Start Now,Dua Lipa,32,2,48,2020-10-10
34,More Than My Hometown,Morgan Wallen,34,34,16,2020-10-10
35,ily,Surf Mesa Featuring Emilee,37,35,19,2020-10-10
36,Said Sum,Moneybagg Yo,24,24,13,2020-10-10
37,Kings & Queens,Ava Max,38,37,8,2020-10-10
38,Rags2Riches,Rod Wave Featuring ATR Son Son,35,12,14,2020-10-10
39,Midnight Sky,Miley Cyrus,39,14,7,2020-10-10
40,What You Know Bout Love,Pop Smoke,56,40,4,2020-10-10
41,Life Is Good,Future Featuring Drake,36,2,38,2020-10-10
42,Some Girls,Jameson Rodgers,43,42,8,2020-10-10
43,I Should Probably Go To Bed,Dan + Shay,42,42,9,2020-10-10
44,Forget Me Too,Machine Gun Kelly & Halsey,,44,1,2020-10-10
45,Cool Again,Kane Brown,29,29,18,2020-10-10
46,Chasin' You,Morgan Wallen,40,16,36,2020-10-10
47,Epidemic,Polo G,,47,1,2020-10-10
48,Die From A Broken Heart,Maddie & Tae,44,22,25,2020-10-10
49,We Paid,Lil Baby & 42 Dugg,46,10,22,2020-10-10
50,Bloody Valentine,Machine Gun Kelly,,50,1,2020-10-10
51,Wishing Well,Juice WRLD,45,5,12,2020-10-10
52,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,52,52,17,2020-10-10
53,Cardigan,Taylor Swift,49,1,10,2020-10-10
54,24,Money Man Featuring Lil Baby,60,54,7,2020-10-10
55,Rain On Me,Lady Gaga & Ariana Grande,41,1,19,2020-10-10
56,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,57,56,10,2020-10-10
57,Hawai,Maluma & The Weeknd,55,55,6,2020-10-10
58,Pretty Heart,Parker McCollum,61,58,12,2020-10-10
59,Breaking Me,Topic & A7S,53,53,10,2020-10-10
60,Heather,Conan Gray,54,46,7,2020-10-10
61,7 Summers,Morgan Wallen,59,6,7,2020-10-10
62,I Called Mama,Tim McGraw,67,61,9,2020-10-10
63,You Broke Me First.,Tate McRae,63,63,6,2020-10-10
64,Starting Over,Chris Stapleton,73,57,5,2020-10-10
65,Love You Like I Used To,Russell Dickerson,77,65,4,2020-10-10
66,Ain't Always The Cowboy,Jon Pardi,79,66,5,2020-10-10
67,Greece,DJ Khaled Featuring Drake,65,8,11,2020-10-10
68,Ice Cream,BLACKPINK X Selena Gomez,66,13,5,2020-10-10
69,Everywhere But On,Matt Stell,83,69,4,2020-10-10
70,Diamonds,Sam Smith,51,51,2,2020-10-10
71,Martin & Gina,Polo G,74,61,9,2020-10-10
72,The Bigger Picture,Lil Baby,69,3,16,2020-10-10
73,OK Not To Be OK,Marshmello & Demi Lovato,75,36,3,2020-10-10
74,Girls In The Hood,Megan Thee Stallion,68,28,14,2020-10-10
75,Hit Different,SZA Featuring Ty Dolla $ign,81,29,4,2020-10-10
76,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",76,64,4,2020-10-10
77,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",71,63,10,2020-10-10
78,Dollaz On My Head,Gunna Featuring Young Thug,87,38,17,2020-10-10
79,Kacey Talk,YoungBoy Never Broke Again,72,50,7,2020-10-10
80,Do It,Chloe X Halle,85,63,7,2020-10-10
81,Smile,Juice WRLD & The Weeknd,78,8,8,2020-10-10
82,Like That,Doja Cat Featuring Gucci Mane,64,50,18,2020-10-10
83,Caramelo,Ozuna x Karol G x Myke Towers,84,76,7,2020-10-10
84,Over Now,Calvin Harris X The Weeknd,86,38,5,2020-10-10
85,Blind,DaBaby Featuring Young Thug,95,85,2,2020-10-10
86,Nobody's Love,Maroon 5,82,41,10,2020-10-10
87,You Got It,VEDO,88,87,3,2020-10-10
88,U 2 Luv,Ne-Yo & Jeremih,,88,1,2020-10-10
89,Better,Zayn,,89,1,2020-10-10
90,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,96,43,14,2020-10-10
91,Drunk Face,Machine Gun Kelly,,91,1,2020-10-10
92,B.S.,Jhene Aiko Featuring H.E.R.,99,24,9,2020-10-10
93,"Big, Big Plans",Chris Lane,,93,1,2020-10-10
94,"Ay, Dios Mio!",Karol G,,94,1,2020-10-10
95,Good Time,Niko Moon,,95,1,2020-10-10
96,Put Your Records On,Ritt Momney,,96,1,2020-10-10
97,Money Over Fallouts,Tory Lanez,,97,1,2020-10-10
98,Moral Of The Story,Ashe Featuring Niall Horan,,71,3,2020-10-10
99,One Too Many,Keith Urban Duet With P!nk,62,62,2,2020-10-10
100,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,98,93,8,2020-10-10
1,Dynamite,BTS,2,1,5,2020-10-03
2,WAP,Cardi B Featuring Megan Thee Stallion,1,1,7,2020-10-03
3,Holy,Justin Bieber Featuring Chance The Rapper,,3,1,2020-10-03
4,Laugh Now Cry Later,Drake Featuring Lil Durk,3,2,6,2020-10-03
5,Mood,24kGoldn Featuring iann dior,6,5,7,2020-10-03
6,Rockstar,DaBaby Featuring Roddy Ricch,4,1,23,2020-10-03
7,Blinding Lights,The Weeknd,5,1,43,2020-10-03
8,Watermelon Sugar,Harry Styles,7,1,27,2020-10-03
9,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,8,7,15,2020-10-03
10,I Hope,Gabby Barrett Featuring Charlie Puth,11,10,39,2020-10-03
11,Before You Go,Lewis Capaldi,9,9,34,2020-10-03
12,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",10,2,33,2020-10-03
13,Go Crazy,Chris Brown & Young Thug,13,9,20,2020-10-03
14,Popstar,DJ Khaled Featuring Drake,12,3,10,2020-10-03
15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,12,2020-10-03
16,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,22,16,6,2020-10-03
17,Circles,Post Malone,16,1,56,2020-10-03
18,Roses,SAINt JHN,14,4,27,2020-10-03
19,Come & Go,Juice WRLD x Marshmello,17,2,11,2020-10-03
20,Mood Swings,Pop Smoke Featuring Lil Tjay,26,17,12,2020-10-03
21,Got What I Got,Jason Aldean,21,21,17,2020-10-03
22,One Of Them Girls,Lee Brice,19,19,17,2020-10-03
23,Adore You,Harry Styles,18,6,42,2020-10-03
24,Said Sum,Moneybagg Yo,60,24,12,2020-10-03
25,Break My Heart,Dua Lipa,20,13,26,2020-10-03
26,Lovin' On You,Luke Combs,23,23,13,2020-10-03
27,Be Like That,Kane Brown With Swae Lee & Khalid,25,22,11,2020-10-03
28,Tap In,Saweetie,24,20,11,2020-10-03
29,Cool Again,Kane Brown,31,29,17,2020-10-03
30,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,27,11,12,2020-10-03
31,If The World Was Ending,JP Saxe Featuring Julia Michaels,30,27,26,2020-10-03
32,Don't Start Now,Dua Lipa,28,2,47,2020-10-03
33,Bang!,AJR,41,33,12,2020-10-03
34,More Than My Hometown,Morgan Wallen,39,34,15,2020-10-03
35,Rags2Riches,Rod Wave Featuring ATR Son Son,32,12,13,2020-10-03
36,Life Is Good,Future Featuring Drake,33,2,37,2020-10-03
37,ily,Surf Mesa Featuring Emilee,49,37,18,2020-10-03
38,Kings & Queens,Ava Max,57,38,7,2020-10-03
39,Midnight Sky,Miley Cyrus,34,14,6,2020-10-03
40,Chasin' You,Morgan Wallen,43,16,35,2020-10-03
41,Rain On Me,Lady Gaga & Ariana Grande,37,1,18,2020-10-03
42,I Should Probably Go To Bed,Dan + Shay,45,42,8,2020-10-03
43,Some Girls,Jameson Rodgers,62,43,7,2020-10-03
44,Die From A Broken Heart,Maddie & Tae,38,22,24,2020-10-03
45,Wishing Well,Juice WRLD,42,5,11,2020-10-03
46,We Paid,Lil Baby & 42 Dugg,46,10,21,2020-10-03
47,Say So,Doja Cat Featuring Nicki Minaj,48,1,38,2020-10-03
48,Savage,Megan Thee Stallion,40,1,28,2020-10-03
49,Cardigan,Taylor Swift,52,1,9,2020-10-03
50,Blueberry Faygo,Lil Mosey,47,8,33,2020-10-03
51,Diamonds,Sam Smith,,51,1,2020-10-03
52,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,56,52,16,2020-10-03
53,Breaking Me,Topic & A7S,55,53,9,2020-10-03
54,Heather,Conan Gray,51,46,6,2020-10-03
55,Hawai,Maluma & The Weeknd,58,55,5,2020-10-03
56,What You Know Bout Love,Pop Smoke,83,52,3,2020-10-03
57,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,66,56,9,2020-10-03
58,My Ex's Best Friend,Machine Gun Kelly X blackbear,70,58,6,2020-10-03
59,7 Summers,Morgan Wallen,64,6,6,2020-10-03
60,24,Money Man Featuring Lil Baby,68,60,6,2020-10-03
61,Pretty Heart,Parker McCollum,73,61,11,2020-10-03
62,One Too Many,Keith Urban Duet With P!nk,,62,1,2020-10-03
63,You Broke Me First.,Tate McRae,69,63,5,2020-10-03
64,Like That,Doja Cat Featuring Gucci Mane,54,50,17,2020-10-03
65,Greece,DJ Khaled Featuring Drake,74,8,10,2020-10-03
66,Ice Cream,BLACKPINK X Selena Gomez,61,13,4,2020-10-03
67,I Called Mama,Tim McGraw,78,61,8,2020-10-03
68,Girls In The Hood,Megan Thee Stallion,53,28,13,2020-10-03
69,The Bigger Picture,Lil Baby,71,3,15,2020-10-03
70,Without You,Luke Combs Featuring Amanda Shires,,70,1,2020-10-03
71,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",80,63,9,2020-10-03
72,Kacey Talk,YoungBoy Never Broke Again,50,50,6,2020-10-03
73,Starting Over,Chris Stapleton,89,57,4,2020-10-03
74,Martin & Gina,Polo G,84,61,8,2020-10-03
75,OK Not To Be OK,Marshmello & Demi Lovato,36,36,2,2020-10-03
76,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",75,64,3,2020-10-03
77,Love You Like I Used To,Russell Dickerson,87,77,3,2020-10-03
78,Smile,Juice WRLD & The Weeknd,79,8,7,2020-10-03
79,Ain't Always The Cowboy,Jon Pardi,93,79,4,2020-10-03
80,Dolly,Lil Tecca & Lil Uzi Vert,,80,1,2020-10-03
81,Hit Different,SZA Featuring Ty Dolla $ign,77,29,3,2020-10-03
82,Nobody's Love,Maroon 5,63,41,9,2020-10-03
83,Everywhere But On,Matt Stell,94,83,3,2020-10-03
84,Caramelo,Ozuna x Karol G x Myke Towers,85,76,6,2020-10-03
85,Do It,Chloe X Halle,86,63,6,2020-10-03
86,Over Now,Calvin Harris X The Weeknd,82,38,4,2020-10-03
87,Dollaz On My Head,Gunna Featuring Young Thug,92,38,16,2020-10-03
88,You Got It,VEDO,95,88,2,2020-10-03
89,My Window,YoungBoy Never Broke Again Featuring Lil Wayne,35,35,2,2020-10-03
90,When You Down,Lil Tecca & Polo G Featuring Lil Durk,,90,1,2020-10-03
91,Me Gusta,Anitta Featuring Cardi B & Myke Towers,,91,1,2020-10-03
92,Wet. (She Got That...) ,YFN Lucci,,92,1,2020-10-03
93,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,,93,1,2020-10-03
94,Lonely If You Are,Chase Rice,91,91,6,2020-10-03
95,Blind,DaBaby Featuring Young Thug,,95,1,2020-10-03
96,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,97,43,13,2020-10-03
97,Drug Addiction,YoungBoy Never Broke Again,44,44,2,2020-10-03
98,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,99,93,7,2020-10-03
99,B.S.,Jhene Aiko Featuring H.E.R.,,24,8,2020-10-03
100,Wolves,Big Sean Featuring Post Malone,,65,2,2020-10-03
1,WAP,Cardi B Featuring Megan Thee Stallion,1,1,6,2020-09-26
2,Dynamite,BTS,2,1,4,2020-09-26
3,Laugh Now Cry Later,Drake Featuring Lil Durk,3,2,5,2020-09-26
4,Rockstar,DaBaby Featuring Roddy Ricch,4,1,22,2020-09-26
5,Blinding Lights,The Weeknd,5,1,42,2020-09-26
6,Mood,24kGoldn Featuring iann dior,6,6,6,2020-09-26
7,Watermelon Sugar,Harry Styles,7,1,26,2020-09-26
8,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,9,7,14,2020-09-26
9,Before You Go,Lewis Capaldi,11,9,33,2020-09-26
10,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",8,2,32,2020-09-26
11,I Hope,Gabby Barrett Featuring Charlie Puth,12,10,38,2020-09-26
12,Popstar,DJ Khaled Featuring Drake,10,3,9,2020-09-26
13,Go Crazy,Chris Brown & Young Thug,14,9,19,2020-09-26
14,Roses,SAINt JHN,13,4,26,2020-09-26
15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,11,2020-09-26
16,Circles,Post Malone,16,1,55,2020-09-26
17,Come & Go,Juice WRLD x Marshmello,19,2,10,2020-09-26
18,Adore You,Harry Styles,18,6,41,2020-09-26
19,One Of Them Girls,Lee Brice,22,19,16,2020-09-26
20,Break My Heart,Dua Lipa,17,13,25,2020-09-26
21,Got What I Got,Jason Aldean,26,21,16,2020-09-26
22,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,38,22,5,2020-09-26
23,Lovin' On You,Luke Combs,23,23,12,2020-09-26
24,Tap In,Saweetie,20,20,10,2020-09-26
25,Be Like That,Kane Brown With Swae Lee & Khalid,24,22,10,2020-09-26
26,Mood Swings,Pop Smoke Featuring Lil Tjay,21,17,11,2020-09-26
27,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,27,11,11,2020-09-26
28,Don't Start Now,Dua Lipa,25,2,46,2020-09-26
29,The Bones,Maren Morris,28,12,52,2020-09-26
30,If The World Was Ending,JP Saxe Featuring Julia Michaels,30,27,25,2020-09-26
31,Cool Again,Kane Brown,36,31,16,2020-09-26
32,Rags2Riches,Rod Wave Featuring ATR Son Son,35,12,12,2020-09-26
33,Life Is Good,Future Featuring Drake,33,2,36,2020-09-26
34,Midnight Sky,Miley Cyrus,34,14,5,2020-09-26
35,My Window,YoungBoy Never Broke Again Featuring Lil Wayne,,35,1,2020-09-26
36,OK Not To Be OK,Marshmello & Demi Lovato,,36,1,2020-09-26
37,Rain On Me,Lady Gaga & Ariana Grande,37,1,17,2020-09-26
38,Die From A Broken Heart,Maddie & Tae,31,22,23,2020-09-26
39,More Than My Hometown,Morgan Wallen,53,39,14,2020-09-26
40,Savage,Megan Thee Stallion,32,1,27,2020-09-26
41,Bang!,AJR,51,41,11,2020-09-26
42,Wishing Well,Juice WRLD,43,5,10,2020-09-26
43,Chasin' You,Morgan Wallen,42,16,34,2020-09-26
44,Drug Addiction,YoungBoy Never Broke Again,,44,1,2020-09-26
45,I Should Probably Go To Bed,Dan + Shay,54,43,7,2020-09-26
46,We Paid,Lil Baby & 42 Dugg,47,10,20,2020-09-26
47,Blueberry Faygo,Lil Mosey,41,8,32,2020-09-26
48,Say So,Doja Cat Featuring Nicki Minaj,40,1,37,2020-09-26
49,ily,Surf Mesa Featuring Emilee,59,49,17,2020-09-26
50,Kacey Talk,YoungBoy Never Broke Again,87,50,5,2020-09-26
51,Heather,Conan Gray,46,46,5,2020-09-26
52,Cardigan,Taylor Swift,52,1,8,2020-09-26
53,Girls In The Hood,Megan Thee Stallion,45,28,12,2020-09-26
54,Like That,Doja Cat Featuring Gucci Mane,50,50,16,2020-09-26
55,Breaking Me,Topic & A7S,60,55,8,2020-09-26
56,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,57,56,15,2020-09-26
57,Kings & Queens,Ava Max,66,57,6,2020-09-26
58,Hawai,Maluma & The Weeknd,55,55,4,2020-09-26
59,One Margarita,Luke Bryan,56,19,20,2020-09-26
60,Said Sum,Moneybagg Yo,71,44,11,2020-09-26
61,Ice Cream,BLACKPINK X Selena Gomez,49,13,3,2020-09-26
62,Some Girls,Jameson Rodgers,70,62,6,2020-09-26
63,Nobody's Love,Maroon 5,44,41,8,2020-09-26
64,7 Summers,Morgan Wallen,72,6,5,2020-09-26
65,Gone Too Soon,Andrew Jannakos,,65,1,2020-09-26
66,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,77,56,8,2020-09-26
67,All In,YoungBoy Never Broke Again,,67,3,2020-09-26
68,24,Money Man Featuring Lil Baby,73,63,5,2020-09-26
69,You Broke Me First.,Tate McRae,85,69,4,2020-09-26
70,My Ex's Best Friend,Machine Gun Kelly X blackbear,68,68,5,2020-09-26
71,The Bigger Picture,Lil Baby,58,3,14,2020-09-26
72,Dead Trollz,YoungBoy Never Broke Again,,72,1,2020-09-26
73,Pretty Heart,Parker McCollum,79,73,10,2020-09-26
74,Greece,DJ Khaled Featuring Drake,67,8,9,2020-09-26
75,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",64,64,2,2020-09-26
76,Cross Roads,YoungBoy Never Broke Again,,76,1,2020-09-26
77,Hit Different,SZA Featuring Ty Dolla $ign,29,29,2,2020-09-26
78,I Called Mama,Tim McGraw,80,61,7,2020-09-26
79,Smile,Juice WRLD & The Weeknd,74,8,6,2020-09-26
80,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",75,63,8,2020-09-26
81,The Last Backyard...,YoungBoy Never Broke Again,,81,1,2020-09-26
82,Over Now,Calvin Harris X The Weeknd,78,38,3,2020-09-26
83,What You Know Bout Love,Pop Smoke,,52,2,2020-09-26
84,Martin & Gina,Polo G,81,61,7,2020-09-26
85,Caramelo,Ozuna x Karol G x Myke Towers,76,76,5,2020-09-26
86,Do It,Chloe X Halle,63,63,5,2020-09-26
87,Love You Like I Used To,Russell Dickerson,91,87,2,2020-09-26
88,Right Foot Creep,YoungBoy Never Broke Again,,88,1,2020-09-26
89,Starting Over,Chris Stapleton,83,57,3,2020-09-26
90,One Night Standards,Ashley McBryde,84,76,15,2020-09-26
91,Lonely If You Are,Chase Rice,92,91,5,2020-09-26
92,Dollaz On My Head,Gunna Featuring Young Thug,88,38,15,2020-09-26
93,Ain't Always The Cowboy,Jon Pardi,89,89,3,2020-09-26
94,Everywhere But On,Matt Stell,96,94,2,2020-09-26
95,You Got It,VEDO,,95,1,2020-09-26
96,Lets Link,WhoHeem,86,86,3,2020-09-26
97,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,,43,12,2020-09-26
98,Dirty Stick,YoungBoy Never Broke Again,,98,1,2020-09-26
99,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,98,93,6,2020-09-26
100,Got It On Me,Pop Smoke,,31,10,2020-09-26
1,WAP,Cardi B Featuring Megan Thee Stallion,2,1,5,2020-09-19
2,Dynamite,BTS,1,1,3,2020-09-19
3,Laugh Now Cry Later,Drake Featuring Lil Durk,3,2,4,2020-09-19
4,Rockstar,DaBaby Featuring Roddy Ricch,4,1,21,2020-09-19
5,Blinding Lights,The Weeknd,5,1,41,2020-09-19
6,Mood,24kGoldn Featuring iann dior,8,6,5,2020-09-19
