Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
,,,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,3.21E+11,09X303,9,40.849461,-73.915529,"1700 MACOMBS RD BRONX, NY 10453",BRONX,10453,"06,07,08",6,8,No,0.9,N/A,0.16,0,0.23,0.75,0.98,0.01,0.92,0.27,0.82,Meeting Target,0.93,Exceeding Target,0.86,Meeting Target,0.92,Exceeding Target,0.8,Meeting Target,0.93,Meeting Target,Meeting Target,2.27,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,4,0,0,1,0,0,0,0,4,123,4,0,0,3,0,0,0,0,4,78,2,0,1,1,0,0,0,0,0,77,1,0,1,0,0,0,0,0,0,85,1,0,0,0,0,0,0,0,0,85,3,0,0,3,0,0,0,0,0
,,,LUCERO ELEMENTARY SCHOOL,3.21E+11,09X311,9,40.840366,-73.915716,"1425 WALTON AVE BRONX, NY 10452",BRONX,10452,"0K,01,02,03,04,05",0K,5,No,0.93,25044.32,0.54,0.01,0.1,0.87,0.97,0.01,0.91,0.33,0.98,N/A,0.97,N/A,0.98,N/A,0.93,N/A,0.86,N/A,0.97,N/A,N/A,N/A,N/A,63,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,74,2,0,0,1,0,0,0,0,2,79,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,3.21E+11,09X313,9,40.840589,-73.90454,"1600 WEBSTER AVE BRONX, NY 10457",BRONX,10457,"06,07,08",6,8,Yes,0.88,N/A,0.32,0.01,0.32,0.67,0.99,0,0.89,0.42,0.73,Not Meeting Target,0.8,Approaching Target,0.78,Approaching Target,0.6,Not Meeting Target,0.75,Approaching Target,0.79,Not Meeting Target,Meeting Target,2.05,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,0,2,0,0,0,0,0,1,87,2,0,0,2,0,0,0,0,2,91,0,0,0,0,0,0,0,0,0,98,1,0,0,1,0,0,0,0,0,89,2,0,0,2,0,0,0,0,1,98,1,0,0,1,0,0,0,0,0
,,,BRONX WRITING ACADEMY,3.21E+11,09X323,9,40.832278,-73.914142,"270 E 167TH ST BRONX, NY 10456",BRONX,10456,"06,07,08",6,8,No,0.89,N/A,0.27,0.03,0.3,0.66,0.95,0.01,0.87,0.45,0.81,Meeting Target,0.78,Meeting Target,0.81,Meeting Target,0.7,Approaching Target,0.78,Approaching Target,0.87,Meeting Target,Meeting Target,2.21,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,2,0,0,1,0,0,0,0,1,145,3,0,1,2,0,0,0,0,3,122,2,0,1,1,0,0,0,0,2,128,2,0,0,1,0,0,0,0,2,148,6,0,1,4,0,0,0,0,4,151,3,0,2,0,0,0,0,0,3
,,,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,3.21E+11,09X324,9,40.828111,-73.917661,"250 E 164TH ST BRONX, NY 10456",BRONX,10456,"06,07,08,09,10,11,12",6,12,Yes,0.82,N/A,0.14,0.03,0.29,0.66,0.95,0.02,0.93,0.23,0.9,Exceeding Target,0.94,Exceeding Target,0.84,Meeting Target,0.88,Meeting Target,0.74,Approaching Target,0.9,Meeting Target,Meeting Target,2.17,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,0,0,2,0,0,0,0,0,58,2,0,0,2,0,0,0,0,0,74,1,0,0,1,0,0,0,0,1,74,1,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,65,2,0,0,0,0,0,0,0,1
,,,URBAN SCIENCE ACADEMY,3.21E+11,09X325,9,40.827748,-73.913773,"1000 TELLER AVE BRONX, NY 10456",BRONX,10456,"05,06,07,08",5,8,Yes,0.89,N/A,0.36,0.01,0.3,0.67,0.97,0.01,0.9,0.36,0.77,Approaching Target,0.75,Approaching Target,0.84,Approaching Target,0.72,Approaching Target,0.84,Meeting Target,0.87,Meeting Target,Approaching Target,2,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,0,0,2,0,0,0,0,2,76,1,0,0,1,0,0,0,0,1,90,1,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,94,1,0,0,1,0,0,0,0,1,100,1,0,0,0,0,0,0,0,1
,,,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,3.21E+11,09X327,9,40.842811,-73.916384,"1501 JEROME AVE BRONX, NY 10452",BRONX,10452,"06,07,08,09,10,11,12",6,12,No,0.86,N/A,0.1,0,0.22,0.77,0.99,0.01,0.94,0.21,0.93,Exceeding Target,0.94,Exceeding Target,0.85,Meeting Target,0.91,Exceeding Target,0.79,Meeting Target,0.93,Exceeding Target,Exceeding Target,2.64,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,6,0,0,6,0,0,0,0,5,90,14,0,0,14,0,0,0,0,13,101,10,0,0,9,0,0,0,0,10,100,15,0,0,11,0,0,0,0,14,90,5,0,0,4,0,0,0,0,4,91,35,0,0,26,0,0,0,0,33
,,,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,3.21E+11,09X328,9,40.827748,-73.913773,"1000 TELLER AVE BRONX, NY 10456",BRONX,10456,"06,07,08",6,8,Yes,0.94,N/A,0.25,0.01,0.33,0.65,0.98,0,0.9,0.38,0.9,Approaching Target,0.93,Meeting Target,0.84,Approaching Target,0.82,Meeting Target,0.8,Meeting Target,0.89,Meeting Target,Approaching Target,2.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,49,1,0,0,1,0,0,0,0,1,51,3,0,0,1,0,0,0,1,2
,,,I.S. 339,3.21E+11,09X339,9,40.840589,-73.90454,"1600 WEBSTER AVE BRONX, NY 10457",BRONX,10457,"06,07,08",6,8,Yes,0.91,N/A,0.28,0.01,0.28,0.7,0.98,0.01,0.91,0.31,0.82,Approaching Target,0.75,Approaching Target,0.77,Approaching Target,0.66,Not Meeting Target,0.77,Approaching Target,0.77,Not Meeting Target,Approaching Target,2.05,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,3,0,1,1,0,0,0,0,0,153,1,0,0,1,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,133,4,0,0,4,0,0,0,0,4,147,1,0,0,1,0,0,0,0,0
,,,NEW DIRECTIONS SECONDARY SCHOOL,3.21E+11,09X350,9,40.839654,-73.911386,"240 E 172ND ST BRONX, NY 10457",BRONX,10457,"06,07,08,09,10,11,12",6,12,No,0.92,N/A,0.34,0,0.3,0.67,0.98,0,0.66,0.74,0.66,Approaching Target,0.71,Not Meeting Target,0.93,Meeting Target,0.67,Approaching Target,0.78,Meeting Target,0.89,Meeting Target,Approaching Target,1.9,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
,,,THE HIGHBRIDGE GREEN SCHOOL,3.21E+11,09X361,9,40.838201,-73.928084,"200 W 167TH ST BRONX, NY 10452",BRONX,10452,"06,07,08",6,8,No,0.89,N/A,0.2,0.01,0.25,0.73,0.98,0.01,0.94,0.2,0.94,Exceeding Target,0.93,Meeting Target,0.94,Exceeding Target,0.94,Exceeding Target,0.85,Meeting Target,0.95,Exceeding Target,Meeting Target,2.27,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,7,0,0,5,0,0,0,0,7,138,0,0,0,0,0,0,0,0,0,117,3,0,0,3,0,0,0,0,0,117,1,0,0,1,0,0,0,0,0,116,1,0,0,1,0,0,0,0,1,116,2,0,0,1,0,0,0,0,2
,,,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,3.21E+11,09X413,9,40.839654,-73.911386,"240 E 172ND ST BRONX, NY 10457",BRONX,10457,"06,07,08,09,10,11,12",6,12,No,0.8,N/A,0.06,0.08,0.33,0.57,0.9,0.01,0.96,0.11,0.9,Approaching Target,0.92,Meeting Target,0.82,Approaching Target,0.81,Meeting Target,0.81,Meeting Target,0.91,Meeting Target,Meeting Target,2.57,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,1,0,0,0,0,3,56,11,0,0,7,0,0,0,0,9,43,3,0,0,2,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,56,7,0,0,4,0,0,0,0,5,56,4,0,0,2,0,0,0,0,4
,,,THE FAMILY SCHOOL,3.21E+11,09X443,9,40.832033,-73.917519,"1116 SHERIDAN AVE BRONX, NY 10456",BRONX,10456,"0K,01,02,03,04,05",0K,5,No,0.9,27970.3,0.32,0.04,0.28,0.66,0.94,0.01,0.92,0.31,0.95,Meeting Target,0.93,Meeting Target,0.9,Meeting Target,0.82,Meeting Target,0.83,Meeting Target,0.94,Meeting Target,Meeting Target,2.24,2.22,82,0,0,0,0,0,0,0,0,0,85,2,0,0,2,0,0,0,0,2,70,2,0,0,1,0,0,0,0,0,75,10,0,1,6,0,0,0,1,0,78,1,0,0,1,0,0,0,0,1,82,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,GRANT AVENUE ELEMENTARY SCHOOL,3.21E+11,09X449,9,40.828111,-73.917661,"250 E 164TH ST BRONX, NY 10456",BRONX,10456,"0K,01,02,03,04,05",0K,5,No,0.88,26370.44,0.22,0.05,0.3,0.62,0.92,0.01,0.93,0.24,0.93,Meeting Target,0.9,Exceeding Target,0.88,Meeting Target,0.89,Exceeding Target,0.9,Exceeding Target,0.94,Exceeding Target,Approaching Target,2.1,2.22,64,1,0,0,1,0,0,0,0,0,69,4,0,0,3,0,0,0,0,0,62,3,0,1,1,0,0,0,0,0,63,3,0,1,1,0,0,0,0,0,60,2,0,0,1,0,0,0,0,0,62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,3.21E+11,09X454,9,40.828111,-73.917661,"250 E 164TH ST BRONX, NY 10456",BRONX,10456,"06,07,08",6,8,No,0.86,N/A,0.2,0.02,0.26,0.7,0.96,0.01,0.92,0.29,0.96,Meeting Target,0.98,Exceeding Target,0.95,Exceeding Target,0.98,Exceeding Target,0.84,Meeting Target,0.98,Exceeding Target,Exceeding Target,2.58,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,7,0,0,3,0,0,0,0,7,130,22,0,0,16,0,0,0,0,22,142,9,0,1,6,0,0,0,0,7,148,13,0,2,8,0,0,0,0,10,131,14,0,0,9,0,0,0,0,13,137,19,0,7,12,0,0,0,0,18
,,,SHERIDAN ACADEMY FOR YOUNG LEADERS,3.21E+11,09X457,9,40.832033,-73.917519,"1116 SHERIDAN AVE BRONX, NY 10456",BRONX,10456,"0K,01,02,03,04,05",0K,5,No,0.91,30300.35,0.19,0.01,0.3,0.67,0.97,0.01,0.91,0.38,0.9,Meeting Target,0.92,Meeting Target,0.84,Meeting Target,0.81,Meeting Target,0.87,Meeting Target,0.92,Meeting Target,Meeting Target,2.14,2.35,102,0,0,0,0,0,0,0,0,0,103,9,0,0,6,0,0,0,0,9,91,2,0,0,2,0,0,0,0,2,93,9,0,3,6,0,0,0,0,9,89,3,0,1,2,0,0,0,0,3,89,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",3.21E+11,09X505,9,40.827572,-73.918927,"244 E 163RD ST BRONX, NY 10451",BRONX,10451,"07,08,09,10,11,12",7,12,No,0.8,N/A,0.06,0.01,0.24,0.71,0.96,0.01,0.95,0.14,0.82,Meeting Target,0.8,Meeting Target,0.8,Meeting Target,0.76,Approaching Target,0.71,Approaching Target,0.85,Approaching Target,Exceeding Target,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,3,0,0,3,0,0,0,1,3,84,6,0,0,5,0,0,0,0,5,90,7,0,0,6,0,0,0,0,0,90,6,0,0,5,0,0,0,0,0,89,11,0,0,10,0,0,0,0,10,89,4,0,0,3,0,0,0,0,4
,,,MOUNT EDEN CHILDREN'S ACADEMY,3.21E+11,09X555,9,40.842811,-73.916384,"1501 JEROME AVE BRONX, NY 10452",BRONX,10452,"0K,01,02,03,04,05",0K,5,No,0.83,28339.16,0.22,0,0.22,0.78,0.99,0.01,0.96,0.09,0.96,N/A,0.97,N/A,0.99,N/A,0.95,N/A,0.91,N/A,0.99,N/A,N/A,N/A,N/A,57,2,0,0,2,0,0,0,0,0,58,7,0,2,5,0,0,0,0,0,59,2,0,0,2,0,0,0,0,0,59,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,3.21E+11,09X568,9,40.848521,-73.908447,"1865 MORRIS AVE BRONX, NY 10453",BRONX,10453,"06,07,08,09,10,11,12",6,12,No,0.82,N/A,0.05,0.02,0.39,0.58,0.97,0.01,0.94,0.17,0.94,Exceeding Target,0.98,Exceeding Target,0.86,Meeting Target,0.98,Exceeding Target,0.84,Meeting Target,0.94,Exceeding Target,Exceeding Target,2.68,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,10,0,0,2,0,0,0,0,9,76,12,0,0,3,0,0,0,0,11,66,7,0,0,5,0,0,0,0,5,66,3,0,0,2,0,0,0,0,3,74,5,0,0,2,0,0,0,0,5,74,12,0,0,5,0,0,0,0,11
,,,P.S. 3 RAUL JULIA MICRO SOCIETY,3.21E+11,10X003,10,40.850163,-73.891656,"2100 LAFONTAINE AVE BRONX, NY 10457",BRONX,10457,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.86,25544.48,0.1,0.02,0.29,0.68,0.97,0,0.91,0.37,0.97,Meeting Target,0.9,Meeting Target,0.87,Meeting Target,0.83,Meeting Target,0.83,Meeting Target,0.91,Meeting Target,Meeting Target,2.35,2.54,30,1,0,0,0,0,0,0,0,0,30,4,0,0,2,0,0,0,0,0,25,1,0,0,1,0,0,0,0,0,25,4,0,2,2,0,0,0,0,0,20,2,0,1,1,0,0,0,0,2,20,1,0,1,0,0,0,0,0,1,36,3,0,0,0,0,0,0,0,0,36,3,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,1,0,0,1,0,0,0,0,0,40,3,0,0,2,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0
,,,MILTON FEIN SCHOOL,3.21E+11,10X007,10,40.881668,-73.905862,"3201 KINGSBRIDGE AVE BRONX, NY 10463",BRONX,10463,"0K,01,02,03,04,05",0K,5,No,0.75,41223.11,0.2,0.05,0.06,0.79,0.85,0.09,0.96,0.05,0.97,Exceeding Target,0.97,Exceeding Target,0.98,Exceeding Target,0.92,Exceeding Target,0.88,Meeting Target,0.99,Exceeding Target,Meeting Target,2.63,2.97,160,24,0,3,14,0,3,0,0,16,162,51,0,6,35,0,5,0,1,38,153,49,0,8,25,0,7,0,0,37,158,57,0,9,32,0,8,0,1,43,150,27,0,7,13,0,3,0,0,21,156,33,0,6,13,0,6,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 008 ISAAC VARIAN,3.21E+11,10X008,10,40.872553,-73.883365,"3010 BRIGGS AVE BRONX, NY 10458",BRONX,10458,"0K,01,02,03,04,05",0K,5,No,0.8,33601.34,0.25,0.05,0.11,0.77,0.88,0.07,0.93,0.29,0.89,Meeting Target,0.9,Exceeding Target,0.93,Meeting Target,0.8,Meeting Target,0.79,Approaching Target,0.92,Meeting Target,Exceeding Target,2.43,2.64,173,4,0,1,2,0,0,0,0,3,177,20,0,1,15,0,2,0,1,18,195,13,0,0,10,0,1,0,0,12,196,23,0,2,13,4,0,0,2,23,132,7,0,0,4,2,1,0,0,7,134,12,0,1,6,2,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,3.21E+11,10X009,10,40.856803,-73.898907,"230 E 183RD ST BRONX, NY 10458",BRONX,10458,"PK,0K,01,02,03,04,05",PK,5,No,0.92,26516.8,0.27,0.01,0.16,0.8,0.96,0.01,0.9,0.4,0.91,Meeting Target,0.87,Meeting Target,0.88,Approaching Target,0.71,Approaching Target,0.83,Approaching Target,0.88,Meeting Target,Meeting Target,2.16,2.39,133,5,0,3,2,0,0,0,0,4,132,13,0,3,9,0,0,0,0,11,134,8,0,0,7,0,0,0,0,7,136,11,0,0,7,0,0,0,0,10,118,3,0,0,3,0,0,0,0,3,120,4,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,3.21E+11,10X015,10,40.859165,-73.909733,"2195 ANDREWS AVE BRONX, NY 10453",BRONX,10453,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.85,28779.66,0.07,0.01,0.13,0.85,0.98,0,0.95,0.16,0.86,Approaching Target,0.86,Meeting Target,0.85,Meeting Target,0.79,Meeting Target,0.84,Meeting Target,0.91,Meeting Target,Exceeding Target,2.57,2.84,54,1,0,0,1,0,0,0,0,1,54,7,0,0,6,0,0,0,0,5,53,7,0,0,7,0,0,0,0,3,53,11,0,2,9,0,0,0,0,5,48,5,0,1,4,0,0,0,0,4,48,12,0,1,11,0,0,0,0,6,62,5,0,0,4,0,0,0,0,2,62,12,0,0,10,0,0,0,0,6,62,9,0,0,9,0,0,0,0,5,62,5,0,0,5,0,0,0,0,2,52,8,0,1,7,0,0,0,0,5,52,15,0,2,13,0,0,0,0,10
