Date,Team,Time,Opponent,Rank,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day
11/5/2016,Arkansas,2:30 PM,No. 10 Florida,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",CBS,W 31–10,74432,5,3,72000,1.033777778,FALSE,FALSE,0,0,0,70,47,10,SEC,2016,11,5
11/12/2016,Arkansas,6:00 PM,No. 19 LSU,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR (rivalry)",ESPN,L 10–38,75156,6,3,72000,1.043833333,FALSE,FALSE,0,0,0,62,38,19,SEC,2016,11,12
8/31/2017,Arkansas,7:00 PM,Florida A&M*,NR,"War Memorial StadiumLittle Rock, AR",SECN,W 49–7,36055,0,0,53727,0.671077857,FALSE,FALSE,0,0,0,85,63,NR,SEC,2017,8,31
9/9/2017,Arkansas,2:30 PM,No. 23 TCU*,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",CBS,L 7–28,73668,1,0,72000,1.023166667,FALSE,FALSE,0,0,0,85,54,23,SEC,2017,9,9
9/30/2017,Arkansas,11:00 AM,New Mexico State*,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",SECN,W 42–24,70727,1,2,72000,0.982319444,FALSE,FALSE,0,0,0,82,50,NR,SEC,2017,9,30
10/21/2017,Arkansas,6:30 PM,No. 21 Auburn,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",SECN,L 20–52,71961,2,4,72000,0.999458333,FALSE,FALSE,0.86,0,0,78,58,21,SEC,2017,10,21
11/4/2017,Arkansas,3:00 PM,Coastal Carolina*,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",SECN,W 39–38,61476,3,5,72000,0.853833333,FALSE,FALSE,0,0,0,78,56,NR,SEC,2017,11,4
11/18/2017,Arkansas,11:00 AM,No. 17 Mississippi State,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",CBS,L 21–28,64153,4,6,72000,0.891013889,FALSE,FALSE,0.03,0,0,70,39,17,SEC,2017,11,18
9/1/2018,Arkansas,3:00 PM,Eastern Illinois*,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",SECN,W 55–20,63342,0,0,76212,0.831128956,TRUE,FALSE,0,0,0,90,71,NR,SEC,2018,9,1
9/15/2018,Arkansas,3:00 PM,North Texas*,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",SECN,L 17–44,62355,1,1,76212,0.81817824,TRUE,FALSE,0,0,0,92,64,NR,SEC,2018,9,15
10/6/2018,Arkansas,11:00 AM,No. 1 Alabama,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",ESPN,L 31–65,64974,1,4,76212,0.852542907,TRUE,FALSE,0.16,0,0,84,66,1,SEC,2018,10,6
10/20/2018,Arkansas,11:00 AM,Tulsa*,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",SECN,W 23–0,56691,1,6,76212,0.743859235,TRUE,FALSE,0,0,0,70,45,NR,SEC,2018,10,20
10/27/2018,Arkansas,11:00 AM,Vanderbilt,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR",SECN,L 31–45,56251,2,6,76212,0.738085866,TRUE,FALSE,0,0,0,74,41,NR,SEC,2018,10,27
11/10/2018,Arkansas,6:30 PM,No. 7 LSU,NR,"Donald W. Reynolds Razorback StadiumFayetteville, AR (Battle for the Golden Boot)",SECN,L 17–24,64135,2,7,76212,0.841534142,TRUE,FALSE,0,0,0,49,18,7,SEC,2018,11,10
9/16/2000,Baylor,11:30 AM,Minnesota*,NR,"Floyd Casey StadiumWaco, Texas",FSN,L 9–34,20125,1,0,50000,0.4025,FALSE,FALSE,0,0,0,89,60,NR,Big-12,2000,9,16
9/23/2000,Baylor,6:00 PM,South Florida*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 28–13,21157,1,1,50000,0.42314,FALSE,FALSE,0,0,0,99,81,NR,Big-12,2000,9,23
9/30/2000,Baylor,6:00 PM,Iowa State,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 17–31,31126,2,1,50000,0.62252,FALSE,FALSE,0,0,0,87,50,NR,Big-12,2000,9,30
10/14/2000,Baylor,11:30 AM,Texas A&M,NR,"Floyd Casey StadiumWaco, Texas (Battle of the Brazos)",FSN,L 0–24,40076,2,3,50000,0.80152,FALSE,FALSE,0,0,0,83,63,NR,Big-12,2000,10,14
11/4/2000,Baylor,1:00 PM,No. 1 Oklahoma,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 7–56,31106,2,6,50000,0.62212,FALSE,FALSE,0.02,0,0,67,64,1,Big-12,2000,11,4
11/11/2000,Baylor,1:00 PM,Missouri,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 22–47,29872,2,7,50000,0.59744,FALSE,FALSE,0,0,0,56,42,NR,Big-12,2000,11,11
9/8/2001,Baylor,6:00 PM,Arkansas State*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 24–3,28953,0,0,50000,0.57906,FALSE,FALSE,0,0,0,93,74,NR,Big-12,2001,9,8
9/22/2001,Baylor,6:00 PM,New Mexico*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 16–13 OT,38396,1,0,50000,0.76792,FALSE,FALSE,0,0,0,84,67,NR,Big-12,2001,9,22
10/13/2001,Baylor,1:00 PM,No. 4 Nebraska,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 7–48,38102,2,2,50000,0.76204,FALSE,FALSE,0.86,0,0,67,49,4,Big-12,2001,10,13
10/27/2001,Baylor,2:00 PM,Texas Tech,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 19–63,39110,2,4,50000,0.7822,FALSE,FALSE,0,0,0,74,49,NR,Big-12,2001,10,27
11/3/2001,Baylor,11:30 AM,No. 5 Texas,NR,"Floyd Casey StadiumWaco, Texas",FSN,L 10–49,41451,2,5,50000,0.82902,FALSE,FALSE,0,0,0,83,57,5,Big-12,2001,11,3
11/17/2001,Baylor,1:00 PM,Oklahoma State,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 22–38,21873,2,7,50000,0.43746,FALSE,FALSE,0,0,0,73,57,NR,Big-12,2001,11,17
11/24/2001,Baylor,12:00 PM,Southern Illinois*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 56–12,7321,2,8,50000,0.14642,FALSE,FALSE,0,0,0,71,46,NR,Big-12,2001,11,24
9/7/2002,Baylor,6:00 PM,Samford*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 50–12,28375,0,1,50000,0.5675,FALSE,FALSE,0.41,0,0,89,74,NR,Big-12,2002,9,7
9/21/2002,Baylor,6:00 PM,Tulsa*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 37–25,30337,1,2,50000,0.60674,FALSE,FALSE,0,0,0,89,56,NR,Big-12,2002,9,21
10/5/2002,Baylor,1:00 PM,Kansas,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 35–32,22103,2,2,50000,0.44206,FALSE,FALSE,0,0,0,90,61,NR,Big-12,2002,10,5
10/12/2002,Baylor,11:30 AM,Texas A&M,NR,"Floyd Casey StadiumWaco, Texas (Battle of the Brazos)",FSN,L 0–41,38673,3,2,50000,0.77346,FALSE,FALSE,1.06,0,0,85,63,NR,Big-12,2002,10,12
10/26/2002,Baylor,2:00 PM,No. 20 Kansas State,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 10–44,20247,3,4,50000,0.40494,FALSE,FALSE,0.05,0,0,60,52,20,Big-12,2002,10,26
11/16/2002,Baylor,1:00 PM,No. 4 Oklahoma,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 9–49,28375,3,7,50000,0.5675,FALSE,FALSE,0,0,0,61,41,4,Big-12,2002,11,16
8/30/2003,Baylor,6:00 PM,UAB*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 19–24,28732,0,0,50000,0.57464,FALSE,FALSE,0,0,0,97,77,NR,Big-12,2003,8,30
9/13/2003,Baylor,6:00 PM,SMU*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 10–7,30256,0,2,50000,0.60512,FALSE,FALSE,0,0,0,89,62,NR,Big-12,2003,9,13
9/20/2003,Baylor,6:00 PM,Sam Houston State*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 27–6,27842,1,2,50000,0.55684,FALSE,FALSE,0,0,0,83,61,NR,Big-12,2003,9,20
10/4/2003,Baylor,11:30 AM,Colorado,NR,"Floyd Casey StadiumWaco, Texas",FSN,W 42–30,23147,2,2,50000,0.46294,FALSE,FALSE,0,0,0,85,53,NR,Big-12,2003,10,4
10/25/2003,Baylor,6:00 PM,No. 18 Texas,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 0–56,42118,3,4,50000,0.84236,FALSE,FALSE,0,0,0,80,57,18,Big-12,2003,10,25
11/8/2003,Baylor,2:00 PM,Texas Tech,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 14–62,33102,3,6,50000,0.66204,FALSE,FALSE,0.05,0,0,55,46,NR,Big-12,2003,11,8
11/22/2003,Baylor,11:30 AM,No. 24 Oklahoma State,NR,"Floyd Casey StadiumWaco, Texas",FSN,L 21–38,23763,3,8,50000,0.47526,FALSE,FALSE,0,0,0,80,59,24,Big-12,2003,11,22
9/10/2004,Baylor,6:00 PM,Texas State*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 24–17,28533,0,1,50000,0.57066,FALSE,FALSE,0,0,0,92,59,NR,Big-12,2004,9,10
9/25/2004,Baylor,6:00 PM,North Texas*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 37–14,33619,1,1,50000,0.67238,FALSE,FALSE,0.01,0,0,83,67,NR,Big-12,2004,9,25
10/9/2004,Baylor,9:00 PM,Missouri,NR,"Floyd Casey StadiumWaco, Texas",FSN,L 10–30,22652,2,2,50000,0.45304,FALSE,FALSE,0.12,0,0,76,63,NR,Big-12,2004,10,9
10/23/2004,Baylor,2:00 PM,Iowa State,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 25–26,25249,2,4,50000,0.50498,FALSE,FALSE,0.12,0,0,81,62,NR,Big-12,2004,10,23
10/30/2004,Baylor,6:00 PM,No. 16 Texas A&M,NR,"Floyd Casey StadiumWaco, Texas (Battle of the Brazos)",Not on TV,W 35–34 OT,41283,2,5,50000,0.82566,FALSE,FALSE,0.01,0,0,83,72,16,Big-12,2004,10,30
11/20/2004,Baylor,11:00 AM,No. 2 Oklahoma,NR,"Floyd Casey StadiumWaco, Texas",FSN,L 0–35,32182,3,7,50000,0.64364,FALSE,FALSE,0.12,0,0,73,55,2,Big-12,2004,11,20
9/10/2005,Baylor,6:00 PM,Samford*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 48–24,36575,1,0,50000,0.7315,FALSE,FALSE,0.11,0,0,91,69,NR,Big-12,2005,9,10
10/15/2005,Baylor,1:00 PM,Nebraska,NR,"Floyd Casey StadiumWaco, TX",PPV,L 14–23,40857,4,1,50000,0.81714,FALSE,FALSE,0,0,0,86,52,NR,Big-12,2005,10,15
10/29/2005,Baylor,11:30 AM,No. 16 Texas Tech,NR,"Floyd Casey StadiumWaco, TX",FSN,L 0–28,43525,4,3,50000,0.8705,FALSE,FALSE,0,0,0,74,49,16,Big-12,2005,10,29
11/5/2005,Baylor,6:00 PM,No. 2 Texas,NR,"Floyd Casey StadiumWaco, TX",FSN,L 0–62,44783,4,4,50000,0.89566,FALSE,FALSE,0,0,0,88,64,2,Big-12,2005,11,5
11/19/2005,Baylor,1:00 PM,Oklahoma State,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 44–34,28753,4,6,50000,0.57506,FALSE,FALSE,0,0,0,68,48,NR,Big-12,2005,11,19
9/3/2006,Baylor,4:30 PM,No. 22 TCU*,NR,"Floyd Casey StadiumWaco, Texas",FSN,L 7–17,42733,0,0,50000,0.85466,FALSE,FALSE,0,0,0,91,76,22,Big-12,2006,9,3
9/9/2006,Baylor,6:00 PM,Northwestern State*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 47–10,31125,0,1,50000,0.6225,FALSE,FALSE,0,0,0,91,72,NR,Big-12,2006,9,9
9/23/2006,Baylor,6:00 PM,Army*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 20–27 OT,36218,1,2,50000,0.72436,FALSE,FALSE,0.06,0,0,98,72,NR,Big-12,2006,9,23
9/30/2006,Baylor,6:00 PM,Kansas State,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 17–3,30752,1,3,50000,0.61504,FALSE,FALSE,0,0,0,95,69,NR,Big-12,2006,9,30
10/21/2006,Baylor,2:00 PM,Kansas,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 36–35,36125,3,4,50000,0.7225,FALSE,FALSE,0,0,0,85,50,NR,Big-12,2006,10,21
10/28/2006,Baylor,6:00 PM,No. 23 Texas A&M,NR,"Floyd Casey StadiumWaco, Texas (Battle of the Brazos)",Not on TV,L 21–31,51385,4,4,50000,1.0277,FALSE,FALSE,0,0,0,79,42,23,Big-12,2006,10,28
11/18/2006,Baylor,11:00 AM,No. 16 Oklahoma,NR,"Floyd Casey StadiumWaco, Texas",FSN,L 10–36,31221,4,7,50000,0.62442,FALSE,FALSE,0,0,0,73,33,16,Big-12,2006,11,18
9/8/2007,Baylor,6:00 PM,Rice*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 42–17,29107,0,1,50000,0.58214,FALSE,FALSE,0,0,0,94,75,NR,Big-12,2007,9,8
9/15/2007,Baylor,6:00 PM,Texas State*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 34–27,36274,1,1,50000,0.72548,FALSE,FALSE,0,0,0,92,70,NR,Big-12,2007,9,15
10/6/2007,Baylor,6:00 PM,Colorado,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 23–43,32376,3,2,50000,0.64752,FALSE,FALSE,0,0,0,92,74,NR,Big-12,2007,10,6
10/20/2007,Baylor,11:30 AM,No. 19 Texas,NR,"Floyd Casey StadiumWaco, Texas",Versus,L 10–31,41355,3,4,50000,0.8271,FALSE,FALSE,0,0,0,89,53,19,Big-12,2007,10,20
11/3/2007,Baylor,2:00 PM,Texas Tech,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 7–38,39015,3,6,50000,0.7803,FALSE,FALSE,0,0,0,78,54,NR,Big-12,2007,11,3
11/17/2007,Baylor,6:00 PM,Oklahoma State,NR,"Floyd Casey StadiumWaco, Texas",FSN,L 14–45,28159,3,8,50000,0.56318,FALSE,FALSE,0,0,0,78,56,NR,Big-12,2007,11,17
8/30/2008,Baylor,7:00 PM,No. 23 Wake Forest*,NR,"Floyd Casey StadiumWaco, Texas",FSN,L 13–41,30633,0,0,50000,0.61266,TRUE,FALSE,0.01,0,0,95,71,23,Big-12,2008,8,30
9/6/2008,Baylor,6:00 PM,Northwestern State*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 51–6,36258,0,1,50000,0.72516,TRUE,FALSE,0,0,0,91,63,NR,Big-12,2008,9,6
9/12/2008,Baylor,7:30 PM,Washington State*,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,W 45–17,25595,1,1,50000,0.5119,TRUE,FALSE,0,0,0,92,71,NR,Big-12,2008,9,12
10/4/2008,Baylor,11:30 AM,No. 1 Oklahoma,NR,"Floyd Casey StadiumWaco, Texas",FSN,L 14–49,37145,2,2,50000,0.7429,TRUE,FALSE,0,0,0,90,69,1,Big-12,2008,10,4
10/11/2008,Baylor,6:00 PM,Iowa State,NR,"Floyd Casey StadiumWaco, Texas",FCS,W 38–10,30528,2,3,50000,0.61056,TRUE,FALSE,0,0,0,86,62,NR,Big-12,2008,10,11
11/1/2008,Baylor,3:00 PM,No. 14 Missouri,NR,"Floyd Casey StadiumWaco, Texas",Not on TV,L 28–31,35142,3,5,50000,0.70284,TRUE,FALSE,0,0,0,83,59,14,Big-12,2008,11,1
11/15/2008,Baylor,3:05 PM,Texas A&M,NR,"Floyd Casey StadiumWaco, Texas (Battle of the Brazos)",Not on TV,W 41–21,43549,3,7,50000,0.87098,TRUE,FALSE,0,0,0,57,32,NR,Big-12,2008,11,15
9/19/2009,Baylor,4:00 PM,Connecticut*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,L 22–30,40147,1,0,50000,0.80294,FALSE,FALSE,0,0,0,87,68,NR,Big-12,2009,9,19
9/26/2009,Baylor,6:00 PM,Northwestern State*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 68–13,36452,1,1,50000,0.72904,FALSE,FALSE,0,0,0,88,61,NR,Big-12,2009,9,26
10/3/2009,Baylor,6:00 PM,Kent State*,NR,"Floyd Casey StadiumWaco, TX",FSN,W 31–15,27047,2,1,50000,0.54094,FALSE,FALSE,1.06,0,0,77,56,NR,Big-12,2009,10,3
10/24/2009,Baylor,11:30 AM,No. 12 Oklahoma State,NR,"Floyd Casey StadiumWaco, TX",Versus,L 7–34,38117,3,3,50000,0.76234,FALSE,FALSE,0,0,0,75,43,12,Big-12,2009,10,24
10/31/2009,Baylor,11:30 AM,Nebraska,NR,"Floyd Casey StadiumWaco, TX",Versus,L 10–20,31702,3,4,50000,0.63404,FALSE,FALSE,0,0,0,74,40,NR,Big-12,2009,10,31
11/14/2009,Baylor,11:00 AM,No. 3 Texas,NR,"Floyd Casey StadiumWaco, TX",FSN,L 13–47,44372,4,5,50000,0.88744,FALSE,FALSE,0,0,0,79,60,3,Big-12,2009,11,14
9/4/2010,Baylor,6:00 PM,Sam Houston State*,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 34–3,42821,0,0,50000,0.85642,FALSE,FALSE,0,0,0,91,66,NR,Big-12,2010,9,4
9/11/2010,Baylor,6:00 PM,Buffalo*,NR,"Floyd Casey StadiumWaco, TX",FCS,W 34–6,40853,1,0,50000,0.81706,FALSE,FALSE,0,0,0,96,77,NR,Big-12,2010,9,11
10/2/2010,Baylor,11:00 AM,Kansas,NR,"Floyd Casey StadiumWaco, TX",FSN,W 55–7,35405,3,1,50000,0.7081,FALSE,FALSE,0,0,0,86,54,NR,Big-12,2010,10,2
10/23/2010,Baylor,2:30 PM,Kansas State,NR,"Floyd Casey StadiumWaco, TX",Not on TV,W 47–42,40057,5,2,50000,0.80114,FALSE,FALSE,0.99,0,0,82,62,NR,Big-12,2010,10,23
11/13/2010,Baylor,6:00 PM,No. 23 Texas A&M,NR,"Floyd Casey StadiumWaco, TX",FSN,L 30–42,45089,7,3,50000,0.90178,FALSE,FALSE,0,0,0,62,38,23,Big-12,2010,11,13
11/20/2010,Baylor,7:00 PM,No. 16 Oklahoma,NR,"Floyd Casey StadiumWaco, TX",ESPN2,L 24–53,36034,7,4,50000,0.72068,FALSE,FALSE,0,0,0,75,49,16,Big-12,2010,11,20
9/2/2011,Baylor,7:00 PM,No. 14 TCU*,NR,"Floyd Casey StadiumWaco, Texas",ESPN,W 50–48,43753,0,0,50000,0.87506,FALSE,FALSE,0,0,0,103,80,14,Big-12,2011,9,2
9/17/2011,Baylor,6:00 PM,No. 19 (FCS) Stephen F. Austin*,19,"Floyd Casey StadiumWaco, Texas",Not on TV,W 48–0A,43090,1,0,50000,0.8618,FALSE,FALSE,0.34,0,0,94,70,1,Big-12,2011,9,17
9/24/2011,Baylor,6:00 PM,Rice*,17,"Floyd Casey StadiumWaco, Texas",FSN,W 56–31,40088,2,0,50000,0.80176,FALSE,FALSE,0,0,0,98,54,NR,Big-12,2011,9,24
10/8/2011,Baylor,6:00 PM,Iowa State,25,"Floyd Casey StadiumWaco, Texas",FSN,W 49–26,41625,3,1,50000,0.8325,FALSE,FALSE,0,0,0,91,73,NR,Big-12,2011,10,8
11/5/2011,Baylor,6:00 PM,Missouri,NR,"Floyd Casey StadiumWaco, Texas",FSN,W 42–39,40194,4,3,50000,0.80388,FALSE,FALSE,0,0,0,76,38,NR,Big-12,2011,11,5
11/19/2011,Baylor,7:00 PM,No. 5 Oklahoma,25,"Floyd Casey StadiumWaco, Texas",ABC/ESPN3,W 45–38,40281,6,3,50000,0.80562,FALSE,FALSE,0,0,0,81,64,5,Big-12,2011,11,19
12/3/2011,Baylor,2:30 PM,No. 22 Texas,19,"Floyd Casey StadiumWaco, Texas",ABC,W 48–24,46543,8,3,50000,0.93086,FALSE,FALSE,0.33,0,0,69,53,22,Big-12,2011,12,3
9/2/2012,Baylor,5:30 PM,SMU*,NR,"Floyd Casey StadiumWaco, Texas",FSN,W 59–24,43514,0,0,50000,0.87028,FALSE,FALSE,0,0,0,100,76,NR,Big-12,2012,9,2
9/15/2012,Baylor,6:00 PM,No. 2 (FCS) Sam Houston State*,NR,"Floyd Casey StadiumWaco, Texas",FCS Central,W 48–23,44856,1,0,50000,0.89712,FALSE,FALSE,0,0,0,81,64,NR,Big-12,2012,9,15
10/13/2012,Baylor,6:00 PM,TCU,NR,"Floyd Casey StadiumWaco, Texas (rivalry)",FSN,L 21–49,42524,3,1,50000,0.85048,FALSE,FALSE,0.06,0,0,85,72,NR,Big-12,2012,10,13
11/3/2012,Baylor,2:30 PM,Kansas,NR,"Floyd Casey StadiumWaco, Texas",FSN,W 41–14,39039,3,4,50000,0.78078,FALSE,FALSE,0,0,0,84,57,NR,Big-12,2012,11,3
11/17/2012,Baylor,7:00 PM,No. 1 Kansas State,NR,"Floyd Casey StadiumWaco, Texas",ESPN,W 52–24,38029,4,5,50000,0.76058,FALSE,FALSE,0,0,0,67,28,1,Big-12,2012,11,17
12/1/2012,Baylor,11:00 AM,No. 23 Oklahoma State,NR,"Floyd Casey StadiumWaco, Texas",FX,W 41–34,39203,6,5,50000,0.78406,FALSE,FALSE,0,0,0,83,64,23,Big-12,2012,12,1
8/31/2013,Baylor,6:30 PM,No. 8 (FCS) Wofford*,NR,"Floyd Casey StadiumWaco, TX",FCS Central,W 69–3,44989,0,0,50000,0.89978,FALSE,FALSE,0,0,0,103,77,NR,Big-12,2013,8,31
9/7/2013,Baylor,2:30 PM,Buffalo*,23,"Floyd Casey StadiumWaco, TX",FSN,W 70–13,39126,1,0,50000,0.78252,FALSE,FALSE,0,0,0,99,74,NR,Big-12,2013,9,7
9/21/2013,Baylor,3:00 PM,Louisiana–Monroe*,20,"Floyd Casey StadiumWaco, TX",FS1,W 70–7,42967,2,0,50000,0.85934,FALSE,FALSE,0,0,0,85,62,NR,Big-12,2013,9,21
10/5/2013,Baylor,7:00 PM,West Virginia,17,"Floyd Casey StadiumWaco, TX",FS1,W 73–42,45467,3,0,50000,0.90934,FALSE,FALSE,0,0,0,81,56,NR,Big-12,2013,10,5
10/19/2013,Baylor,6:00 PM,Iowa State,12,"Floyd Casey StadiumWaco, TX",ESPNU,W 71–7,46825,5,0,50000,0.9365,FALSE,FALSE,0,0,0,65,42,NR,Big-12,2013,10,19
11/7/2013,Baylor,6:30 PM,No. 12 Oklahoma,5,"Floyd Casey StadiumWaco, TX",FS1,W 41–12,50537,7,0,50000,1.01074,FALSE,FALSE,0,0,0,64,39,12,Big-12,2013,11,7
12/7/2013,Baylor,2:30 PM,No. 23 Texas,9,"Floyd Casey StadiumWaco, TX",FOX,W 30–10,51728,10,1,50000,1.03456,FALSE,FALSE,0,0,0,27,23,23,Big-12,2013,12,7
8/31/2014,Baylor,6:30 PM,SMU*,10,"McLane StadiumWaco, TX",FS1,W 45–0,45733,0,0,45140,1.013136907,FALSE,FALSE,0,0,0,97,75,NR,Big-12,2014,8,31
9/6/2014,Baylor,6:30 PM,Northwestern State*,10,"McLane StadiumWaco, TX",FSN,W 70–6,45034,1,0,45140,0.99765175,FALSE,FALSE,0.83,0,0,97,73,NR,Big-12,2014,9,6
10/11/2014,Baylor,2:30 PM,No. 9 TCU,5,"McLane StadiumWaco, TX (rivalry)",ABC/ESPN2,W 61–58,46803,5,0,45140,1.036840939,FALSE,FALSE,1.67,0,0,68,58,9,Big-12,2014,10,11
11/1/2014,Baylor,3:00 PM,Kansas,12,"McLane StadiumWaco, TX",FS1,W 60–14,47574,6,1,45140,1.053921134,FALSE,FALSE,0,0,0,64,36,NR,Big-12,2014,11,1
11/22/2014,Baylor,6:30 PM,Oklahoma State,6,"McLane StadiumWaco, TX",FOX,W 49–28,47179,8,1,45140,1.04517058,FALSE,FALSE,0.83,0,0,68,57,NR,Big-12,2014,11,22
12/6/2014,Baylor,6:45 PM,No. 9 Kansas State,5,"McLane StadiumWaco, TX (College GameDay)",ESPN,W 38–27,47934,10,1,45140,1.061896323,FALSE,FALSE,0,0,0,69,49,9,Big-12,2014,12,6
9/12/2015,Baylor,6:30 PM,Lamar*,4,"McLane StadiumWaco, TX",FSN,W 66–31,44491,1,0,45140,0.985622508,FALSE,FALSE,0,0,0,89,66,NR,Big-12,2015,9,12
9/26/2015,Baylor,2:00 PM,Rice*,5,"McLane StadiumWaco, TX",FSN,W 70–17,43619,2,0,45140,0.966304829,FALSE,FALSE,0,0,0,95,64,NR,Big-12,2015,9,26
10/17/2015,Baylor,11:00 AM,West Virginia,2,"McLane StadiumWaco, TX",FOX,W 62–38,45370,5,0,45140,1.005095259,FALSE,FALSE,0,0,0,85,54,NR,Big-12,2015,10,17
10/24/2015,Baylor,11:00 AM,Iowa State,2,"McLane StadiumWaco, TX",ESPN,W 45–27,45512,6,0,45140,1.008241028,FALSE,FALSE,3.17,0,0,68,58,NR,Big-12,2015,10,24
11/14/2015,Baylor,7:00 PM,No. 12 Oklahoma,4,"McLane StadiumWaco, TX (College GameDay)",ABC,L 34–44,49875,8,0,45140,1.104895879,FALSE,FALSE,0.11,0,0,62,48,12,Big-12,2015,11,14
12/5/2015,Baylor,11:00 AM,Texas,12,"McLane StadiumWaco, TX",ESPN,L 17–23,48093,9,2,45140,1.065418697,FALSE,FALSE,0,0,0,61,33,NR,Big-12,2015,12,5
9/2/2016,Baylor,6:30 PM,Northwestern State*,23,"McLane StadiumWaco, Texas",FSN,W 55–7,44849,0,0,45140,0.993553389,FALSE,FALSE,0,0,0,88,71,NR,Big-12,2016,9,2
9/10/2016,Baylor,2:30 PM,SMU*,23,"McLane StadiumWaco, Texas",FS1,W 40–13,45499,1,0,45140,1.007953035,FALSE,FALSE,0.02,0,0,87,69,NR,Big-12,2016,9,10
9/24/2016,Baylor,6:30 PM,Oklahoma State,16,"McLane StadiumWaco, Texas",FOX,W 35–24,45373,3,0,45140,1.005161719,FALSE,FALSE,0,0,0,95,75,NR,Big-12,2016,9,24
10/15/2016,Baylor,2:30 PM,Kansas,11,"McLane StadiumWaco, Texas",FS1,W 49–7,47598,5,0,45140,1.054452813,FALSE,FALSE,0,0,0,90,71,NR,Big-12,2016,10,15
11/5/2016,Baylor,2:30 PM,TCU,13,"McLane StadiumWaco, Texas (rivalry)",FOX,L 22–62,48129,6,1,45140,1.066216216,FALSE,FALSE,0.63,0,0,69,59,NR,Big-12,2016,11,5
11/19/2016,Baylor,11:00 AM,Kansas State,NR,"McLane StadiumWaco, Texas",ESPN2,L 21–42,43581,6,3,45140,0.965463004,FALSE,FALSE,0,0,0,60,32,NR,Big-12,2016,11,19
9/2/2017,Baylor,6:00 PM,Liberty*,NR,"McLane StadiumWaco, TX",FS2,L 45–48,45784,0,0,45140,1.014266726,TRUE,FALSE,0,0,0,95,65,NR,Big-12,2017,9,2
9/9/2017,Baylor,6:00 PM,UTSA*,NR,"McLane StadiumWaco, TX",FSN,L 10–17,41923,0,1,45140,0.928732831,TRUE,FALSE,0,0,0,89,55,NR,Big-12,2017,9,9
