"**Includes all FBS teams with stats compiled from espn.com excluding Indiana University (2010-2020), Charlotte (2010-2014), Old Dominion (2019, 2012-10), UAB (2014-2015), UTSA (2010-2011), Appalachian (2010-2013), Coastal Carolina (2010-2016), Georgia Southern (2010-2013), Georgia State (2010-2012), South Alabama (2010-2011), Texas State (2010-2011), Liberty (2010-2017), New Mexico State (2020), UConn (2020), and UMass (2010-2011) since espn.com didn't have available stats for them during the time of this compilation.",,,,,,,,,,,,,,,,,,
UniversityName,Year,TeamID,CMP,ATT,YDS,CMPPercent,YPA,LNG,TD,INT,SACK,SYL,RTG,R_ATT,R_AVG,TOTAL_PLAYS,RUN_PERCENT,PASS_PERCENT
OldDominion,2020,OldDominion2020,207,379,"2,117",54.60,5.6,63,5,12,52,-285,99.6,431,2.7,810,53.21%,46.79%
OleMiss,2010,OleMiss2010,185,330,"2,307",56.10,7,70,17,14,14,-75,123.3,496,5,826,60.05%,39.95%
OleMiss,2011,OleMiss2011,155,313,"1,820",49.50,5.8,61,9,13,33,-259,99.5,460,3.4,773,59.51%,40.49%
OleMiss,2012,OleMiss2012,261,411,"3,249",63.50,7.9,77,24,18,34,-222,140.4,551,4.1,962,57.28%,42.72%
OleMiss,2013,OleMiss2013,310,490,"3,683",63.30,7.5,75,24,13,26,-169,137.3,528,4.7,1018,51.87%,48.13%
OleMiss,2014,OleMiss2014,258,428,"3,427",60.30,8,83,24,15,31,-171,139,476,4.2,904,52.65%,47.35%
OleMiss,2015,OleMiss2015,318,489,"4,351",65.00,8.9,73,35,14,19,-147,157.7,463,5.1,952,48.63%,51.37%
OleMiss,2016,OleMiss2016,289,483,"3,779",59.80,7.8,63,27,14,26,-153,138.2,422,4.2,905,46.63%,53.37%
OleMiss,2017,OleMiss2017,281,434,"3,941",64.70,9.1,77,28,13,32,-242,156.3,370,4.3,804,46.02%,53.98%
OleMiss,2018,OleMiss2018,282,441,"4,157",63.90,9.4,84,21,9,32,-196,154.8,419,4.7,860,48.72%,51.28%
OleMiss,2019,OleMiss2019,186,332,"2,328",56.00,7,57,11,6,21,-127,122.2,559,5.4,891,62.74%,37.26%
OleMiss,2020,OleMiss2020,238,335,"3,449",71.00,10,91,30,14,19,-101,176.2,462,4,797,57.97%,42.03%
Oregon,2010,Oregon2010,248,395,"3,178",62.80,8,84,31,9,10,-57,151.7,629,5.9,1024,61.43%,38.57%
Oregon,2011,Oregon2011,236,386,"3,130",61.10,8.1,69,39,7,14,-102,159,629,6.7,1015,61.97%,38.03%
Oregon,2012,Oregon2012,250,373,"2,888",67.00,7.7,55,35,9,19,-121,158.2,685,6,1058,64.74%,35.26%
Oregon,2013,Oregon2013,256,405,"3,789",63.20,9.4,75,32,6,18,-128,164.9,568,6.3,973,58.38%,41.62%
Oregon,2014,Oregon2014,326,474,"4,687",68.80,9.9,80,44,4,31,-165,180.8,644,5.5,1118,57.60%,42.40%
Oregon,2015,Oregon2015,236,375,"3,358",62.90,9,52,33,10,39,-236,161.9,618,5.9,993,62.24%,37.76%
Oregon,2016,Oregon2016,257,399,"3,183",64.40,8,77,28,6,29,-169,151.6,493,5.5,892,55.27%,44.73%
Oregon,2017,Oregon2017,203,311,"2,469",65.30,7.9,67,18,12,25,-164,143.3,628,5.2,939,66.88%,33.12%
Oregon,2018,Oregon2018,246,418,"3,222",58.90,7.7,83,29,8,22,-150,142.7,529,4.4,947,55.86%,44.14%
Oregon,2019,Oregon2019,298,446,"3,615",66.80,8.1,73,35,6,25,-175,158.1,510,4.8,956,53.35%,46.65%
Oregon,2020,Oregon2020,121,191,"1,723",63.40,9,71,15,6,11,-56,158.6,237,4,428,55.37%,44.63%
OregonState,2010,OregonState2010,221,375,"2,483",58.90,6.6,48,18,12,35,-235,124,384,3.7,759,50.59%,49.41%
OregonState,2011,OregonState2011,320,503,"3,441",63.60,6.8,69,16,19,27,-216,124,318,3.3,821,38.73%,61.27%
OregonState,2012,OregonState2012,315,504,"3,992",62.50,7.9,75,27,16,34,-271,140.4,442,3.7,946,46.72%,53.28%
OregonState,2013,OregonState2013,413,625,"4,844",66.10,7.8,59,38,16,25,-216,146.1,355,3.5,980,36.22%,63.78%
OregonState,2014,OregonState2014,290,472,"3,305",61.40,7,72,15,8,36,-301,127.4,376,3.8,848,44.34%,55.66%
OregonState,2015,OregonState2015,161,343,"1,909",46.90,5.6,74,10,11,19,-127,96.9,446,4.8,789,56.53%,43.47%
OregonState,2016,OregonState2016,193,353,"2,086",54.70,5.9,75,13,11,25,-155,110.2,442,5.2,795,55.60%,44.40%
OregonState,2017,OregonState2017,214,362,"2,355",59.10,6.5,48,11,12,18,-97,117.2,411,4,773,53.17%,46.83%
OregonState,2018,OregonState2018,259,430,"2,990",60.20,7,63,17,9,48,-367,127.5,485,3.8,915,53.01%,46.99%
OregonState,2019,OregonState2019,260,420,"3,061",61.90,7.3,75,30,4,25,-177,144.8,410,4.6,830,49.40%,50.60%
OregonState,2020,OregonState2020,134,233,"1,479",57.50,6,61,11,5,12,-82,119.2,258,5,491,52.55%,47.45%
PennState,2010,PennState2010,236,425,"2,986",55.50,7,80,19,17,11,-116,121.3,448,4.1,873,51.32%,48.68%
PennState,2011,PennState2011,181,376,"2,301",48.10,6.1,74,10,12,14,-112,101.9,515,4.2,891,57.80%,42.20%
PennState,2012,PennState2012,272,456,"3,283",59.60,7.2,53,24,5,21,-185,135.3,475,3.6,931,51.02%,48.98%
PennState,2013,PennState2013,241,409,"3,110",58.90,7.6,68,21,10,21,-126,134.9,501,4.2,910,55.05%,44.95%
PennState,2014,PennState2014,276,497,"3,034",55.50,6.1,79,13,15,44,-277,109.4,451,2.9,948,47.57%,52.43%
PennState,2015,PennState2015,215,404,"2,788",53.20,6.9,77,20,6,39,-230,124.6,425,4.1,829,51.27%,48.73%
PennState,2016,PennState2016,226,391,"3,650",57.80,9.3,80,29,8,24,-161,156.6,540,4.5,931,58.00%,42.00%
PennState,2017,PennState2017,301,458,"3,772",65.70,8.2,85,32,10,29,-163,153.6,451,4.9,909,49.61%,50.39%
PennState,2018,PennState2018,205,379,"2,835",54.10,7.5,95,21,8,31,-195,131,521,5.1,900,57.89%,42.11%
PennState,2019,PennState2019,217,369,"2,877",58.80,7.8,72,25,9,32,-179,141.8,516,4.8,885,58.31%,41.69%
PennState,2020,PennState2020,185,307,"2,304",60.30,7,75,17,9,28,-170,131.5,402,3,709,56.70%,43.30%
Pittsburgh,2010,Pittsburgh2010,230,360,"2,616",63.90,7.3,79,16,11,23,-174,133.5,470,4.6,830,56.63%,43.37%
Pittsburgh,2011,Pittsburgh2011,263,426,"2,727",61.70,6.4,66,12,14,64,-421,118.2,518,3.5,944,54.87%,45.13%
Pittsburgh,2012,Pittsburgh2012,258,395,"3,341",65.30,8.5,77,21,3,38,-287,152.4,489,3.5,884,55.32%,44.68%
Pittsburgh,2013,Pittsburgh2013,244,401,"3,074",60.80,7.7,69,21,9,43,-368,138,452,3.6,853,52.99%,47.01%
Pittsburgh,2014,Pittsburgh2014,188,308,"2,417",61.00,7.8,53,17,7,21,-148,140.6,610,5.3,918,66.45%,33.55%
Pittsburgh,2015,Pittsburgh2015,212,343,"2,478",61.80,7.2,55,21,9,29,-192,137.4,510,4.8,853,59.79%,40.21%
Pittsburgh,2016,Pittsburgh2016,189,324,"2,882",58.30,8.9,79,28,9,10,-75,156,542,5.4,866,62.59%,37.41%
Pittsburgh,2017,Pittsburgh2017,224,362,"2,612",61.90,7.2,74,12,8,31,-221,129,460,3.9,822,55.96%,44.04%
Pittsburgh,2018,Pittsburgh2018,182,316,"1,985",57.60,6.3,78,12,6,33,-243,119.1,571,5.6,887,64.37%,35.63%
Pittsburgh,2019,Pittsburgh2019,316,513,"3,402",61.60,6.6,96,17,10,29,-212,124.3,441,3.5,954,46.23%,53.77%
Pittsburgh,2020,Pittsburgh2020,245,425,"2,857",57.60,6,75,14,12,26,-191,113.3,389,3,814,47.79%,52.21%
Purdue,2010,Purdue2010,197,354,"1,809",55.70,5.1,76,13,17,18,-104,101.1,442,4.4,796,55.53%,44.47%
Purdue,2011,Purdue2011,233,391,"2,538",59.60,6.5,50,17,11,29,-144,122.8,535,4.4,926,57.78%,42.22%
Purdue,2012,Purdue2012,296,482,"3,100",61.40,6.4,83,30,14,25,-182,130.2,475,4.5,957,49.63%,50.37%
Purdue,2013,Purdue2013,235,426,"2,590",55.20,6.1,80,15,13,39,-273,111.8,319,2.5,745,42.82%,57.18%
Purdue,2014,Purdue2014,233,434,"2,249",53.70,5.2,80,16,16,24,-186,102,402,4.7,836,48.09%,51.91%
Purdue,2015,Purdue2015,290,504,"2,847",57.50,5.6,83,18,16,30,-173,110.4,417,3.8,921,45.28%,54.72%
Purdue,2016,Purdue2016,312,557,"3,539",56.00,6.4,89,25,25,29,-194,115.2,361,3.2,918,39.32%,60.68%
Purdue,2017,Purdue2017,292,491,"3,270",59.50,6.7,62,27,11,33,-216,129.1,447,4.4,938,47.65%,52.35%
Purdue,2018,Purdue2018,333,509,"3,998",65.40,7.9,82,28,13,30,-184,144.4,400,4.4,909,44.00%,56.00%
Purdue,2019,Purdue2019,320,520,"3,719",61.50,7.2,72,29,15,28,-212,134.2,342,2.9,862,39.68%,60.32%
Purdue,2020,Purdue2020,176,261,"1,854",67.40,7,89,15,4,12,-99,142.1,150,3,411,36.50%,63.50%
Rice,2010,Rice2010,218,360,"2,591",60.60,7.2,64,20,12,27,-229,132.7,494,3.9,854,57.85%,42.15%
Rice,2011,Rice2011,222,384,"2,361",57.80,6.1,67,15,7,21,-158,118.7,467,3.9,851,54.88%,45.12%
Rice,2012,Rice2012,236,401,"2,933",58.90,7.3,88,19,5,33,-227,133.4,625,4.2,1026,60.92%,39.08%
Rice,2013,Rice2013,177,347,"2,495",51.00,7.2,75,20,9,37,-205,125.2,699,4.6,1046,66.83%,33.17%
Rice,2014,Rice2014,204,352,"3,009",58.00,8.5,88,25,8,28,-160,148.6,571,3.8,923,61.86%,38.14%
Rice,2015,Rice2015,212,373,"2,691",56.80,7.2,60,20,9,38,-228,130.3,533,4,906,58.83%,41.17%
Rice,2016,Rice2016,241,412,"2,582",58.50,6.3,64,16,10,33,-209,119.1,483,4.2,895,53.97%,46.03%
Rice,2017,Rice2017,122,246,"1,738",49.60,7.1,70,6,16,29,-157,104,486,4.6,732,66.39%,33.61%
Rice,2018,Rice2018,197,368,"2,272",53.50,6.2,68,13,16,24,-124,108.4,490,3.8,858,57.11%,42.89%
Rice,2019,Rice2019,180,320,"1,992",56.30,6.2,55,13,4,34,-189,119.4,433,3.6,753,57.50%,42.50%
Rice,2020,Rice2020,82,133,"1,054",61.70,7,72,11,2,17,-120,144.7,216,2,349,61.89%,38.11%
Rutgers,2010,Rutgers2010,176,324,"2,328",54.30,7.2,66,16,10,61,-406,124.8,445,2.7,769,57.87%,42.13%
Rutgers,2011,Rutgers2011,256,475,"3,136",53.90,6.6,92,21,16,30,-230,117.2,461,2.8,936,49.25%,50.75%
Rutgers,2012,Rutgers2012,223,392,"2,711",56.90,6.9,85,23,16,11,-68,126.2,431,3.7,823,52.37%,47.63%
Rutgers,2013,Rutgers2013,240,442,"3,063",54.30,6.9,84,22,22,35,-229,119,455,3.7,897,50.72%,49.28%
Rutgers,2014,Rutgers2014,199,357,"2,956",55.70,8.3,93,22,13,19,-142,138.3,489,4.3,846,57.80%,42.20%
Rutgers,2015,Rutgers2015,203,337,"2,485",60.20,7.4,58,19,12,25,-207,133.7,469,4.3,806,58.19%,41.81%
Rutgers,2016,Rutgers2016,159,332,"1,659",47.90,5,76,11,7,34,-246,96.6,489,3.6,821,59.56%,40.44%
Rutgers,2017,Rutgers2017,135,275,"1,387",49.10,5,48,7,11,18,-116,91.9,436,4,711,61.32%,38.68%
Rutgers,2018,Rutgers2018,171,351,"1,586",48.70,4.5,41,5,22,16,-123,78.8,421,3.8,772,54.53%,45.47%
Rutgers,2019,Rutgers2019,154,278,"1,672",55.40,6,74,7,15,26,-148,103.4,457,3.5,735,62.18%,37.82%
Rutgers,2020,Rutgers2020,198,316,"1,789",62.70,5,66,14,9,21,-156,113.6,342,3,658,51.98%,48.02%
SanDiegoState,2010,SanDiegoState2010,244,426,"3,840",57.30,9,90,28,14,9,-81,148.1,439,4.8,865,50.75%,49.25%
SanDiegoState,2011,SanDiegoState2011,238,449,"3,158",53.00,7,71,23,8,11,-92,125.4,486,4.9,935,51.98%,48.02%
SanDiegoState,2012,SanDiegoState2012,182,309,"2,287",58.90,7.4,57,21,11,35,-196,136.4,578,5,887,65.16%,34.84%
SanDiegoState,2013,SanDiegoState2013,260,462,"3,358",56.30,7.3,80,19,14,30,-231,124.8,510,4.2,972,52.47%,47.53%
SanDiegoState,2014,SanDiegoState2014,183,349,"2,319",52.40,6.6,59,10,15,23,-156,109.1,517,5.4,866,59.70%,40.30%
SanDiegoState,2015,SanDiegoState2015,141,252,"1,988",56.00,7.9,58,17,3,20,-117,142.1,675,4.8,927,72.82%,27.18%
SanDiegoState,2016,SanDiegoState2016,155,256,"2,023",60.50,7.9,86,20,6,28,-159,148,636,5.8,892,71.30%,28.70%
SanDiegoState,2017,SanDiegoState2017,150,252,"1,920",59.50,7.6,89,13,4,31,-198,137.4,575,5.7,827,69.53%,30.47%
SanDiegoState,2018,SanDiegoState2018,166,312,"2,433",53.20,7.8,76,14,7,33,-221,129,519,4.1,831,62.45%,37.55%
SanDiegoState,2019,SanDiegoState2019,253,397,"2,634",63.70,6.6,74,15,6,21,-163,128.9,536,3.4,933,57.45%,42.55%
SanDiegoState,2020,SanDiegoState2020,115,203,"1,211",56.70,5,51,6,5,17,-107,103.5,357,4,560,63.75%,36.25%
SanJoseState,2010,SanJoseState2010,254,436,"3,075",58.30,7.1,75,17,17,32,-234,122.6,352,2.9,788,44.67%,55.33%
SanJoseState,2011,SanJoseState2011,297,479,"3,322",62.00,6.9,64,13,15,17,-129,123,363,3.4,842,43.11%,56.89%
SanJoseState,2012,SanJoseState2012,336,468,"4,325",71.80,9.2,78,35,9,26,-195,170.3,446,3.3,914,48.80%,51.20%
SanJoseState,2013,SanJoseState2013,317,496,"4,271",63.90,8.6,83,34,14,21,-155,153.2,432,3.8,928,46.55%,53.45%
SanJoseState,2014,SanJoseState2014,283,450,"3,038",62.90,6.8,86,16,14,23,-167,125.1,454,3.7,904,50.22%,49.78%
SanJoseState,2015,SanJoseState2015,264,391,"2,882",67.50,7.4,49,21,12,38,-230,141,531,4.5,922,57.59%,42.41%
SanJoseState,2016,SanJoseState2016,214,371,"2,665",57.70,7.2,65,18,15,50,-259,125.9,480,3.9,851,56.40%,43.60%
SanJoseState,2017,SanJoseState2017,226,415,"2,574",54.50,6.2,59,15,20,36,-285,108.8,483,3.2,898,53.79%,46.21%
SanJoseState,2018,SanJoseState2018,258,449,"3,131",57.50,7,79,21,13,39,-254,125.7,356,2.1,805,44.22%,55.78%
SanJoseState,2019,SanJoseState2019,305,498,"4,056",61.20,8.1,80,24,8,14,-107,142.4,307,3.5,805,38.14%,61.86%
SanJoseState,2020,SanJoseState2020,183,288,"2,387",63.50,8,69,19,9,8,-53,146.3,236,4,524,45.04%,54.96%
SMU,2010,SMU2010,304,516,"3,861",58.90,7.5,82,31,14,34,-183,136.2,404,4.8,920,43.91%,56.09%
SMU,2011,SMU2011,281,476,"3,573",59.00,7.5,72,17,19,30,-172,125.9,355,4.2,831,42.72%,57.28%
SMU,2012,SMU2012,273,516,"3,059",52.90,5.9,70,16,15,34,-181,107.1,400,4.3,916,43.67%,56.33%
SMU,2013,SMU2013,400,619,"4,097",64.60,6.6,79,23,12,38,-220,128.6,326,3.5,945,34.50%,65.50%
SMU,2014,SMU2014,230,430,"2,024",53.50,4.7,67,6,14,48,-256,91.1,362,3.3,792,45.71%,54.29%
SMU,2015,SMU2015,203,366,"2,620",55.50,7.2,63,19,8,41,-288,128.4,503,3.9,869,57.88%,42.12%
SMU,2016,SMU2016,248,456,"3,168",54.40,6.9,88,22,17,26,-168,121.2,478,4.1,934,51.18%,48.82%
SMU,2017,SMU2017,283,487,"3,823",58.10,7.9,86,35,13,23,-144,142.4,486,4.9,973,49.95%,50.05%
SMU,2018,SMU2018,268,468,"3,260",57.30,7,92,28,8,31,-255,132.1,401,3.5,869,46.14%,53.86%
SMU,2019,SMU2019,313,503,"4,017",62.20,8,75,35,11,17,-108,147.9,534,4.4,1037,51.49%,48.51%
SMU,2020,SMU2020,246,376,"3,180",65.40,8,85,23,6,21,-156,149.6,377,4,753,50.07%,49.93%
SouthAlabama,2012,SouthAlabama2012,244,449,"2,728",54.30,6.1,75,16,16,33,-242,110,489,3.3,938,52.13%,47.87%
SouthAlabama,2013,SouthAlabama2013,231,394,"3,033",58.60,7.7,65,16,9,17,-153,132.1,488,4.2,882,55.33%,44.67%
SouthAlabama,2014,SouthAlabama2014,218,412,"2,561",52.90,6.2,67,17,17,31,-229,110.5,537,4.3,949,56.59%,43.41%
SouthAlabama,2015,SouthAlabama2015,184,352,"2,394",52.30,6.8,76,15,16,32,-204,114.4,481,4,833,57.74%,42.26%
SouthAlabama,2016,SouthAlabama2016,233,415,"3,169",56.10,7.6,79,15,14,32,-243,125.5,469,4,884,53.05%,46.95%
SouthAlabama,2017,SouthAlabama2017,222,411,"2,845",54.00,6.9,81,15,14,25,-180,117.4,375,3.1,786,47.71%,52.29%
SouthAlabama,2018,SouthAlabama2018,200,319,"2,439",62.70,7.6,73,19,10,25,-161,140.3,491,3.7,810,60.62%,39.38%
SouthAlabama,2019,SouthAlabama2019,149,282,"1,906",52.80,6.8,75,14,11,28,-166,118.2,509,4,791,64.35%,35.65%
SouthAlabama,2020,SouthAlabama2020,219,351,"2,719",62.40,7,80,18,6,40,-273,134.7,419,2,770,54.42%,45.58%
SouthCarolina,2010,SouthCarolina2010,252,389,"3,338",64.80,8.6,72,23,17,30,-160,147.6,522,4.1,911,57.30%,42.70%
SouthCarolina,2011,SouthCarolina2011,191,317,"2,359",60.30,7.4,78,19,15,30,-175,133.1,553,4.5,870,63.56%,36.44%
SouthCarolina,2012,SouthCarolina2012,225,365,"3,095",61.60,8.5,94,29,9,38,-258,154.2,491,3.7,856,57.36%,42.64%
SouthCarolina,2013,SouthCarolina2013,239,383,"3,300",62.40,8.6,76,30,4,23,-156,158.5,537,4.8,920,58.37%,41.63%
SouthCarolina,2014,SouthCarolina2014,277,468,"3,661",59.20,7.8,85,28,11,27,-219,139.9,479,4.4,947,50.58%,49.42%
SouthCarolina,2015,SouthCarolina2015,191,351,"2,490",54.40,7.1,78,17,12,26,-169,123.2,423,4.4,774,54.65%,45.35%
SouthCarolina,2016,SouthCarolina2016,248,402,"2,771",61.70,6.9,47,12,7,41,-268,126,475,3.7,877,54.16%,45.84%
SouthCarolina,2017,SouthCarolina2017,245,397,"2,794",61.70,7,68,18,12,29,-182,129.7,405,3.9,802,50.50%,49.50%
SouthCarolina,2018,SouthCarolina2018,272,443,"3,547",61.40,8,89,32,14,23,-162,146.2,444,4.5,887,50.06%,49.94%
SouthCarolina,2019,SouthCarolina2019,268,466,"2,667",57.50,5.7,75,12,7,25,-166,111.1,396,4.5,862,45.94%,54.06%
SouthCarolina,2020,SouthCarolina2020,175,295,"1,872",59.30,6,57,8,9,27,-150,112.6,369,4,664,55.57%,44.43%
SouthernMiss,2010,SouthernMiss2010,294,471,"3,283",62.40,7,67,24,8,17,-117,134.4,559,4.7,1030,54.27%,45.73%
SouthernMiss,2011,SouthernMiss2011,292,489,"3,587",59.70,7.3,90,32,12,17,-128,138,553,5.2,1042,53.07%,46.93%
SouthernMiss,2012,SouthernMiss2012,151,313,"2,019",48.20,6.5,81,9,13,30,-208,103.6,479,3.9,792,60.48%,39.52%
SouthernMiss,2013,SouthernMiss2013,249,485,"2,911",51.30,6,81,19,26,36,-234,104,335,2.6,820,40.85%,59.15%
SouthernMiss,2014,SouthernMiss2014,277,482,"3,231",57.50,6.7,55,14,15,36,-232,117.1,376,3.1,858,43.82%,56.18%
SouthernMiss,2015,SouthernMiss2015,338,531,"4,616",63.70,8.7,69,40,12,26,-200,157,502,5,1033,48.60%,51.40%
SouthernMiss,2016,SouthernMiss2016,285,478,"3,877",59.60,8.1,93,26,16,29,-224,139,544,4.2,1022,53.23%,46.77%
SouthernMiss,2017,SouthernMiss2017,246,438,"3,121",56.20,7.1,84,24,7,14,-99,130.9,498,4.8,936,53.21%,46.79%
SouthernMiss,2018,SouthernMiss2018,269,389,"2,805",69.20,7.2,75,19,13,33,-255,139.2,399,3.1,788,50.63%,49.37%
SouthernMiss,2019,SouthernMiss2019,291,438,"3,764",66.40,8.6,77,20,17,23,-183,145.9,434,3.5,872,49.77%,50.23%
SouthernMiss,2020,SouthernMiss2020,171,274,"2,130",62.40,7,88,12,9,24,-155,129.1,369,4,643,57.39%,42.61%
SouthFlorida,2010,SouthFlorida2010,185,323,"2,139",57.30,6.6,70,13,16,28,-169,116.3,487,3.9,810,60.12%,39.88%
SouthFlorida,2011,SouthFlorida2011,253,434,"2,995",58.30,6.9,84,15,11,16,-124,122.6,476,4.6,910,52.31%,47.69%
SouthFlorida,2012,SouthFlorida2012,225,409,"2,589",55.00,6.3,58,14,15,21,-157,112.1,426,4.2,835,51.02%,48.98%
SouthFlorida,2013,SouthFlorida2013,166,357,"2,002",46.50,5.6,73,7,16,32,-205,91.1,359,3,716,50.14%,49.86%
SouthFlorida,2014,SouthFlorida2014,179,364,"2,361",49.20,6.5,85,11,11,23,-155,107.6,376,3.4,740,50.81%,49.19%
SouthFlorida,2015,SouthFlorida2015,179,301,"2,536",59.50,8.4,71,26,9,21,-90,152.8,592,5.4,893,66.29%,33.71%
SouthFlorida,2016,SouthFlorida2016,225,358,"2,941",62.80,8.2,84,26,8,15,-94,151.4,570,6.5,928,61.42%,38.58%
SouthFlorida,2017,SouthFlorida2017,196,367,"2,987",53.40,8.1,95,25,6,18,-111,141,634,5,1001,63.34%,36.66%
SouthFlorida,2018,SouthFlorida2018,252,432,"3,168",58.30,7.3,75,17,12,38,-213,127.4,517,4.9,949,54.48%,45.52%
SouthFlorida,2019,SouthFlorida2019,177,328,"2,035",54.00,6.2,55,18,10,45,-246,118.1,445,4.3,773,57.57%,42.43%
SouthFlorida,2020,SouthFlorida2020,187,313,"1,949",59.70,6,75,12,6,30,-177,119,337,3,650,51.85%,48.15%
Stanford,2010,Stanford2010,266,379,"3,363",70.20,8.9,81,32,8,6,-48,168.4,535,5.2,914,58.53%,41.47%
Stanford,2011,Stanford2011,297,417,"3,623",71.20,8.7,62,38,10,11,-80,169.5,518,5.3,935,55.40%,44.60%
Stanford,2012,Stanford2012,240,399,"2,802",60.20,7,70,19,10,20,-98,129.8,549,4.4,948,57.91%,42.09%
Stanford,2013,Stanford2013,190,311,"2,771",61.10,8.9,78,21,10,16,-83,151.8,584,5,895,65.25%,34.75%
Stanford,2014,Stanford2014,248,381,"2,988",65.10,7.8,52,20,8,23,-154,144.1,477,4.3,858,55.59%,44.41%
Stanford,2015,Stanford2015,213,318,"2,965",67.00,9.3,93,30,8,20,-104,171.4,610,5.1,928,65.73%,34.27%
Stanford,2016,Stanford2016,179,304,"2,056",58.90,6.8,61,15,9,34,-202,126.1,523,5.2,827,63.24%,36.76%
Stanford,2017,Stanford2017,208,363,"2,608",57.30,7.2,56,23,8,17,-103,134.2,480,5.9,843,56.94%,43.06%
Stanford,2018,Stanford2018,271,424,"3,550",63.90,8.4,80,29,11,24,-147,151.6,384,3.7,808,47.52%,52.48%
Stanford,2019,Stanford2019,276,444,"3,149",62.20,7.1,79,18,8,29,-142,131.5,346,3.7,790,43.80%,56.20%
Stanford,2020,Stanford2020,145,222,"1,724",65.30,7,47,7,3,10,-60,131.8,198,4,420,47.14%,52.86%
Syracuse,2010,Syracuse2010,205,364,"2,375",56.30,6.5,52,19,8,32,-240,124,448,4.1,812,55.17%,44.83%
Syracuse,2011,Syracuse2011,261,418,"2,733",62.40,6.5,62,23,9,29,-150,131.2,396,3.6,814,48.65%,51.35%
Syracuse,2012,Syracuse2012,295,473,"3,757",62.40,7.9,68,26,10,16,-103,143,555,4.4,1028,53.99%,46.01%
Syracuse,2013,Syracuse2013,242,405,"2,366",59.80,5.8,65,13,17,18,-111,111,553,4.6,958,57.72%,42.28%
Syracuse,2014,Syracuse2014,207,383,"2,209",54.00,5.8,51,6,17,24,-183,98.8,424,4.1,807,52.54%,47.46%
Syracuse,2015,Syracuse2015,164,306,"1,881",53.60,6.1,89,19,9,21,-119,119.8,445,4.4,751,59.25%,40.75%
Syracuse,2016,Syracuse2016,332,522,"3,855",63.60,7.4,84,24,13,38,-220,135.8,449,3.2,971,46.24%,53.76%
Syracuse,2017,Syracuse2017,320,548,"3,538",58.40,6.5,66,20,16,32,-194,118.8,479,4,1027,46.64%,53.36%
Syracuse,2018,Syracuse2018,271,461,"3,441",58.80,7.5,82,22,12,37,-243,132,602,4.3,1063,56.63%,43.37%
Syracuse,2019,Syracuse2019,250,408,"2,887",61.30,7.1,94,23,7,50,-297,135.9,501,3.7,909,55.12%,44.88%
Syracuse,2020,Syracuse2020,173,336,"1,906",51.50,5,83,15,12,38,-222,101.1,320,3,656,48.78%,51.22%
TCU,2010,TCU2010,218,331,"2,983",65.90,9,93,29,6,9,-64,166.8,600,5.4,931,64.45%,35.55%
TCU,2011,TCU2011,231,350,"3,011",66.00,8.6,75,25,7,13,-114,157.8,532,5.1,882,60.32%,39.68%
TCU,2012,TCU2012,237,402,"3,075",59.00,7.6,94,26,12,29,-211,138.6,512,3.9,914,56.02%,43.98%
TCU,2013,TCU2013,240,419,"2,715",57.30,6.5,75,14,17,23,-169,114.6,403,3.5,822,49.03%,50.97%
TCU,2014,TCU2014,325,529,"4,240",61.40,8,92,37,11,23,-120,147.7,509,5.3,1038,49.04%,50.96%
TCU,2015,TCU2015,326,517,"4,517",63.10,8.7,86,39,15,18,-84,155.5,561,5,1078,52.04%,47.96%
TCU,2016,TCU2016,295,503,"3,486",58.60,6.9,75,18,14,31,-202,123.1,488,5.2,991,49.24%,50.76%
TCU,2017,TCU2017,285,430,"3,431",66.30,8,93,28,8,18,-128,151.1,533,4.6,963,55.35%,44.65%
TCU,2018,TCU2018,239,410,"2,749",58.30,6.7,67,18,15,16,-109,121.8,494,4.1,904,54.65%,45.35%
TCU,2019,TCU2019,211,395,"2,444",53.40,6.2,55,15,11,30,-192,112.4,510,4.8,905,56.35%,43.65%
TCU,2020,TCU2020,164,273,"1,963",60.10,7,76,11,5,23,-158,128.5,412,5,685,60.15%,39.85%
Temple,2010,Temple2010,169,297,"2,206",56.90,7.4,80,15,13,24,-148,127.2,430,4.2,727,59.15%,40.85%
Temple,2011,Temple2011,116,198,"1,648",58.60,8.3,61,11,4,21,-145,142.8,636,5.2,834,76.26%,23.74%
Temple,2012,Temple2012,116,221,"1,329",52.50,6,62,10,6,20,-136,112.5,468,4.7,689,67.92%,32.08%
Temple,2013,Temple2013,235,418,"2,996",56.20,7.2,83,23,11,32,-220,129.3,422,4.2,840,50.24%,49.76%
Temple,2014,Temple2014,214,403,"2,408",53.10,6,75,13,16,21,-121,106,369,3.5,772,47.80%,52.20%
Temple,2015,Temple2015,250,439,"3,038",56.90,6.9,75,20,8,18,-101,126.5,517,4.1,956,54.08%,45.92%
Temple,2016,Temple2016,232,403,"3,324",57.60,8.2,67,22,13,29,-254,138.4,564,4.4,967,58.32%,41.68%
Temple,2017,Temple2017,262,453,"3,273",57.80,7.2,74,21,15,20,-149,127.2,461,3.8,914,50.44%,49.56%
Temple,2018,Temple2018,252,443,"3,297",56.90,7.4,70,20,19,18,-106,125.7,494,4.1,937,52.72%,47.28%
Temple,2019,Temple2019,282,472,"3,312",59.70,7,89,26,13,21,-132,131.4,379,3.7,851,44.54%,55.46%
