location,date,vaccine,total_vaccinations
Bulgaria,2021-10-08,Pfizer/BioNTech,1583273
Bulgaria,2021-10-15,Johnson&Johnson,213919
Bulgaria,2021-10-15,Moderna,308052
Bulgaria,2021-10-15,Oxford/AstraZeneca,478334
Bulgaria,2021-10-15,Pfizer/BioNTech,1608862
Bulgaria,2021-10-22,Johnson&Johnson,255344
Bulgaria,2021-10-22,Moderna,314462
Bulgaria,2021-10-22,Oxford/AstraZeneca,478387
Bulgaria,2021-10-22,Pfizer/BioNTech,1659437
Bulgaria,2021-10-29,Johnson&Johnson,312725
Bulgaria,2021-10-29,Moderna,323462
Bulgaria,2021-10-29,Oxford/AstraZeneca,478451
Bulgaria,2021-10-29,Pfizer/BioNTech,1723130
Bulgaria,2021-11-05,Johnson&Johnson,353200
Bulgaria,2021-11-05,Moderna,331756
Bulgaria,2021-11-05,Oxford/AstraZeneca,478451
Bulgaria,2021-11-05,Pfizer/BioNTech,1778060
Bulgaria,2021-11-12,Johnson&Johnson,378993
Bulgaria,2021-11-12,Moderna,339378
Bulgaria,2021-11-12,Oxford/AstraZeneca,478451
Bulgaria,2021-11-12,Pfizer/BioNTech,1847335
Bulgaria,2021-11-19,Johnson&Johnson,399274
Bulgaria,2021-11-19,Moderna,349392
Bulgaria,2021-11-19,Oxford/AstraZeneca,478451
Bulgaria,2021-11-19,Pfizer/BioNTech,1930995
Bulgaria,2021-11-26,Johnson&Johnson,417210
Bulgaria,2021-11-26,Moderna,362442
Bulgaria,2021-11-26,Oxford/AstraZeneca,478451
Bulgaria,2021-11-26,Pfizer/BioNTech,2007124
Bulgaria,2021-12-03,Johnson&Johnson,430624
Bulgaria,2021-12-03,Moderna,375936
Bulgaria,2021-12-03,Oxford/AstraZeneca,478451
Bulgaria,2021-12-03,Pfizer/BioNTech,2083692
Bulgaria,2021-12-10,Johnson&Johnson,441016
Bulgaria,2021-12-10,Moderna,387864
Bulgaria,2021-12-10,Oxford/AstraZeneca,478451
Bulgaria,2021-12-10,Pfizer/BioNTech,2153709
Bulgaria,2021-12-17,Johnson&Johnson,450768
Bulgaria,2021-12-17,Moderna,399861
Bulgaria,2021-12-17,Oxford/AstraZeneca,478451
Bulgaria,2021-12-17,Pfizer/BioNTech,2224572
Bulgaria,2021-12-24,Johnson&Johnson,455199
Bulgaria,2021-12-24,Moderna,399861
Bulgaria,2021-12-24,Oxford/AstraZeneca,478451
Bulgaria,2021-12-24,Pfizer/BioNTech,2224572
Chile,2020-12-24,Pfizer/BioNTech,420
Chile,2020-12-25,Pfizer/BioNTech,5202
Chile,2020-12-26,Pfizer/BioNTech,8345
Chile,2020-12-27,Pfizer/BioNTech,8654
Chile,2020-12-28,Pfizer/BioNTech,8654
Chile,2020-12-29,Pfizer/BioNTech,8654
Chile,2020-12-30,Pfizer/BioNTech,8654
Chile,2020-12-31,Pfizer/BioNTech,8654
Chile,2021-01-01,Pfizer/BioNTech,8654
Chile,2021-01-02,Pfizer/BioNTech,8654
Chile,2021-01-03,Pfizer/BioNTech,8654
Chile,2021-01-04,Pfizer/BioNTech,9059
Chile,2021-01-05,Pfizer/BioNTech,10502
Chile,2021-01-06,Pfizer/BioNTech,10707
Chile,2021-01-07,Pfizer/BioNTech,10707
Chile,2021-01-08,Pfizer/BioNTech,10708
Chile,2021-01-09,Pfizer/BioNTech,10708
Chile,2021-01-10,Pfizer/BioNTech,10709
Chile,2021-01-11,Pfizer/BioNTech,10709
Chile,2021-01-12,Pfizer/BioNTech,10709
Chile,2021-01-13,Pfizer/BioNTech,11742
Chile,2021-01-14,Pfizer/BioNTech,18659
Chile,2021-01-15,Pfizer/BioNTech,22091
Chile,2021-01-16,Pfizer/BioNTech,22181
Chile,2021-01-17,Pfizer/BioNTech,22181
Chile,2021-01-18,Pfizer/BioNTech,33232
Chile,2021-01-19,Pfizer/BioNTech,52600
Chile,2021-01-20,Pfizer/BioNTech,61910
Chile,2021-01-21,Pfizer/BioNTech,64967
Chile,2021-01-22,Pfizer/BioNTech,65382
Chile,2021-01-23,Pfizer/BioNTech,65382
Chile,2021-01-24,Pfizer/BioNTech,65382
Chile,2021-01-25,Pfizer/BioNTech,66802
Chile,2021-01-26,Pfizer/BioNTech,67416
Chile,2021-01-27,Pfizer/BioNTech,67451
Chile,2021-01-28,Pfizer/BioNTech,67451
Chile,2021-01-29,Pfizer/BioNTech,67456
Chile,2021-01-30,Pfizer/BioNTech,67457
Chile,2021-01-31,Pfizer/BioNTech,67458
Chile,2021-02-01,Pfizer/BioNTech,67458
Chile,2021-02-02,Pfizer/BioNTech,67464
Chile,2021-02-02,Sinovac,13187
Chile,2021-02-03,Pfizer/BioNTech,67464
Chile,2021-02-03,Sinovac,183575
Chile,2021-02-04,Pfizer/BioNTech,69592
Chile,2021-02-04,Sinovac,357607
Chile,2021-02-05,Pfizer/BioNTech,70281
Chile,2021-02-05,Sinovac,526432
Chile,2021-02-06,Pfizer/BioNTech,70287
Chile,2021-02-06,Sinovac,554285
Chile,2021-02-07,Pfizer/BioNTech,70289
Chile,2021-02-07,Sinovac,562924
Chile,2021-02-08,Pfizer/BioNTech,82091
Chile,2021-02-08,Sinovac,784422
Chile,2021-02-09,Pfizer/BioNTech,101574
Chile,2021-02-09,Sinovac,1026852
Chile,2021-02-10,Pfizer/BioNTech,110022
Chile,2021-02-10,Sinovac,1299205
Chile,2021-02-11,Pfizer/BioNTech,113096
Chile,2021-02-11,Sinovac,1550433
Chile,2021-02-12,Pfizer/BioNTech,113456
Chile,2021-02-12,Sinovac,1779570
Chile,2021-02-13,Pfizer/BioNTech,113489
Chile,2021-02-13,Sinovac,1809100
Chile,2021-02-14,Pfizer/BioNTech,113489
Chile,2021-02-14,Sinovac,1813568
Chile,2021-02-15,Pfizer/BioNTech,113491
Chile,2021-02-15,Sinovac,2079451
Chile,2021-02-16,Pfizer/BioNTech,113504
Chile,2021-02-16,Sinovac,2299537
Chile,2021-02-17,Pfizer/BioNTech,113504
Chile,2021-02-17,Sinovac,2487597
Chile,2021-02-18,Pfizer/BioNTech,113507
Chile,2021-02-18,Sinovac,2642883
Chile,2021-02-19,Pfizer/BioNTech,113508
Chile,2021-02-19,Sinovac,2785030
Chile,2021-02-20,Pfizer/BioNTech,113510
Chile,2021-02-20,Sinovac,2794669
Chile,2021-02-21,Pfizer/BioNTech,113510
Chile,2021-02-21,Sinovac,2795831
Chile,2021-02-22,Pfizer/BioNTech,125609
Chile,2021-02-22,Sinovac,2891874
Chile,2021-02-23,Pfizer/BioNTech,150456
Chile,2021-02-23,Sinovac,2961283
Chile,2021-02-24,Pfizer/BioNTech,178979
Chile,2021-02-24,Sinovac,3019044
Chile,2021-02-25,Pfizer/BioNTech,212700
Chile,2021-02-25,Sinovac,3071414
Chile,2021-02-26,Pfizer/BioNTech,242435
Chile,2021-02-26,Sinovac,3120081
Chile,2021-02-27,Pfizer/BioNTech,248761
Chile,2021-02-27,Sinovac,3123803
Chile,2021-02-28,Pfizer/BioNTech,248763
Chile,2021-02-28,Sinovac,3124156
Chile,2021-03-01,Pfizer/BioNTech,263665
Chile,2021-03-01,Sinovac,3246835
Chile,2021-03-02,Pfizer/BioNTech,294589
Chile,2021-03-02,Sinovac,3387295
Chile,2021-03-03,Pfizer/BioNTech,313161
Chile,2021-03-03,Sinovac,3680726
Chile,2021-03-04,Pfizer/BioNTech,322272
Chile,2021-03-04,Sinovac,3982258
Chile,2021-03-05,Pfizer/BioNTech,328031
Chile,2021-03-05,Sinovac,4274498
Chile,2021-03-06,Pfizer/BioNTech,328376
Chile,2021-03-06,Sinovac,4307945
Chile,2021-03-07,Pfizer/BioNTech,328484
Chile,2021-03-07,Sinovac,4315805
Chile,2021-03-08,Pfizer/BioNTech,341084
Chile,2021-03-08,Sinovac,4653982
Chile,2021-03-09,Pfizer/BioNTech,378673
Chile,2021-03-09,Sinovac,4993050
Chile,2021-03-10,Pfizer/BioNTech,420290
Chile,2021-03-10,Sinovac,5352904
Chile,2021-03-11,Pfizer/BioNTech,466034
Chile,2021-03-11,Sinovac,5724348
Chile,2021-03-12,Pfizer/BioNTech,483451
Chile,2021-03-12,Sinovac,6081434
Chile,2021-03-13,Pfizer/BioNTech,484004
Chile,2021-03-13,Sinovac,6131363
Chile,2021-03-14,Pfizer/BioNTech,484004
Chile,2021-03-14,Sinovac,6137952
Chile,2021-03-15,Pfizer/BioNTech,507940
Chile,2021-03-15,Sinovac,6544463
Chile,2021-03-16,Pfizer/BioNTech,561496
Chile,2021-03-16,Sinovac,6901290
Chile,2021-03-17,Pfizer/BioNTech,617050
Chile,2021-03-17,Sinovac,7213160
Chile,2021-03-18,Pfizer/BioNTech,666696
Chile,2021-03-18,Sinovac,7498621
Chile,2021-03-19,Pfizer/BioNTech,689880
Chile,2021-03-19,Sinovac,7770167
Chile,2021-03-20,Pfizer/BioNTech,691801
Chile,2021-03-20,Sinovac,7802456
Chile,2021-03-21,Pfizer/BioNTech,691811
Chile,2021-03-21,Sinovac,7806471
Chile,2021-03-22,Pfizer/BioNTech,727915
Chile,2021-03-22,Sinovac,8039206
Chile,2021-03-23,Pfizer/BioNTech,787865
Chile,2021-03-23,Sinovac,8220253
Chile,2021-03-24,Pfizer/BioNTech,840782
Chile,2021-03-24,Sinovac,8386494
Chile,2021-03-25,Pfizer/BioNTech,895394
Chile,2021-03-25,Sinovac,8544653
Chile,2021-03-26,Pfizer/BioNTech,933838
Chile,2021-03-26,Sinovac,8723986
Chile,2021-03-27,Pfizer/BioNTech,935874
Chile,2021-03-27,Sinovac,8737648
Chile,2021-03-28,Pfizer/BioNTech,935874
Chile,2021-03-28,Sinovac,8739041
Chile,2021-03-29,Pfizer/BioNTech,957940
Chile,2021-03-29,Sinovac,8983852
Chile,2021-03-30,Pfizer/BioNTech,1015453
Chile,2021-03-30,Sinovac,9205110
Chile,2021-03-31,Pfizer/BioNTech,1061643
Chile,2021-03-31,Sinovac,9439383
Chile,2021-04-01,Pfizer/BioNTech,1085433
Chile,2021-04-01,Sinovac,9719036
Chile,2021-04-02,Pfizer/BioNTech,1085660
Chile,2021-04-02,Sinovac,9725858
Chile,2021-04-03,Pfizer/BioNTech,1085853
Chile,2021-04-03,Sinovac,9728894
Chile,2021-04-04,Pfizer/BioNTech,1085857
Chile,2021-04-04,Sinovac,9730016
Chile,2021-04-05,Pfizer/BioNTech,1117024
Chile,2021-04-05,Sinovac,9983800
Chile,2021-04-06,Pfizer/BioNTech,1199841
Chile,2021-04-06,Sinovac,10140918
Chile,2021-04-07,Pfizer/BioNTech,1289149
Chile,2021-04-07,Sinovac,10284992
Chile,2021-04-08,Pfizer/BioNTech,1367449
Chile,2021-04-08,Sinovac,10446335
Chile,2021-04-09,Pfizer/BioNTech,1416724
Chile,2021-04-09,Sinovac,10616098
Chile,2021-04-10,Pfizer/BioNTech,1424558
Chile,2021-04-10,Sinovac,10634305
Chile,2021-04-11,Pfizer/BioNTech,1425064
Chile,2021-04-11,Sinovac,10636253
Chile,2021-04-12,Pfizer/BioNTech,1489877
Chile,2021-04-12,Sinovac,10808595
Chile,2021-04-13,Pfizer/BioNTech,1578144
Chile,2021-04-13,Sinovac,10955771
Chile,2021-04-14,Pfizer/BioNTech,1667721
Chile,2021-04-14,Sinovac,11095834
Chile,2021-04-15,Pfizer/BioNTech,1735787
Chile,2021-04-15,Sinovac,11235079
Chile,2021-04-16,Pfizer/BioNTech,1786565
Chile,2021-04-16,Sinovac,11378653
Chile,2021-04-17,Pfizer/BioNTech,1792497
Chile,2021-04-17,Sinovac,11395022
Chile,2021-04-18,Pfizer/BioNTech,1793177
Chile,2021-04-18,Sinovac,11396985
Chile,2021-04-19,Pfizer/BioNTech,1817247
Chile,2021-04-19,Sinovac,11568109
Chile,2021-04-20,Pfizer/BioNTech,1861752
Chile,2021-04-20,Sinovac,11713074
Chile,2021-04-21,Pfizer/BioNTech,1907840
Chile,2021-04-21,Sinovac,11844675
Chile,2021-04-22,Pfizer/BioNTech,1954982
Chile,2021-04-22,Sinovac,11998346
Chile,2021-04-23,Pfizer/BioNTech,1983984
Chile,2021-04-23,Sinovac,12153074
Chile,2021-04-24,Pfizer/BioNTech,1986384
Chile,2021-04-24,Sinovac,12168371
Chile,2021-04-25,Pfizer/BioNTech,1986386
Chile,2021-04-25,Sinovac,12169414
Chile,2021-04-26,Pfizer/BioNTech,2031783
Chile,2021-04-26,Sinovac,12320840
Chile,2021-04-27,Pfizer/BioNTech,2095682
Chile,2021-04-27,Sinovac,12428572
Chile,2021-04-28,Oxford/AstraZeneca,3607
Chile,2021-04-28,Pfizer/BioNTech,2150584
Chile,2021-04-28,Sinovac,12539300
Chile,2021-04-29,Oxford/AstraZeneca,10152
Chile,2021-04-29,Pfizer/BioNTech,2183162
Chile,2021-04-29,Sinovac,12655691
Chile,2021-04-30,Oxford/AstraZeneca,23879
Chile,2021-04-30,Pfizer/BioNTech,2214230
Chile,2021-04-30,Sinovac,12698824
Chile,2021-05-01,Oxford/AstraZeneca,24165
Chile,2021-05-01,Pfizer/BioNTech,2215406
Chile,2021-05-01,Sinovac,12699663
Chile,2021-05-02,Oxford/AstraZeneca,24347
Chile,2021-05-02,Pfizer/BioNTech,2215798
Chile,2021-05-02,Sinovac,12700554
Chile,2021-05-03,Oxford/AstraZeneca,44446
Chile,2021-05-03,Pfizer/BioNTech,2239722
Chile,2021-05-03,Sinovac,12808515
Chile,2021-05-04,Oxford/AstraZeneca,61219
Chile,2021-05-04,Pfizer/BioNTech,2285904
Chile,2021-05-04,Sinovac,12915338
Chile,2021-05-05,Oxford/AstraZeneca,71047
Chile,2021-05-05,Pfizer/BioNTech,2334517
Chile,2021-05-05,Sinovac,13032164
Chile,2021-05-06,Oxford/AstraZeneca,78263
Chile,2021-05-06,Pfizer/BioNTech,2375438
Chile,2021-05-06,Sinovac,13142391
Chile,2021-05-07,Oxford/AstraZeneca,82410
Chile,2021-05-07,Pfizer/BioNTech,2409472
Chile,2021-05-07,Sinovac,13252255
Chile,2021-05-08,Oxford/AstraZeneca,83080
Chile,2021-05-08,Pfizer/BioNTech,2415213
Chile,2021-05-08,Sinovac,13271444
Chile,2021-05-09,Oxford/AstraZeneca,83150
Chile,2021-05-09,Pfizer/BioNTech,2415279
Chile,2021-05-09,Sinovac,13272716
Chile,2021-05-10,Oxford/AstraZeneca,86106
Chile,2021-05-10,Pfizer/BioNTech,2454813
Chile,2021-05-10,Sinovac,13404036
Chile,2021-05-11,Oxford/AstraZeneca,88088
Chile,2021-05-11,Pfizer/BioNTech,2521028
Chile,2021-05-11,Sinovac,13528695
Chile,2021-05-12,Oxford/AstraZeneca,89756
Chile,2021-05-12,Pfizer/BioNTech,2580544
Chile,2021-05-12,Sinovac,13650946
Chile,2021-05-13,Oxford/AstraZeneca,90308
Chile,2021-05-13,Pfizer/BioNTech,2628506
Chile,2021-05-13,Sinovac,13760183
Chile,2021-05-14,Oxford/AstraZeneca,90551
Chile,2021-05-14,Pfizer/BioNTech,2673461
Chile,2021-05-14,Sinovac,13874528
Chile,2021-05-15,Oxford/AstraZeneca,90591
Chile,2021-05-15,Pfizer/BioNTech,2673755
Chile,2021-05-15,Sinovac,13875653
Chile,2021-05-16,Oxford/AstraZeneca,90591
Chile,2021-05-16,Pfizer/BioNTech,2673840
Chile,2021-05-16,Sinovac,13876009
Chile,2021-05-17,Oxford/AstraZeneca,90886
Chile,2021-05-17,Pfizer/BioNTech,2727258
Chile,2021-05-17,Sinovac,13994055
Chile,2021-05-18,Oxford/AstraZeneca,92316
Chile,2021-05-18,Pfizer/BioNTech,2805970
Chile,2021-05-18,Sinovac,14097802
Chile,2021-05-19,Oxford/AstraZeneca,98835
Chile,2021-05-19,Pfizer/BioNTech,2885558
Chile,2021-05-19,Sinovac,14178772
Chile,2021-05-20,Oxford/AstraZeneca,105554
Chile,2021-05-20,Pfizer/BioNTech,2956580
Chile,2021-05-20,Sinovac,14292958
Chile,2021-05-21,Oxford/AstraZeneca,105625
Chile,2021-05-21,Pfizer/BioNTech,2963634
Chile,2021-05-21,Sinovac,14295507
Chile,2021-05-22,Oxford/AstraZeneca,106118
Chile,2021-05-22,Pfizer/BioNTech,2976260
Chile,2021-05-22,Sinovac,14315529
Chile,2021-05-23,Oxford/AstraZeneca,106138
Chile,2021-05-23,Pfizer/BioNTech,2977390
Chile,2021-05-23,Sinovac,14318666
Chile,2021-05-24,Oxford/AstraZeneca,118550
Chile,2021-05-24,Pfizer/BioNTech,3051682
Chile,2021-05-24,Sinovac,14469039
Chile,2021-05-25,Oxford/AstraZeneca,136126
Chile,2021-05-25,Pfizer/BioNTech,3163209
Chile,2021-05-25,Sinovac,14586815
Chile,2021-05-26,Oxford/AstraZeneca,161512
Chile,2021-05-26,Pfizer/BioNTech,3237434
Chile,2021-05-26,Sinovac,14716320
Chile,2021-05-27,Oxford/AstraZeneca,195448
Chile,2021-05-27,Pfizer/BioNTech,3294196
Chile,2021-05-27,Sinovac,14828923
Chile,2021-05-28,Oxford/AstraZeneca,227552
Chile,2021-05-28,Pfizer/BioNTech,3342280
Chile,2021-05-28,Sinovac,14935158
Chile,2021-05-29,Oxford/AstraZeneca,235995
Chile,2021-05-29,Pfizer/BioNTech,3354545
Chile,2021-05-29,Sinovac,14961844
Chile,2021-05-30,Oxford/AstraZeneca,237389
Chile,2021-05-30,Pfizer/BioNTech,3356106
Chile,2021-05-30,Sinovac,14968984
Chile,2021-05-31,CanSino,74
Chile,2021-05-31,Oxford/AstraZeneca,281188
Chile,2021-05-31,Pfizer/BioNTech,3424280
Chile,2021-05-31,Sinovac,15072731
Chile,2021-06-01,CanSino,10464
Chile,2021-06-01,Oxford/AstraZeneca,326605
Chile,2021-06-01,Pfizer/BioNTech,3527681
Chile,2021-06-01,Sinovac,15135064
Chile,2021-06-02,CanSino,33793
Chile,2021-06-02,Oxford/AstraZeneca,359093
Chile,2021-06-02,Pfizer/BioNTech,3607800
Chile,2021-06-02,Sinovac,15203433
Chile,2021-06-03,CanSino,73422
Chile,2021-06-03,Oxford/AstraZeneca,361439
Chile,2021-06-03,Pfizer/BioNTech,3655386
Chile,2021-06-03,Sinovac,15277752
Chile,2021-06-04,CanSino,107807
Chile,2021-06-04,Oxford/AstraZeneca,362994
Chile,2021-06-04,Pfizer/BioNTech,3679926
Chile,2021-06-04,Sinovac,15362557
Chile,2021-06-05,CanSino,117721
Chile,2021-06-05,Oxford/AstraZeneca,363304
Chile,2021-06-05,Pfizer/BioNTech,3685042
Chile,2021-06-05,Sinovac,15384958
Chile,2021-06-06,CanSino,119512
Chile,2021-06-06,Oxford/AstraZeneca,363334
Chile,2021-06-06,Pfizer/BioNTech,3685634
Chile,2021-06-06,Sinovac,15387549
Chile,2021-06-07,CanSino,146984
Chile,2021-06-07,Oxford/AstraZeneca,365291
Chile,2021-06-07,Pfizer/BioNTech,3697382
Chile,2021-06-07,Sinovac,15527888
Chile,2021-06-08,CanSino,167073
Chile,2021-06-08,Oxford/AstraZeneca,366977
Chile,2021-06-08,Pfizer/BioNTech,3711043
Chile,2021-06-08,Sinovac,15677326
Chile,2021-06-09,CanSino,183806
Chile,2021-06-09,Oxford/AstraZeneca,368948
Chile,2021-06-09,Pfizer/BioNTech,3723344
Chile,2021-06-09,Sinovac,15840089
Chile,2021-06-10,CanSino,196972
Chile,2021-06-10,Oxford/AstraZeneca,370236
Chile,2021-06-10,Pfizer/BioNTech,3737325
Chile,2021-06-10,Sinovac,16014860
Chile,2021-06-11,CanSino,201018
Chile,2021-06-11,Oxford/AstraZeneca,371472
Chile,2021-06-11,Pfizer/BioNTech,3754230
Chile,2021-06-11,Sinovac,16171760
Chile,2021-06-12,CanSino,201411
Chile,2021-06-12,Oxford/AstraZeneca,371800
Chile,2021-06-12,Pfizer/BioNTech,3757046
Chile,2021-06-12,Sinovac,16200746
Chile,2021-06-13,CanSino,201460
Chile,2021-06-13,Oxford/AstraZeneca,371815
Chile,2021-06-13,Pfizer/BioNTech,3757591
Chile,2021-06-13,Sinovac,16202209
Chile,2021-06-14,CanSino,205639
Chile,2021-06-14,Oxford/AstraZeneca,372988
Chile,2021-06-14,Pfizer/BioNTech,3789665
Chile,2021-06-14,Sinovac,16386575
Chile,2021-06-15,CanSino,209320
Chile,2021-06-15,Oxford/AstraZeneca,373807
Chile,2021-06-15,Pfizer/BioNTech,3842922
Chile,2021-06-15,Sinovac,16539706
Chile,2021-06-16,CanSino,213274
Chile,2021-06-16,Oxford/AstraZeneca,374674
Chile,2021-06-16,Pfizer/BioNTech,3914624
Chile,2021-06-16,Sinovac,16690193
Chile,2021-06-17,CanSino,216317
Chile,2021-06-17,Oxford/AstraZeneca,375455
Chile,2021-06-17,Pfizer/BioNTech,3981403
Chile,2021-06-17,Sinovac,16803685
Chile,2021-06-18,CanSino,218695
Chile,2021-06-18,Oxford/AstraZeneca,376302
Chile,2021-06-18,Pfizer/BioNTech,4019016
Chile,2021-06-18,Sinovac,16870174
Chile,2021-06-19,CanSino,218973
Chile,2021-06-19,Oxford/AstraZeneca,376446
Chile,2021-06-19,Pfizer/BioNTech,4030528
Chile,2021-06-19,Sinovac,16894989
Chile,2021-06-20,CanSino,218985
Chile,2021-06-20,Oxford/AstraZeneca,376456
Chile,2021-06-20,Pfizer/BioNTech,4031759
Chile,2021-06-20,Sinovac,16897695
Chile,2021-06-21,CanSino,219064
Chile,2021-06-21,Oxford/AstraZeneca,376579
Chile,2021-06-21,Pfizer/BioNTech,4041483
Chile,2021-06-21,Sinovac,16907535
Chile,2021-06-22,CanSino,222827
Chile,2021-06-22,Oxford/AstraZeneca,378410
Chile,2021-06-22,Pfizer/BioNTech,4204708
Chile,2021-06-22,Sinovac,17047748
Chile,2021-06-23,CanSino,235253
Chile,2021-06-23,Oxford/AstraZeneca,380680
Chile,2021-06-23,Pfizer/BioNTech,4320201
Chile,2021-06-23,Sinovac,17169332
Chile,2021-06-24,CanSino,298849
Chile,2021-06-24,Oxford/AstraZeneca,384139
Chile,2021-06-24,Pfizer/BioNTech,4406413
Chile,2021-06-24,Sinovac,17269432
Chile,2021-06-25,CanSino,348989
Chile,2021-06-25,Oxford/AstraZeneca,388204
Chile,2021-06-25,Pfizer/BioNTech,4479244
Chile,2021-06-25,Sinovac,17353798
Chile,2021-06-26,CanSino,359070
Chile,2021-06-26,Oxford/AstraZeneca,389448
Chile,2021-06-26,Pfizer/BioNTech,4500274
Chile,2021-06-26,Sinovac,17374408
Chile,2021-06-27,CanSino,360325
Chile,2021-06-27,Oxford/AstraZeneca,389539
Chile,2021-06-27,Pfizer/BioNTech,4502524
Chile,2021-06-27,Sinovac,17376488
Chile,2021-06-28,CanSino,361551
Chile,2021-06-28,Oxford/AstraZeneca,389705
Chile,2021-06-28,Pfizer/BioNTech,4505227
Chile,2021-06-28,Sinovac,17378013
Chile,2021-06-29,CanSino,393469
Chile,2021-06-29,Oxford/AstraZeneca,395522
Chile,2021-06-29,Pfizer/BioNTech,4639006
Chile,2021-06-29,Sinovac,17456068
Chile,2021-06-30,CanSino,416386
Chile,2021-06-30,Oxford/AstraZeneca,399791
Chile,2021-06-30,Pfizer/BioNTech,4771265
Chile,2021-06-30,Sinovac,17501766
Chile,2021-07-01,CanSino,430408
Chile,2021-07-01,Oxford/AstraZeneca,402842
Chile,2021-07-01,Pfizer/BioNTech,4906512
Chile,2021-07-01,Sinovac,17532338
Chile,2021-07-02,CanSino,441889
Chile,2021-07-02,Oxford/AstraZeneca,405430
Chile,2021-07-02,Pfizer/BioNTech,5004428
Chile,2021-07-02,Sinovac,17562219
Chile,2021-07-03,CanSino,445320
Chile,2021-07-03,Oxford/AstraZeneca,406022
Chile,2021-07-03,Pfizer/BioNTech,5027756
Chile,2021-07-03,Sinovac,17572871
Chile,2021-07-04,CanSino,445721
Chile,2021-07-04,Oxford/AstraZeneca,406090
Chile,2021-07-04,Pfizer/BioNTech,5030755
Chile,2021-07-04,Sinovac,17573918
Chile,2021-07-05,CanSino,456136
Chile,2021-07-05,Oxford/AstraZeneca,409948
Chile,2021-07-05,Pfizer/BioNTech,5124576
Chile,2021-07-05,Sinovac,17621112
Chile,2021-07-06,CanSino,463730
Chile,2021-07-06,Oxford/AstraZeneca,413554
Chile,2021-07-06,Pfizer/BioNTech,5194133
Chile,2021-07-06,Sinovac,17670805
Chile,2021-07-07,CanSino,468530
Chile,2021-07-07,Oxford/AstraZeneca,416621
Chile,2021-07-07,Pfizer/BioNTech,5287942
Chile,2021-07-07,Sinovac,17731383
Chile,2021-07-08,CanSino,472400
Chile,2021-07-08,Oxford/AstraZeneca,418852
Chile,2021-07-08,Pfizer/BioNTech,5364324
Chile,2021-07-08,Sinovac,17805646
Chile,2021-07-09,CanSino,476318
Chile,2021-07-09,Oxford/AstraZeneca,421193
Chile,2021-07-09,Pfizer/BioNTech,5433158
Chile,2021-07-09,Sinovac,17870119
Chile,2021-07-10,CanSino,477893
Chile,2021-07-10,Oxford/AstraZeneca,422214
Chile,2021-07-10,Pfizer/BioNTech,5458233
Chile,2021-07-10,Sinovac,17885911
Chile,2021-07-11,CanSino,478065
Chile,2021-07-11,Oxford/AstraZeneca,422294
Chile,2021-07-11,Pfizer/BioNTech,5461494
Chile,2021-07-11,Sinovac,17887520
Chile,2021-07-12,CanSino,482157
Chile,2021-07-12,Oxford/AstraZeneca,424962
Chile,2021-07-12,Pfizer/BioNTech,5548420
Chile,2021-07-12,Sinovac,17973742
Chile,2021-07-13,CanSino,484992
Chile,2021-07-13,Oxford/AstraZeneca,426813
Chile,2021-07-13,Pfizer/BioNTech,5651838
Chile,2021-07-13,Sinovac,18049787
Chile,2021-07-14,CanSino,487718
Chile,2021-07-14,Oxford/AstraZeneca,428366
Chile,2021-07-14,Pfizer/BioNTech,5726700
Chile,2021-07-14,Sinovac,18133623
Chile,2021-07-15,CanSino,493029
Chile,2021-07-15,Oxford/AstraZeneca,431588
Chile,2021-07-15,Pfizer/BioNTech,5793714
Chile,2021-07-15,Sinovac,18225549
Chile,2021-07-16,CanSino,493126
Chile,2021-07-16,Oxford/AstraZeneca,431698
Chile,2021-07-16,Pfizer/BioNTech,5796172
Chile,2021-07-16,Sinovac,18227718
Chile,2021-07-17,CanSino,493595
Chile,2021-07-17,Oxford/AstraZeneca,432021
Chile,2021-07-17,Pfizer/BioNTech,5805409
Chile,2021-07-17,Sinovac,18241594
Chile,2021-07-18,CanSino,493697
Chile,2021-07-18,Oxford/AstraZeneca,432021
Chile,2021-07-18,Pfizer/BioNTech,5806281
Chile,2021-07-18,Sinovac,18242855
Chile,2021-07-19,CanSino,496333
Chile,2021-07-19,Oxford/AstraZeneca,433921
Chile,2021-07-19,Pfizer/BioNTech,5865285
Chile,2021-07-19,Sinovac,18302754
Chile,2021-07-20,CanSino,498069
Chile,2021-07-20,Oxford/AstraZeneca,435889
Chile,2021-07-20,Pfizer/BioNTech,5945107
Chile,2021-07-20,Sinovac,18353733
Chile,2021-07-21,CanSino,499471
Chile,2021-07-21,Oxford/AstraZeneca,438340
Chile,2021-07-21,Pfizer/BioNTech,6005214
Chile,2021-07-21,Sinovac,18394662
Chile,2021-07-22,CanSino,501065
Chile,2021-07-22,Oxford/AstraZeneca,440881
Chile,2021-07-22,Pfizer/BioNTech,6050413
