#,Name,Type,Division,SubDivision,Url,NameLong,Displacement Standard (tons),Displacement Full load (tons),Length (m),Beam (m),Draft (m),Speed (knots),Range,Autonomy (days),Propulsion,Armament,Electronics,Complement,Cargo,Passengers,Endurance (days),Special equipment,Capacity (tons),Capacity (c.m.)
,SMK-2094,Diving Boat,Sevastopol Diving Training Center,,https://www.kchf.ru/eng/ship/rescue/smk2094.htm,"Rescue 
Multifunctional Boat SMK-2094 Project 23370",101,109,"21,4",9,"1,31",10,250 nmi (10 kts),3,"2x380 hp diesels, 2 propeller-steering columns",,,8,,,,1 dive complex (1 pressure chamber) - 45 meters,,
,RK-1426,Harbor Boat,Sevastopol Diving Training Center,,,,,,,,,,,,,,,,,,,,,
,BKSch-28,Target Barge,280th Target Ship Station,,,,,,,,,,,,,,,,,,,,,
,BKSch-30,Target Barge,280th Target Ship Station,,https://www.kchf.ru/eng/ship/auxiliary/bksch30.htm,"Target 
Barge BKSch-30 Project 436B",,142,68,8,"1,3",,,,Non self-propelled,,,,,,,,,
,BKSch-31,Target Barge,280th Target Ship Station,,https://www.kchf.ru/eng/ship/auxiliary/bksch31.htm,"Target 
Barge BKSch-31 Project 436B",,142,68,8,"1,3",,,,Non self-propelled,,,,,,,,,
,BKSch-32,Target Barge,280th Target Ship Station,,https://www.kchf.ru/eng/ship/auxiliary/bksch32.htm,"Target 
Barge BKSch-32 Project 436B",,142,68,8,"1,3",,,,Non self-propelled,,,,,,,,,
,MKSch-38,Target Barge,280th Target Ship Station,,https://www.kchf.ru/eng/ship/auxiliary/mksch38.htm,"Target 
Barge MKSch-38 Project 455",,53,22,"6,6","1,5",,,,Non self-propelled,,,,,,,,,
,MKSch-44,Target Barge,280th Target Ship Station,,https://www.kchf.ru/eng/ship/auxiliary/mksch44.htm,"Target 
Barge MKSch-44 Project 455",,53,22,"6,6","1,5",,,,Non self-propelled,,,,,,,,,
,MKSch-45,Target Barge,280th Target Ship Station,,https://www.kchf.ru/eng/ship/auxiliary/mksch45.htm,"Target 
Barge MKSch-45 Project 455",,53,22,"6,6","1,5",,,,Non self-propelled,,,,,,,,,
,MKSch-46,Target Barge,280th Target Ship Station,,https://www.kchf.ru/eng/ship/auxiliary/mksch46.htm,"Target 
Barge MKSch-46 Project 454",,,,,,,,,Non self-propelled,,,,,,,,,
,MKSch-54,Target Barge,280th Target Ship Station,,https://www.kchf.ru/eng/ship/auxiliary/mksch54.htm,"Target 
Barge MKSch-54 Project 455",,53,22,"6,6","1,5",,,,Non self-propelled,,,,,,,,,
,RK-621,Harbor Boat,280th Target Ship Station,,https://www.kchf.ru/eng/ship/boats/rk621.htm,"Boat 
RK-621 Project R376",,"46,4",21,"3,98","1,27","10,6","390 nmi (9 knots), 300 nmi (10,5 knots)",5,"1x150 hp, diesel 3D6S, 1 fixed pitch propeller",,,4,,,,,15,
,RBK-76,Harbor Boat,280th Target Ship Station,,https://www.kchf.ru/eng/ship/boats/rbk76.htm,"Boat 
RBK-76 Trophy boat",,"18,05","18,3","3,2",1,10,200 nmi (8 knots),,"diesel, 1 fixed pitch propeller",,,3,,20,,,,
,Afalina,Harbor Tug,184th Experimental Base,,https://www.kchf.ru/eng/ship/auxiliary/afalina.htm,"Tug 
Afalina Project 16609",366,504,"29,44","10,14",4,12,,,"2x1775 hp Caterpillar 3512B-HD diesels, 2 azipods, 2x86 kW diesel-generators",,,8,,,,2x300 m3/h fire monitors,,
,RVK-704,Diving Boat,184th Experimental Base,,,,,,,,,,,,,,,,,,,,,
,RK-496,Harbor Boat,184th Experimental Base,,https://www.kchf.ru/eng/ship/boats/rk496.htm,"Boat 
RK-496 Project BL-820",,54,"8,65","2,25","0,5",35,200 nmi,,360 hp diesel,,,1,,12,,,,
,RK-544,Harbor Boat,184th Experimental Base,,https://www.kchf.ru/eng/ship/boats/rk544.htm,"Boat 
RK-544 Project BL-820",,54,"8,65","2,25","0,5",35,200 nmi,,360 hp diesel,,,1,,12,,,,
,RRK-2174,Harbor Boat,184th Experimental Base,,https://www.kchf.ru/eng/ship/boats/rrk2174.htm,"Boat 
RRK-2174 Project SP-1150","9,3",,"13,5",,,27,,"0,2","2x350 hp MarineDiesel, 2 azipods",,,2,,,,,"5,5 or 10 passengers",
,RRK-2175,Harbor Boat,184th Experimental Base,,https://www.kchf.ru/eng/ship/boats/rrk2175.htm,"Boat 
RRK-2175 Project SP-1150","9,3",,"13,5",,,27,,"0,2","2x350 hp MarineDiesel, 2 azipods",,,2,,,,,"5,5 or 10 passengers",
,BL-004,Harbor Boat,184th Experimental Base,,https://www.kchf.ru/eng/ship/boats/bl004.htm,"Boat 
BL-004 Project BL-840","2,95","4,8","8,4","3,15","0,58",27,450 nmi (22 knots),1,"2 engines, 2 fixed pitch propellers",,,2,,12,,,,
,PD-30,Floating Dock,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pd30.htm,"Floating 
Drydock PD-30 Type Mosser",,53645,248,50,"4,7",,,,,,,,,,,,29300,
,PD-32,Floating Dock,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pd32.htm,"Floating 
Drydock PD-32 Project 98314",,,,,,,,,,,,,,,,,900,
,PD-80,Floating Dock,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pd80.htm,"Floating 
Drydock PD-80 Project 98516",2034,,"78,85","26,92",2,,,,,,,,,,,,1500,
,PD-83,Floating Dock,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pd83.htm,"Floating 
Drydock PD-83 Project SPD-201",,,31,30,"4,5",,,,,,,,,,,,600,
,PD-88,Floating Dock,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pd88.htm,"Floating 
Drydock PD-88 Project 1760P",,18500,155,"35,5","4,5",,,,"2x300 kW diesel generators, 1x100 kW diesel generator",,,25,,,,,7500,
,PMR-33,Non-self-propelled Floating Workshop,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pmr33.htm,"Non-Self-Propelled 
Floating Workshop PMR-33 Project 889A",1254,1354,"67,5","13,4","1,8",Non-self-propelled,,,"2x150 kW DGR-150/750 diesel-generators, 1x25 kW DGA-25-9M diesel-generator",,,,,,,,,
,PMR-98,Non-self-propelled Floating Workshop,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pmr98.htm,"Non-Self-Propelled 
Floating Workshop PMR-98 Project 889",1188,1332,"67,5","13,4","1,78",Non-self-propelled,,,"2 x100 kWDG-100/1 diesel-generators, 1x12 kW diesel-generator",,,,,,,,,
,PMR-132,Non-self-propelled Floating Workshop,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pmr132.htm,"Non-Self-Propelled 
Floating Workshop PMR-132 Project 889",1188,1332,"67,5","13,4","1,78",Non-self-propelled,,,"2 x100 kWDG-100/1 diesel-generators, 1x12 kW diesel-generator",,,,,,,,,
,BUK-532,Tugboat,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/buk532.htm,"Tugboat BUK-532
Project 05T","35,5","42,7","14,07","3,82","1,58","9,5",1600 nmi (8 knots),5,"2x150 hp 3D6S diesels, 2 fixed pitch propellers in nozzles",,,4,,,,,,
,RB-1301,Harbor Tug,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/rb1301.htm,"Harbor 
Tug RB-1301 Project 1496","91,3","108,5","23,4","5,87","1,87","11,4","1450 nmi (10,5 knots)",6,"1x315 hp 8ChNSP18/22-1 diesel, 1x18 kW DGKN-40,4ch8,5/11 diesel-generator",,,8,,,,,,
,PK-119025,Floating Crane,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pk119025.htm,"Self-Propelled 
Floating Crane PK-119025 Project D-9030",891,1060,"36,52","17,82","1,8",4,,14,"2 electric motors, 2 fixed pitch propellers",,,8,,,,,25,
,PPKS-27,Floating Painting Station,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/ppks27.htm,"Floating 
Painting Station PPKS-27 Project 1580",447,553,"36,06","9,16","2,65",11,,5,"1x1215 hp 9L20/27 diesel, 3x168 kW diesel generators, 2 rudder propellers",,,21,,,,,,
,PSK-139,Passenger Boat,13th Ship Repair Plant,,https://www.kchf.ru/eng/ship/boats/psk139.htm,"Passenger 
Boat PSK-139 Project 1430","75,7","99,7","33,3","5,3","1,5","14,5",840 nmi,,"2x300 hp 3D12A diesels, 2 fixed pitch propellers",,,4,,107,,,,
,PMR-84,Non-self-propelled Floating Workshop,91th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pmr84.htm,"Non-Self-Propelled 
Floating Workshop PMR-84 Project 889",1188,1332,"67,5","13,4","1,78",Non-self-propelled,,,"2 x100 kWDG-100/1 diesel-generators, 1x12 kW diesel-generator",,,,,,,,,
,PMR-95,Non-self-propelled Floating Workshop,91th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pmr95.htm,"Non-Self-Propelled 
Floating Workshop PMR-95 Project 889A",1254,1354,"67,5","13,4","1,8",Non-self-propelled,,,"2x150 kW DGR-150/750 diesel-generators, 1x25 kW DGA-25-9M diesel-generator",,,,,,,,,
,PMR-183,Non-self-propelled Floating Workshop,91th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pmr183.htm,"Non-Self-Propelled 
Floating Workshop PMR-183 Project 401",,,"45,8","9,44","2,75",,,,Non-self propelled,,,,,,,,,
,PK-103030,Floating Crane,91th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/pk103030.htm,"Non-Self-Propelled 
Floating Crane PK-103030 Type PPEK-30",,650,"24,4","19,6","1,46",,,,Non-self-propelled,,,,,,,,30,
,PPKS-15,Floating Painting Station,91th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/ppks15.htm,"Floating 
Painting Station PPKS-15 Project 1580",447,553,"36,06","9,16","2,65",11,,5,"1x1215 hp 9L20/27 diesel, 3x168 kW diesel generators, 2 rudder propellers",,,21,,,,,,
,RB-225,Harbor Tug,91th Ship Repair Plant,,https://www.kchf.ru/eng/ship/auxiliary/rb225.htm,"Harbor 
Tug RB-225 Project 737K",168,192,"24,4","7,22","2,1",9,,,"2x300 hp diesels, 2 cycloidal propulsion units",,,4,,,,,,
,RK-735,Harbor Boat,91th Ship Repair Plant,,,,,,,,,,,,,,,,,,,,,
,Donuzlav,Hydrographic Ship,176th Expeditionary Oceanographic Ship Division,,https://www.kchf.ru/eng/ship/hydrographic/donuzlav.htm,"Hydrographic 
Survey Vessel Donuzlav Project 862/II / Yug Class",1892,2499,"82,53","13,5","3,96","15,9","8650 nmi (13 knots), 6697 nmi (15,9 knots)",40,"2x2200 hp Cegielski-Sulzer 12AB25/30 diesels, 2x143 hp mSS5e electric motors, 2 controllable pitch propellers, 4x480 kW diesel-generators, 1x220 kW diesel-generator",,"2 Donnavigation radars, IFF Khrom-K, Rumb radio direction finder, MG-13 underwater communication station, MG-26 Khosta underwater communication station",58+12 (4 officers),,,,,,
,Cheleken,Hydrographic Ship,176th Expeditionary Oceanographic Ship Division,,https://www.kchf.ru/eng/ship/hydrographic/cheleken.htm,"Hydrographic 
Survey Vessel Cheleken Project 861 / Moma Class",1200,"1542,6","73,32","10,8","3,85","17,3","8900 nmi (10,93 knots), 4750 nmi (17,3 knots)",35,"2x1800 hp Zgoda-Sulzer 6TD-48 diesels, 2 controllable pitch propellers, 3x259 kW 5BAH22 diesel-generators, 1x52 kW S324M diesel-generator",,"2 Don navigation radars, ARP-50R radio direction finder, MG-13 underwater communication station, MG-26 Khosta underwater communication station",45+10,,,,,,
,Stvor,Hydrographic Ship,176th Expeditionary Oceanographic Ship Division,,https://www.kchf.ru/eng/ship/hydrographic/stvor.htm,"Hydrographic 
Survey Vessel Stvor Project 862/II / Yug Class",1892,2499,"82,53","13,5","3,96","15,9","8650 nmi (13 knots), 6697 nmi (15,9 knots)",40,"2x2200 hp Cegielski-Sulzer 12AB25/30 diesels, 2x143 hp mSS5e electric motors, 2 controllable pitch propellers, 4x480 kW diesel-generators, 1x220 kW diesel-generator",,"2 Donnavigation radars, IFF Khrom-K, Rumb radio direction finder, MG-13 underwater communication station, MG-26 Khosta underwater communication station",58+12 (4 officers),,,,,,
,GS-86,Hydrographic Ship,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/hydrographic/gs86.htm,"Small 
Hydrographic Survey Vessel GS-86  Project 872/II / Finik Class",939,1190,"61,33","10,81","3,24","13,37","4356 nmi (11,82 knots), 3045 nmi (13,37 knots)",15,"2x960 hp Cegielski-Sulzer 6AL25/30 diesels, 2x143 hp electric motors mSS5e, 2 controllable pitch propellers, 3x180 kW diesel-generators",,"2 Mius navigation radars, Rumb radio direction finder",27+9,,,,,,
,BGK-22,Large Hydrographic Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/bgk22.htm,"Large 
Hydrographic Boat BGK-22 Project 572",76,"110,6","25,23","5,96","2,07","10,5","1000 nmi (10,5 knots), 1200 nmi (10 knots)",5,"1x150 hp 6ChSP18/22 diesel, 1 fixed pitch propeller, 1x13,3 kW diesel generator, 1x1,57 kW diesel generator",,,13,,,,,,
,BGK-889,Large Hydrographic Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/bgk889.htm,"Large 
Hydrographic Boat BGK-889 Project 1896",96,126,"28,58","5,41","1,79 (max – 1,98)","11,85","1600 nmi (9,76 knots), 1100 nmi (11,85 knots)",10,"1x450 hp 6ChSP23/30 diesel, 1 fixed pitch propeller, 2 diesel-generators x25 kW, 1 diesel-generator x12 kW, 1 diesel-generator x12 kW",,Mius navigation radar,14+4,,,,,,
,BGK-2150 Yury Belov,Large Hydrographic Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/bgk2150.htm,"Large 
Hydrographic Boat BGK-2150 Project 19920",279,320,"36,44","7,8","2,1","11,5",1000 nmi (11 knots),10,"2x337 hp NHD diesels, 2 azimuth thrusters, 1 bow thruster, 2x80 kW DGA-80-VA2-MPS diesel-generators",,,11,,,,,,
,Alexander Firsov,Large Hydrographic Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/alexander_firsov.htm,"Large 
Hydrographic Boat Alexander Firsov Project 19920",,150,"24,2","8,5","1,4","11,5",600 nmi,3,"2x380 hp diesels, 2 fixed pitch propellers, 1 bow thruster",,,9,,,,,,
,Vladimir Kozitsky,Large Hydrographic Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/vladimir_kozitsky.htm,"Large 
Hydrographic Boat Vladimir Kozitsky Project 23040G","177,1","223,2","33,21","6,8","1,6","12,7",2000 nmi (12 kts),10,"2x337 hp diesels, 2 fixed pitch propellers, 1 bow thruster",,,9,,,,,,
,MGK-352,Small Hydrographic Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/mgk352.htm,"Small 
Hydrographic Boat MGK-352 Project 1403A","7,96","8,52","11,25","3,3","0,73","13,8","150 nmi (13,8 knots)",1,"1x235 hp P3D6N-250 diesel, 1 pump-jet",,,3+6,,,,,,
,MGK-675,Small Hydrographic Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/mgk675.htm,"Small 
Hydrographic Boat MGK-675 Project 727M","4,9","6,1","9,3","2,74","0,64","8,1","128 nmi (7 knots), 100 nmi (8,1 knots)",1,"1x95 hp SW400/M2 diesel, 1 fixed pitch propeller",,,3+3,,,,,,
,MGK-1002,Small Hydrographic Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/mgk1002.htm,"Small 
Hydrographic Boat MGK-1002 Project 1403A","7,96","8,52","11,25","3,3","0,73","13,8","150 nmi (13,8 knots)",1,"1x235 hp P3D6N-250 diesel, 1 pump-jet",,,3+6,,,,,,
,MGK-1074,Small Hydrographic Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/mgk1074.htm,"Small 
Hydrographic Boat MGK-1074 Project 16380","4,6","5,4","9,09","2,9","0,75",8,"170 nmi (7 knots), 160 nmi (8 knots)",1,"1x55 hp 6ChSP9,5/11-2 diesel, 1 fixed pitch propeller",,,3+4,,,,,,
,MGK-1099,Small Hydrographic Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/mgk1099.htm,"Small 
Hydrographic Boat MGK-1099 Project 1403A","7,96","8,52","11,25","3,3","0,73","13,8","150 nmi (13,8 knots)",1,"1x235 hp P3D6N-250 diesel, 1 pump-jet",,,3+6,,,,,,
,RK-214,Harbor Boat,47th Hydrographic Area,,https://www.kchf.ru/eng/ship/boats/rk214.htm,"Boat 
RK-214 Project 13901","2,45","3,2","7,8","2,5","0,8",13,100 nm,,"1x55 hp 6ChSP9,5/11 diesel, 1 fixed pitch propeller",,,1,,,,,6,
,Koyda,Seagoing Medium Tanker,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/koyda.htm,"Replenishment Oiler Koyda
Project 577 / Uda Class",2910,7240,"121,9",16,"6,51","17,7",4000 nmi (15 knots),30,"2x4500 hp 58D diesels, 2 fixed pitch propellers, 2x300 kW diesel generators, 3x100 kW diesel generators, 1x25 kW diesel generator",2x4 57 mm ZIF-75 – 2 MR-103 Bars Fire control system – then removed,"MR-302 Rubka air/surface search radar, Neptunenavigation radar",75,,,,,3600,
,Victor Cherokov,Trial Ship,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/victor_cherokov.htm,"Testing 
Vessel Victor Cherokov Project 20360OS",1540,1985,"61,5","15,8","3,5","10,5",3000 nmi,10,"2x600 hp Deutz F8M1015MC electric motors, 2 fixed pitch propellers, 1 bow thruster, 3x318 kW diesel generators",2x1 torpedo tubes 1x2 torpedo tubes,,23,,,,,,
,OS-114,Trials Ship,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/os114.htm,"Trials 
ship OS-114 Project 1824 / Muna Class",,753,"51,45","8,42","3,22","11,5","4950 nmi (9,3 knots), 2240 nmi (11,4 knots)",15,"1x600 hp 6LH-30.50-3 diesel, 1 fixed pitch propeller in rotating nozzle, 2x50 kW diesel-generators",1x1 533 mm torpedo underwater tube 1x1 400 mm torpedo underwater tube,Don navigation radar,22,,,,,,
,OS-138,Trials Ship,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/os138.htm,"Trials 
ship OS-138 Project 1236",870,943,"71,7","9,4","2,5",16,2500 nmi (12 knots),10,"2x2000 hp 40D diesels, 2 fixed pitch propellers",2x1 533 mm torpedo tubes 1x1 400 mm torpedo tube 2 torpedo-launching collars,Don-2 navigation radar,30,,,,,,
,SR-59,Degaussing Ship,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/sr59.htm,"Degaussing 
Ship SR-59 Project 130 / Bereza Class",1811,2096,"69,5","13,8","3,98","13,6","1200 nmi (10 knots), 1000 nmi (13,6 knots)",30,"2x1470 hp Zgoda-Sulzer AL25D diesels, 2 variable pitch propellers, 2x384 kW diesel generators, 1x180 kW diesel generator",,Kivach navigation radar,45,,,,,,
,KIL-25,Crane Ship,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/kil25.htm,"Mooring/Buoy 
Tender KIL-25 Project 419 / Sura Class",2260,"3151,4","87,3","14,8","5,01","13,2",4000 nmi (10 knots),20,"2x885 hp electric motors, 2 fixed pitch propellers, 4x412 kW diesel generators, 2x408 kW diesel generators, 1x270 kW diesel generator, 1x67 kW diesel generator",,Don navigation radar,45,,,,,,
,MB-31,Seagoing Tug,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/mb31.htm,"Seagoing 
Tug MB-31 Project 745 / Sorum class",1092,1452,"56,5","12,64","4,47","13,2",6200 nmi (13 knots),40,"2x1500 hp PG-950/170M electric motors, 2x1000 kW DGR-1000/750 diesel-generators, 2x100 kW diesel-generators, 1 fixed pitch propeller in rotating nozzle",,2 Don navigation radars,35,,,,"2 fire monitors, 1500 m3/h water pumps",,
,VM-911,Diving Tender,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/rescue/vm911.htm,"Seagoing 
Diving Vessel VM-911 Project 535 / Yelva Class",279,298,"40,9","8,1","2,07","12,5",1500 nmi (10 knots),10,"2x300 hp 3D12 diesels, 2 fixed pitch propellers, 2x50 kW diesel generators, 1x25 kW diesel generator",,,30,,,,2 diving complexes (1 pressure chamber)  60 m,,
,TL-278,Torpedo Retriever,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/boats/tl278.htm,"Torpedo Retriever TL-278
Project 1388 / Shelon Class",269,310,"48,6",9,"2,22","28,7","1250 nmi (15,5 knots), 1116 nmi (28,7 knots)",8,"2x5000 hp M-504B diesels, 2 fixed propellers, 2 D6-150AF-2 diesel-generators x150 kW",,"Mius navigation radar, MG-329 Sheksna sonar",20,6-8 533 mm torpedoes,,,,,
,RB-44,Harbor Tug,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/rb44.htm,"Harbor 
Tug RB-44 Project 737L",168,192,"24,4","7,22","2,1",9,,,"2x300 hp diesels, 2 cycloidal propulsion units",,,4,,,,,,
,RB-237,Harbor Tug,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/rb237.htm,"Harbor 
Tug RB-237 Project 737K",168,192,"24,4","7,22","2,1",9,,,"2x300 hp diesels, 2 cycloidal propulsion units",,,4,,,,,,
,BGK-774,Large Hydrographic Boat,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/boats/bgk774.htm,"Large 
Hydrographic Boat BGK-774 Project 1896",96,126,"28,58","5,41","1,79 (max – 1,98)","11,85","1600 nmi (9,76 knots), 1100 nmi (11,85 knots)",10,"1x450 hp 6ChSP23/30 diesel, 1 fixed pitch propeller, 2 diesel-generators x25 kW, 1 diesel-generator x12 kW, 1 diesel-generator x12 kW",,Donets-2 navigation radar,14+4,,,,,,
,PK-79050,Floating Crane,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/pk79050.htm,"Self-Propelled 
Floating Crane PK-79050 Project 771",1200,1524,"40,2",20,"2,03","4,7",267 nmi,,"2 electric motors, 2 fixed pitch propellers",,,,,,,,50,
,UTS-150,Training Station,58th Auxiliary Ship Group Feodosia,,,,,,,,,,,,,,,,,,,,,
,PMR-71,Non-self-propelled Floating Workshop,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/pmr71.htm,"Non-Self-Propelled 
Floating Workshop PMR-71 Project 889A",1254,1354,"67,5","13,4","1,8",Non-self-propelled,,,"2x150 kW DGR-150/750 diesel-generators, 1x25 kW DGA-25-9M diesel-generator",,,,,,,,,
,MUS-491,Oil Skimmer,58th Auxiliary Ship Group Feodosia,,https://www.kchf.ru/eng/ship/auxiliary/mus491.htm,"Oil 
Skimmer MUS-491 Project 1515","24,7","39,12","20,7","4,68","1,54","3,3",,3,"1x115 hp K171-M diesel, 1 rudder propeller",,,2,,,,,,15
,Professor Nikolay Muru,Rescue Tug,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/professor_muru.htm,,1200,1670,57,14,"3,2",14,,20,"2x2720 hp KL6538-AS06 electric motors, 2 azipods, 2 bow thrusters, 3x1520 kW diesel-generators, 2x200 kW diesel-generators, 2x100 kW diesel-generators",,,26+36,,,,"1 ARS-600 var.1, 1ARS-600 var.2 1 Falcon-1000 underwater ROV 1 dive complex (1 pressure chamber) - 60 m, 3x500 m3/h fire monitors",,
,Capitan Gurev,Rescue Tug,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/kapitan_gurev.htm,,1200,1670,57,14,"3,2",14,,20,"2x2720 hp KL6538-AS06 electric motors, 2 azipods, 2 bow thrusters, 3x1520 kW diesel-generators, 2x200 kW diesel-generators, 2x100 kW diesel-generators",,,26+36,,,,"1 dive complex (1 pressure chamber) - 60 m, 3x500 m3/h fire monitors",,
,SB-742,Rescue Tug,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/sb742.htm,,1200,1670,57,14,"3,2",14,,20,"2x2720 hp KL6538-AS06 electric motors, 2 azipods, 2 bow thrusters, 3x1520 kW diesel-generators, 2x200 kW diesel-generators, 2x100 kW diesel-generators",,,26+36,,,,"1 dive complex (1 pressure chamber) - 60 m, 3x500 m3/h fire monitors",,
,SB-4,Rescue Tug,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/sb4.htm,"Salvage 
Tug SB-4 Project 733S / Okhtenskiy class",759,934,"47,3","10,3","4,2","13,2","8000 nmi (11 knots), 6000 nmi (13 knots)",25,"1x1900 hp PG-150/60 electric motor, 1 fixed pitch propeller in rotating nozzle, 2x1000 kW 5D-50 diesel generators, 2x20 kW diesel generators",,,51,,,,"2x120 m3/h fire monitors, 1000 m3/h water pumps",,
,VM-86,Diving Tender,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/vm86.htm,"Seagoing 
Diving Vessel VM-86 Project 522 / Niryat Class",92,119,"28,58","5,5","1,73","12,2","1760 nmi (10 knots), 1242 nmi (11,5 knots), 850 nmi (12,2 knots)",10,"1x450 hp 6ChSP23/30 diesel, 1 fixed pitch propeller, 1x12,5 kW DG-13 diesel generator, 1x6,5 kW DG-10 diesel generator",,,22 (7 divers),,,,1 diving complex (1 pressure chamber)  60 m,,
,VM-108,Diving Tender,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/vm108.htm,"Seagoing 
Diving Vessel VM-108 Project 522 / Niryat Class",92,119,"28,58","5,5","1,73","12,2","1760 nmi (10 knots), 1242 nmi (11,5 knots), 850 nmi (12,2 knots)",10,"1x450 hp 6ChSP23/30 diesel, 1 fixed pitch propeller, 1x12,5 kW DG-13 diesel generator, 1x6,5 kW DG-10 diesel generator",,,22 (7 divers),,,,1 diving complex (1 pressure chamber)  60 m,,
,RVK-762,Diving Boat,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/rvk762.htm,"Diving 
Boat RVK-762 Project 23040",100,118,"28,09","5,56","1,5","13,7",200 nmi (10 knots),5,"2x600 hp diesels, 2 fixed pitch propellers, 1 bow thruster, 2x80 kW diesel-generatros, 1x20 kW diesel-generator",,,8,,,,1 diving complex (1 hyperbaric chamber)  60 meters,,
,RVK-764,Diving Boat,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/rvk764.htm,"Diving 
Boat RVK-764 Project 23040",100,118,"28,09","5,56","1,5","13,7",200 nmi (10 knots),5,"2x600 hp diesels, 2 fixed pitch propellers, 1 bow thruster, 2x80 kW diesel-generatros, 1x20 kW diesel-generator",,,8,,,,1 diving complex (1 hyperbaric chamber)  60 meters,,
,RVK-767,Diving Boat,314th Rescue Ship Squad Novorossiysk,,https://www.kchf.ru/eng/ship/rescue/rvk767.htm,"Diving 
Boat RVK-767 Project 23040",100,118,"28,09","5,56","1,5","13,7",200 nmi (10 knots),5,"2x600 hp diesels, 2 fixed pitch propellers, 1 bow thruster, 2x80 kW diesel-generatros, 1x20 kW diesel-generator",,,8,,,,1 diving complex (1 hyperbaric chamber)  60 meters,,
