"Adjusted Grade","New?","Other Location Code in LCGMS","School Name","SED Code","Location Code","District","Latitude","Longitude","Address (Full)","City","Zip","Grades","Grade Low","Grade High","Community School?","Economic Need Index","School Income Estimate","Percent ELL","Percent Asian","Percent Black","Percent Hispanic","Percent Black / Hispanic","Percent White","Student Attendance Rate","Percent of Students Chronically Absent","Rigorous Instruction %","Rigorous Instruction Rating","Collaborative Teachers %","Collaborative Teachers Rating","Supportive Environment %","Supportive Environment Rating","Effective School Leadership %","Effective School Leadership Rating","Strong Family-Community Ties %","Strong Family-Community Ties Rating","Trust %","Trust Rating","Student Achievement Rating","Average ELA Proficiency","Average Math Proficiency","Grade 3 ELA - All Students Tested","Grade 3 ELA 4s - All Students","Grade 3 ELA 4s - American Indian or Alaska Native","Grade 3 ELA 4s - Black or African American","Grade 3 ELA 4s - Hispanic or Latino","Grade 3 ELA 4s - Asian or Pacific Islander","Grade 3 ELA 4s - White","Grade 3 ELA 4s - Multiracial","Grade 3 ELA 4s - Limited English Proficient","Grade 3 ELA 4s - Economically Disadvantaged","Grade 3 Math - All Students tested","Grade 3 Math 4s - All Students","Grade 3 Math 4s - American Indian or Alaska Native","Grade 3 Math 4s - Black or African American","Grade 3 Math 4s - Hispanic or Latino","Grade 3 Math 4s - Asian or Pacific Islander","Grade 3 Math 4s - White","Grade 3 Math 4s - Multiracial","Grade 3 Math 4s - Limited English Proficient","Grade 3 Math 4s - Economically Disadvantaged","Grade 4 ELA - All Students Tested","Grade 4 ELA 4s - All Students","Grade 4 ELA 4s - American Indian or Alaska Native","Grade 4 ELA 4s - Black or African American","Grade 4 ELA 4s - Hispanic or Latino","Grade 4 ELA 4s - Asian or Pacific Islander","Grade 4 ELA 4s - White","Grade 4 ELA 4s - Multiracial","Grade 4 ELA 4s - Limited English Proficient","Grade 4 ELA 4s - Economically Disadvantaged","Grade 4 Math - All Students Tested","Grade 4 Math 4s - All Students","Grade 4 Math 4s - American Indian or Alaska Native","Grade 4 Math 4s - Black or African American","Grade 4 Math 4s - Hispanic or Latino","Grade 4 Math 4s - Asian or Pacific Islander","Grade 4 Math 4s - White","Grade 4 Math 4s - Multiracial","Grade 4 Math 4s - Limited English Proficient","Grade 4 Math 4s - Economically Disadvantaged","Grade 5 ELA - All Students Tested","Grade 5 ELA 4s - All Students","Grade 5 ELA 4s - American Indian or Alaska Native","Grade 5 ELA 4s - Black or African American","Grade 5 ELA 4s - Hispanic or Latino","Grade 5 ELA 4s - Asian or Pacific Islander","Grade 5 ELA 4s - White","Grade 5 ELA 4s - Multiracial","Grade 5 ELA 4s - Limited English Proficient","Grade 5 ELA 4s - Economically Disadvantaged","Grade 5 Math - All Students Tested","Grade 5 Math 4s - All Students","Grade 5 Math 4s - American Indian or Alaska Native","Grade 5 Math 4s - Black or African American","Grade 5 Math 4s - Hispanic or Latino","Grade 5 Math 4s - Asian or Pacific Islander","Grade 5 Math 4s - White","Grade 5 Math 4s - Multiracial","Grade 5 Math 4s - Limited English Proficient","Grade 5 Math 4s - Economically Disadvantaged","Grade 6 ELA - All Students Tested","Grade 6 ELA 4s - All Students","Grade 6 ELA 4s - American Indian or Alaska Native","Grade 6 ELA 4s - Black or African American","Grade 6 ELA 4s - Hispanic or Latino","Grade 6 ELA 4s - Asian or Pacific Islander","Grade 6 ELA 4s - White","Grade 6 ELA 4s - Multiracial","Grade 6 ELA 4s - Limited English Proficient","Grade 6 ELA 4s - Economically Disadvantaged","Grade 6 Math - All Students Tested","Grade 6 Math 4s - All Students","Grade 6 Math 4s - American Indian or Alaska Native","Grade 6 Math 4s - Black or African American","Grade 6 Math 4s - Hispanic or Latino","Grade 6 Math 4s - Asian or Pacific Islander","Grade 6 Math 4s - White","Grade 6 Math 4s - Multiracial","Grade 6 Math 4s - Limited English Proficient","Grade 6 Math 4s - Economically Disadvantaged","Grade 7 ELA - All Students Tested","Grade 7 ELA 4s - All Students","Grade 7 ELA 4s - American Indian or Alaska Native","Grade 7 ELA 4s - Black or African American","Grade 7 ELA 4s - Hispanic or Latino","Grade 7 ELA 4s - Asian or Pacific Islander","Grade 7 ELA 4s - White","Grade 7 ELA 4s - Multiracial","Grade 7 ELA 4s - Limited English Proficient","Grade 7 ELA 4s - Economically Disadvantaged","Grade 7 Math - All Students Tested","Grade 7 Math 4s - All Students","Grade 7 Math 4s - American Indian or Alaska Native","Grade 7 Math 4s - Black or African American","Grade 7 Math 4s - Hispanic or Latino","Grade 7 Math 4s - Asian or Pacific Islander","Grade 7 Math 4s - White","Grade 7 Math 4s - Multiracial","Grade 7 Math 4s - Limited English Proficient","Grade 7 Math 4s - Economically Disadvantaged","Grade 8 ELA - All Students Tested","Grade 8 ELA 4s - All Students","Grade 8 ELA 4s - American Indian or Alaska Native","Grade 8 ELA 4s - Black or African American","Grade 8 ELA 4s - Hispanic or Latino","Grade 8 ELA 4s - Asian or Pacific Islander","Grade 8 ELA 4s - White","Grade 8 ELA 4s - Multiracial","Grade 8 ELA 4s - Limited English Proficient","Grade 8 ELA 4s - Economically Disadvantaged","Grade 8 Math - All Students Tested","Grade 8 Math 4s - All Students","Grade 8 Math 4s - American Indian or Alaska Native","Grade 8 Math 4s - Black or African American","Grade 8 Math 4s - Hispanic or Latino","Grade 8 Math 4s - Asian or Pacific Islander","Grade 8 Math 4s - White","Grade 8 Math 4s - Multiracial","Grade 8 Math 4s - Limited English Proficient","Grade 8 Math 4s - Economically Disadvantaged"
,,,"P.S. 102 JACQUES CARTIER","310400010102","04M102",4,40.79495,-73.938295,"315 E 113TH ST NEW YORK, NY 10029","NEW YORK","10029","PK,0K,01,02,03,04,05","PK","05","No",0.833,"$29,590.37 ",12%,8%,30%,55%,85%,4%,91%,35%,86%,"Approaching Target",78%,"Approaching Target",84%,"Approaching Target",68%,"Approaching Target",87%,"Meeting Target",88%,"Meeting Target","Meeting Target",2.32,2.39,51,4,0,1,1,1,0,0,0,2,51,6,0,1,2,3,0,0,0,5,39,7,0,1,3,0,0,0,0,6,39,9,0,1,4,0,0,0,0,8,31,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX","310400010108","04M108",4,40.795035,-73.947872,"1615 MADISON AVE NEW YORK, NY 10029","NEW YORK","10029","PK,0K,01,02,03,04,05,06,07,08","PK","08","No",0.843,"$27,911.28 ",13%,5%,28%,64%,92%,1%,91%,34%,87%,"Approaching Target",80%,"Approaching Target",86%,"Approaching Target",67%,"Approaching Target",83%,"Approaching Target",86%,"Meeting Target","Meeting Target",2.29,2.31,46,2,0,0,1,0,0,0,0,2,46,8,0,0,7,0,0,0,1,7,46,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,50,1,0,0,0,1,0,0,0,0,49,7,0,1,1,5,0,0,0,4,86,2,0,0,2,0,0,0,0,1,86,0,0,0,0,0,0,0,0,0,84,2,0,0,0,0,0,0,0,2,81,1,0,0,0,0,0,0,0,1,86,8,0,2,4,0,0,0,0,5,85,0,0,0,0,0,0,0,0,0
,,,"P.S. 146 ANN M. SHORT","310400010146","04M146",4,40.7897,-73.939094,"421 E 106TH ST NEW YORK, NY 10029","NEW YORK","10029","PK,0K,01,02,03,04,05","PK","05","No",0.903,"$29,414.74 ",19%,3%,26%,68%,94%,2%,92%,29%,77%,"Approaching Target",71%,"Approaching Target",80%,"Approaching Target",65%,"Approaching Target",90%,"Meeting Target",84%,"Meeting Target","Meeting Target",2.14,2.19,47,0,0,0,0,0,0,0,0,0,47,2,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,63,3,0,0,1,0,0,0,1,3,32,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 155 WILLIAM PACA","310400010155","04M155",4,40.797495,-73.936193,"319 E 117TH ST NEW YORK, NY 10035","NEW YORK","10035","PK,0K,01,02,03,04,05","PK","05","No",0.902,"$27,577.94 ",40%,2%,11%,87%,97%,0%,93%,25%,84%,"Approaching Target",79%,"Approaching Target",91%,"Meeting Target",74%,"Approaching Target",85%,"Meeting Target",79%,"Approaching Target","Meeting Target",2.16,2.17,47,2,0,0,1,0,0,0,0,2,48,2,0,0,1,0,0,0,1,2,39,3,0,0,0,0,0,0,0,3,39,6,0,0,0,0,0,0,0,6,45,0,0,0,0,0,0,0,0,0,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 171 PATRICK HENRY","310400010171","04M171",4,40.792304,-73.951449,"19 E 103RD ST NEW YORK, NY 10029","NEW YORK","10029","PK,0K,01,02,03,04,05,06,07,08","PK","08","No",0.751,"$31,078.32 ",3%,5%,25%,63%,89%,4%,94%,19%,92%,"Exceeding Target",83%,"Meeting Target",95%,"Exceeding Target",71%,"Approaching Target",87%,"Meeting Target",89%,"Meeting Target","Exceeding Target",2.85,3.08,67,6,0,2,3,0,0,0,0,3,67,23,0,6,13,0,0,0,0,13,75,8,0,1,5,0,0,0,0,4,75,12,0,1,9,0,0,0,0,6,51,9,0,0,8,0,0,0,0,5,51,16,0,0,9,0,0,0,0,9,89,27,0,6,16,0,0,0,0,12,88,42,0,13,22,0,0,0,0,21,91,18,0,2,15,0,0,0,0,11,91,24,0,2,17,0,0,0,0,15,89,20,0,4,13,0,0,0,0,10,89,29,0,2,23,0,0,0,0,18
,,,"THE BILINGUAL BICULTURAL SCHOOL","310400010182","04M182",4,40.79313,-73.941812,"219 E 109TH ST NEW YORK, NY 10029","NEW YORK","10029","0K,01,02,03,04,05","0K","05","No",0.859,"$31,668.33 ",36%,1%,7%,91%,99%,0%,94%,18%,93%,"Approaching Target",85%,"Approaching Target",91%,"Meeting Target",60%,"Not Meeting Target",84%,"Approaching Target",80%,"Approaching Target","Meeting Target",2.37,2.71,60,1,0,0,0,0,0,0,0,0,62,6,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0,0,0,48,7,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 206 JOSE CELSO BARBOSA","310400010206","04M206",4,40.796906,-73.929978,"508 E 120TH ST NEW YORK, NY 10035","NEW YORK","10035","03,04,05","03","05","No",0.817,"$27,376.45 ",14%,4%,26%,61%,87%,6%,93%,25%,83%,"Approaching Target",85%,"Meeting Target",85%,"Meeting Target",80%,"Meeting Target",82%,"Approaching Target",91%,"Meeting Target","Meeting Target",2.36,2.54,89,2,0,0,1,0,0,0,0,2,89,10,0,2,3,0,3,0,2,8,90,8,0,2,5,0,0,0,0,5,91,11,0,2,8,0,0,0,0,9,71,3,0,1,2,0,0,0,0,2,73,6,1,1,1,0,0,0,0,4,50,5,0,2,2,0,0,0,0,2,50,4,0,1,3,0,0,0,0,3,61,2,0,0,2,0,0,0,0,2,61,2,0,0,1,0,0,0,1,2,55,3,0,0,1,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0
,,,"M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS","310400010224","04M224",4,40.785027,-73.942008,"410 E 100TH ST NEW YORK, NY 10029","NEW YORK","10029","06,07,08","06","08","No",0.708,"N/A",2%,5%,36%,51%,87%,7%,93%,23%,88%,"Meeting Target",88%,"Exceeding Target",86%,"Meeting Target",80%,"Meeting Target",79%,"Approaching Target",88%,"Meeting Target","Meeting Target",2.64,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,3,0,0,0,0,2,46,8,0,0,5,0,0,0,0,6,42,5,0,2,2,0,0,0,0,1,43,2,0,0,1,0,0,0,0,0,60,3,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
,,,"ESPERANZA PREPARATORY ACADEMY","310400010372","04M372",4,40.79259,-73.942119,"240 E 109TH ST NEW YORK, NY 10029","NEW YORK","10029","06,07,08,09,10,11,12","06","12","No",0.836,"N/A",28%,1%,15%,82%,97%,2%,91%,35%,87%,"Exceeding Target",77%,"Approaching Target",84%,"Meeting Target",72%,"Approaching Target",77%,"Approaching Target",85%,"Approaching Target","Meeting Target",2.19,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,74,1,0,0,1,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,86,4,0,0,2,0,0,0,0,4,88,1,0,0,1,0,0,0,0,1
,,,"MOSAIC PREPARATORY ACADEMY","310400010375","04M375",4,40.796046,-73.944549,"141 E 111TH ST NEW YORK, NY 10029","NEW YORK","10029","PK,0K,01,02,03,04,05","PK","05","No",0.917,"$29,237.20 ",9%,5%,41%,50%,91%,1%,92%,27%,89%,"Meeting Target",86%,"Exceeding Target",89%,"Meeting Target",75%,"Approaching Target",86%,"Meeting Target",86%,"Approaching Target","Meeting Target",2.23,2.25,39,0,0,0,0,0,0,0,0,0,39,1,0,1,0,0,0,0,0,0,36,1,0,0,1,0,0,0,0,0,36,1,0,0,1,0,0,0,0,0,41,1,0,0,1,0,0,0,0,1,41,5,0,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"RENAISSANCE SCHOOL OF THE ARTS","310400010377","04M377",4,40.797495,-73.936193,"319 E 117TH ST NEW YORK, NY 10035","NEW YORK","10035","06,07,08","06","08","Yes",0.865,"N/A",10%,1%,45%,53%,98%,1%,90%,32%,89%,"Approaching Target",93%,"Meeting Target",88%,"Meeting Target",89%,"Meeting Target",90%,"Exceeding Target",95%,"Exceeding Target","Meeting Target",2.32,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,1,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,49,3,0,1,0,0,0,0,0,2,49,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
,,,"GLOBAL TECHNOLOGY PREPARATORY","310400010406","04M406",4,40.800631,-73.939323,"160 E 120TH ST NEW YORK, NY 10035","NEW YORK","10035","06,07,08","06","08","No",0.85,"N/A",11%,3%,40%,56%,97%,1%,95%,15%,89%,"Approaching Target",99%,"Exceeding Target",88%,"Meeting Target",96%,"Exceeding Target",81%,"Meeting Target",94%,"Meeting Target","Exceeding Target",2.27,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,1,0,48,3,0,0,1,0,0,0,0,2,48,7,0,0,2,0,0,0,0,3
,,,"CENTRAL PARK EAST I","310400010497","04M497",4,40.793747,-73.948572,"1573 MADISON AVE NEW YORK, NY 10029","NEW YORK","10029","PK,0K,01,02,03,04,05","PK","05","No",0.383,"$47,895.96 ",1%,9%,20%,29%,49%,28%,95%,14%,100%,"Meeting Target",97%,"Exceeding Target",98%,"Exceeding Target",95%,"Exceeding Target",96%,"Exceeding Target",94%,"Exceeding Target","Approaching Target",2.67,2.58,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"YOUNG WOMEN'S LEADERSHIP SCHOOL","310400011610","04M610",4,40.792935,-73.947168,"105 E 106TH ST NEW YORK, NY 10029","NEW YORK","10029","06,07,08,09,10,11,12","06","12","No",0.722,"N/A",2%,9%,25%,60%,85%,4%,95%,16%,90%,"Exceeding Target",97%,"Exceeding Target",87%,"Meeting Target",92%,"Exceeding Target",72%,"Approaching Target",94%,"Exceeding Target","Meeting Target",2.69,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,5,0,0,0,0,7,44,2,0,0,0,0,0,0,0,1,42,6,0,0,4,0,0,0,0,0,42,4,0,0,1,0,0,0,0,0,45,5,0,3,2,0,0,0,0,5,45,3,0,2,1,0,0,0,0,3
,,,"ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE","310400010825","04M825",4,40.794167,-73.932694,"260 PLEASANT AVE NEW YORK, NY 10029","NEW YORK","10029","06,07,08,SE","06","08","No",0.842,"N/A",9%,5%,29%,64%,94%,1%,93%,23%,84%,"Approaching Target",87%,"Approaching Target",85%,"Meeting Target",84%,"Meeting Target",80%,"Meeting Target",92%,"Meeting Target","Meeting Target",2.24,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,2,0,0,0,0,0,0,53,5,0,0,1,0,0,0,0,0,75,5,0,2,1,0,0,0,0,5,77,1,0,0,0,0,0,0,0,1,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0
,,,"CENTRAL PARK EAST II","310400010964","04M964",4,40.792304,-73.951449,"19 E 103 ST NEW YORK, NY 10029","NEW YORK","10029","0K,01,02,03,04,05,06,07,08,SE","0K","08","No",0.46,"$42,839.62 ",1%,6%,29%,31%,60%,25%,93%,18%,95%,"Exceeding Target",98%,"Exceeding Target",97%,"Exceeding Target",98%,"Exceeding Target",94%,"Exceeding Target",97%,"Exceeding Target","Meeting Target",2.96,3.08,31,6,0,0,1,0,3,0,0,2,32,10,0,0,2,0,6,0,0,1,29,7,0,1,1,0,0,3,0,1,29,6,0,1,0,0,0,2,0,1,26,2,0,0,1,0,1,0,0,0,27,6,0,1,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 030 HERNANDEZ/HUGHES","310500010030","05M030",5,40.805584,-73.935484,"144-176 E 128TH ST NEW YORK, NY 10035","NEW YORK","10035","PK,0K,01,02,03,04,05","PK","05","No",0.896,"$26,581.16 ",9%,2%,47%,47%,94%,3%,89%,40%,94%,"Meeting Target",91%,"Meeting Target",92%,"Meeting Target",83%,"Meeting Target",88%,"Meeting Target",92%,"Meeting Target","Approaching Target",2.27,2.18,33,1,0,0,0,0,0,0,0,0,33,2,0,0,1,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 036 MARGARET DOUGLAS","310500010036","05M036",5,40.810705,-73.957404,"123 MORNINGSIDE DR NEW YORK, NY 10027","NEW YORK","10027","PK,0K,01,02,03,04,05","PK","05","No",0.839,"$35,932.05 ",7%,1%,45%,51%,97%,1%,90%,44%,90%,"Approaching Target",81%,"Approaching Target",83%,"Approaching Target",72%,"Approaching Target",82%,"Approaching Target",87%,"Approaching Target","Approaching Target",2.19,2.3,54,1,0,0,1,0,0,0,0,1,53,5,0,0,3,0,0,0,0,5,54,2,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 046 ARTHUR TAPPAN","310500010046","05M046",5,40.831496,-73.936154,"2987 FREDERICK DOUGLAS BLVD NEW YORK, NY 10039","NEW YORK","10039","PK,0K,01,02,03,04,05,06","PK","06","No",0.903,"$23,035.78 ",9%,1%,50%,48%,97%,1%,90%,39%,91%,"Meeting Target",89%,"Meeting Target",85%,"Meeting Target",81%,"Meeting Target",80%,"Approaching Target",90%,"Meeting Target","Approaching Target",2.19,2.19,78,2,0,1,0,0,0,0,0,2,79,3,0,1,0,0,0,0,0,3,78,3,0,0,2,0,0,0,0,3,79,0,0,0,0,0,0,0,0,0,83,2,0,0,0,0,0,0,0,0,83,1,0,1,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,58,3,0,0,3,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,3,63,1,0,0,0,0,0,0,0,1
,,,"P.S. 092 MARY MCLEOD BETHUNE","310500010092","05M092",5,40.814949,-73.945808,"222 W 134TH ST NEW YORK, NY 10030","NEW YORK","10030","PK,0K,01,02,03,04,05","PK","05","No",0.897,"$32,865.04 ",12%,1%,61%,34%,95%,3%,90%,37%,87%,"Approaching Target",88%,"Approaching Target",91%,"Meeting Target",78%,"Meeting Target",86%,"Meeting Target",90%,"Meeting Target","Approaching Target",2.2,2.22,43,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,37,3,0,1,2,0,0,0,0,0,38,4,0,2,2,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 123 MAHALIA JACKSON","310500010123","05M123",5,40.820192,-73.944457,"301 W 140TH ST NEW YORK, NY 10030","NEW YORK","10030","PK,0K,01,02,03,04,05,06,07,08","PK","08","Yes",0.835,"$34,752.53 ",17%,2%,52%,41%,93%,4%,88%,49%,83%,"Approaching Target",72%,"Approaching Target",84%,"Approaching Target",65%,"Not Meeting Target",82%,"Approaching Target",81%,"Approaching Target","Approaching Target",2.11,2,41,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,53,3,0,3,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,51,2,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,51,2,0,2,0,0,0,0,0,2,53,1,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,56,1,0,1,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0
,,,"P.S. 125 RALPH BUNCHE","310500010125","05M125",5,40.81064,-73.955847,"425 W 123RD ST NEW YORK, NY 10027","NEW YORK","10027","0K,01,02,03,04,05","0K","05","No",0.805,"$35,891.53 ",11%,6%,43%,42%,85%,7%,91%,38%,83%,"Approaching Target",90%,"Meeting Target",96%,"Meeting Target",92%,"Exceeding Target",89%,"Meeting Target",95%,"Exceeding Target","Exceeding Target",2.81,3.12,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,0,18,4,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 129 JOHN H. FINLEY","310500010129","05M129",5,40.814981,-73.952121,"425 W 130TH ST NEW YORK, NY 10027","NEW YORK","10027","PK,0K,01,02,03,04,05,06,07,08","PK","08","No",0.854,"$31,077.89 ",11%,2%,42%,51%,93%,1%,92%,33%,90%,"Approaching Target",91%,"Approaching Target",82%,"Approaching Target",76%,"Approaching Target",81%,"Approaching Target",89%,"Meeting Target","Meeting Target",2.38,2.29,38,5,0,2,2,0,0,0,0,0,39,7,0,2,3,0,0,0,0,0,49,5,0,0,2,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,61,5,0,3,0,0,0,0,0,5,65,7,0,2,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,56,3,0,0,3,0,0,0,0,2,56,0,0,0,0,0,0,0,0,0
,,,"P.S. 133 FRED R MOORE","310500010133","05M133",5,40.809663,-73.939148,"2121 5TH AVE NEW YORK, NY 10037","NEW YORK","10037","PK,0K,01,02,03,04,05","PK","05","No",0.875,"$33,344.03 ",6%,4%,52%,37%,89%,5%,91%,34%,84%,"Approaching Target",73%,"Approaching Target",76%,"Approaching Target",47%,"Not Meeting Target",76%,"Not Meeting Target",77%,"Approaching Target","Meeting Target",2.21,2.19,24,0,0,0,0,0,0,0,0,0,24,3,0,1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
