Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2021-01-13,Monster Family 2,"To free Baba Yaga and Renfield from the clutches of Monster Hunter Mila Starr, the Wishbone Family once more transforms into a Vampire, Frankenstein's Monster, a Mummy and a Werewolf but when aided by their three pet bats, the Monster Family zooms around the world again to save their friends, make new monstrous acquaintances.",167.912,28,7.1,en,"Animation, Family",https://image.tmdb.org/t/p/original/ypT4MsOuJrrFtlGShj3DrllIHN3.jpg
2021-07-14,Gunpowder Milkshake,"In her turbulent life as a professional assassin, Sam has no choice but to go rogue to save the life of an innocent 8-year-old girl in the middle of the gang war she has unleashed.",167.503,525,6.4,en,"Action, Crime, Thriller",https://image.tmdb.org/t/p/original/5AaKulwpUtkscAokKWtLenGTfVS.jpg
1986-01-18,Beautiful Sisters: Flesh Slave,A maniac breaks into the apartment of two sisters and abuses them sexually and physically until they turn the tables.,167.255,4,4.0,ja,"Crime, Horror",https://image.tmdb.org/t/p/original/6CYAEAbXE6y3wpj1oExL0f3WNq.jpg
2021-01-22,Narco Sub,"A man will become a criminal to save his family.  Director: Shawn Welling  Writer: Derek H. Potts  Stars: Tom Vera, Tom Sizemore, Lee Majors |",166.671,183,6.7,en,"Action, Drama, Crime",https://image.tmdb.org/t/p/original/7p0O4mKYLIhU2E5Zcq9Z3vOZ4e9.jpg
2007-06-28,Harry Potter and the Order of the Phoenix,"The rebellion begins! Lord Voldemort has returned, but the Ministry of Magic is doing everything it can to keep the wizarding world from knowing the truth – including appointing Ministry official Dolores Umbridge as the new Defence Against the Dark Arts professor at Hogwarts. When Umbridge refuses to teach practical defensive magic, Ron and Hermione convince Harry to secretly train a select group of students for the wizarding war that lies ahead. A terrifying showdown between good and evil awaits in this enthralling film version of the fifth novel in J.K. Rowling’s Harry Potter series. Prepare for battle!",166.458,16081,7.7,en,"Adventure, Fantasy, Mystery",https://image.tmdb.org/t/p/original/tRoHysNFsXC2r0JiBL6iNHELut7.jpg
2015-09-09,Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",165.617,2856,6.9,en,"Crime, Thriller",https://image.tmdb.org/t/p/original/4shf5Alq4KWCKqrAAQe0JGJHYp5.jpg
2021-09-14,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",165.462,279,8.2,en,"Animation, Comedy, Mystery, Family, Fantasy",https://image.tmdb.org/t/p/original/uIdMpWrQ30SHPINsy7LcPFloyvO.jpg
2021-08-13,Descendants: The Royal Wedding,"Happily-ever-after continues for Auradon's power couple as they prepare to say ""I do"" at an epic celebration with their friends and family, but Hades threatens to ruin it all.",165.257,97,7.0,en,"TV Movie, Animation, Comedy, Family, Drama",https://image.tmdb.org/t/p/original/tK5xU4x7w9npLUYT5xZJ4RvVlsM.jpg
2019-11-20,Frozen II,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",164.81,8052,7.3,en,"Family, Animation, Adventure, Comedy, Fantasy",https://image.tmdb.org/t/p/original/mINJaa34MtknCYl5AjtNJzWj8cD.jpg
2021-08-13,Swim,"A family gets trapped in their storm flooded vacation rental, tries to escape from a hungry shark that made it's way into the house.",164.687,27,7.5,en,"Horror, Action",https://image.tmdb.org/t/p/original/pBSqH6avxduNAnXhyIkcAfcUMJ0.jpg
2021-08-27,Mutation on Mars,"In the near future, the Earth’s resources are gradually getting scarce. In order to continue the hope of survival for generations of children and grandchildren, top scientists from various countries have brought several species of animals and plants to Mars for research, hoping to improve the Martian environment through advanced science and technology to make it suitable for human habitation.",164.623,22,6.6,zh,"Drama, Science Fiction",https://image.tmdb.org/t/p/original/h4HcBZC8XMuSFBNxWu7qd34tFDI.jpg
2021-09-03,Zone 414,"In the near future on a colony of state-of-the-art robots, a private investigator is hired by the colony's creator to bring his missing daughter home.",164.567,151,5.5,en,"Science Fiction, Thriller, Mystery",https://image.tmdb.org/t/p/original/bJIq2UwwrrVP033Mk3G5paUwYnp.jpg
2011-07-07,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",163.782,16964,8.1,en,"Fantasy, Adventure",https://image.tmdb.org/t/p/original/da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg
2015-04-22,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",163.611,19473,7.3,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg
2017-10-24,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",163.564,17313,7.6,en,"Action, Adventure, Fantasy, Science Fiction",https://image.tmdb.org/t/p/original/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg
2019-09-04,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",162.984,6739,6.9,en,"Horror, Fantasy",https://image.tmdb.org/t/p/original/zfE0R94v1E8cuKAerbskfD3VfUt.jpg
1994-06-23,The Lion King,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",162.049,15064,8.3,en,"Family, Animation, Drama",https://image.tmdb.org/t/p/original/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
2021-11-18,King Richard,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",161.55,845,8.0,en,"Drama, History",https://image.tmdb.org/t/p/original/2dfujXrxePtYJPiPHj1HkAFQvpu.jpg
2021-10-21,Last Night in Soho,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",161.493,1360,7.5,en,"Thriller, Horror, Mystery",https://image.tmdb.org/t/p/original/9BzKsxBZNlqyGSpvPFqK9kTJSPV.jpg
1992-06-19,Batman Returns,"While Batman deals with a deformed man calling himself the Penguin, an employee of a corrupt businessman transforms into the Catwoman.",161.321,5075,6.9,en,"Action, Fantasy",https://image.tmdb.org/t/p/original/mnihMYFydSUDm5LMnavkaaZqYKp.jpg
2010-06-23,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",161.157,7381,6.2,en,"Adventure, Fantasy, Drama, Romance",https://image.tmdb.org/t/p/original/3mFM80dPzSqoXXuC2UMvLIRWX32.jpg
2021-09-03,Wild Indian,"Decades after covering up his classmate’s murder, Michael has moved on from his reservation and fractured past. When a man who shares his violent secret seeks vengeance, Michael goes to great lengths to protect his new life with his wife and boss from the demons of his past.",161.074,21,6.4,en,"Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/yhOpkNvgW1ZzmEpR4iqxKwKKShL.jpg
2012-03-01,Project X,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",160.9,5048,6.8,en,Comedy,https://image.tmdb.org/t/p/original/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg
2021-08-19,The Protégé,"Rescued as a child by the legendary assassin Moody and trained in the family business, Anna is the world’s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter.",160.697,531,6.6,en,Action,https://image.tmdb.org/t/p/original/o9FY8N5c8CXf22q8s4CmRRjAQJx.jpg
2021-11-05,Ida Red,"Ida Red may not survive her 20-year prison sentence for armed robbery. She turns to her son, Wyatt, for one last job and a chance to regain her freedom.",160.579,25,5.9,en,"Crime, Thriller, Drama, Action",https://image.tmdb.org/t/p/original/etMxKseW67499tUJonLNHXTF538.jpg
2013-01-14,The Haunting of Helena,"After a divorce, Sophia moves to the south of Italy with her daughter, Helena. Their new home, an apartment within an austere building of the fascist age, is a chance for them to start a new life. But inside an old storage room hides a mysterious closet and a buried secret. After the loss of Helena’s first baby tooth, a chilling obsession begins and an apparition haunts her sleep...",159.578,119,5.6,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/iB8rf8FYHGlrbmLybCo6Mpg8hNt.jpg
2020-09-30,Vanguard,Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.,159.416,395,6.3,zh,"Action, Adventure, Crime",https://image.tmdb.org/t/p/original/mKvw1Ic9enfFlCPBNJGiejRPMUO.jpg
2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",159.245,17095,7.8,en,"Adventure, Fantasy, Action",https://image.tmdb.org/t/p/original/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg
2021-07-07,"The Simpsons: The Good, the Bart, and the Loki",Loki is banished from Asgard once again and must face his toughest opponents yet: the Simpsons and Springfield’s mightiest heroes. The God of Mischief teams up with Bart Simpson in the ultimate crossover event paying tribute to the Marvel Cinematic Universe of superheroes and villains.,159.137,510,7.5,en,"Animation, Comedy, Family",https://image.tmdb.org/t/p/original/rtMdtzywcAGOrF6t8fbxJBqpdcq.jpg
2021-01-15,The Marksman,"Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins.",158.638,1118,7.0,en,"Action, Thriller, Crime",https://image.tmdb.org/t/p/original/6vcDalR50RWa309vBH1NLmG2rjQ.jpg
2021-12-15,Vicky and Her Mystery,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.",158.14,287,7.3,fr,"Adventure, Family, Drama",https://image.tmdb.org/t/p/original/u6fBXfWU7jaG0zWYiOvh1myEQC.jpg
