As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
2020-11-18,6,4,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",4,29
2020-11-18,7,6,7,Cocomelon,TV Show,,"Jun 1, 2020",59,147
2020-11-18,8,5,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",8,29
2020-11-18,9,9,-,Hometown Holiday,Movie,,"Nov 15, 2020",2,4
2020-11-18,10,7,-,American Horror Story,TV Show,,"Sep 15, 2014",4,16
2020-11-19,1,1,-,The Crown,TV Show,Yes,"Nov 4, 2016",4,40
2020-11-19,2,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",2,18
2020-11-19,3,3,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",27,250
2020-11-19,4,4,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",3,22
2020-11-19,5,5,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",7,26
2020-11-19,6,-,-,Survivor,TV Show,,"Nov 15, 2020",1,5
2020-11-19,7,7,7,Cocomelon,TV Show,,"Jun 1, 2020",60,151
2020-11-19,8,8,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",9,32
2020-11-19,9,6,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",5,31
2020-11-19,10,10,-,American Horror Story,TV Show,,"Sep 15, 2014",5,17
2020-11-20,1,1,-,The Crown,TV Show,Yes,"Nov 4, 2016",5,50
2020-11-20,2,-,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",1,9
2020-11-20,3,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",3,26
2020-11-20,4,3,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",28,257
2020-11-20,5,4,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",4,28
2020-11-20,6,5,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",8,31
2020-11-20,7,6,-,Survivor,TV Show,,"Nov 15, 2020",2,9
2020-11-20,8,7,7,Cocomelon,TV Show,,"Jun 1, 2020",61,154
2020-11-20,9,8,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",10,34
2020-11-20,10,9,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",6,32
2020-11-21,1,1,-,The Crown,TV Show,Yes,"Nov 4, 2016",6,60
2020-11-21,2,2,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",2,18
2020-11-21,3,3,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",4,34
2020-11-21,4,4,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",29,264
2020-11-21,5,5,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",5,34
2020-11-21,6,-,-,The Great British Baking Show,TV Show,,"Oct 3, 2015",12,46
2020-11-21,7,6,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",9,35
2020-11-21,8,9,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",11,37
2020-11-21,9,8,7,Cocomelon,TV Show,,"Jun 1, 2020",62,156
2020-11-21,10,7,-,Survivor,TV Show,,"Nov 15, 2020",3,10
2020-11-22,1,1,-,The Crown,TV Show,Yes,"Nov 4, 2016",7,70
2020-11-22,2,3,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",5,43
2020-11-22,3,2,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",3,26
2020-11-22,4,4,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",30,271
2020-11-22,5,5,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",6,40
2020-11-22,6,8,6,Illumination Presents The G…,Movie,,"Jun 5, 2019",12,42
2020-11-22,7,7,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",10,39
2020-11-22,8,6,8,The Great British Baking Show,TV Show,,"Oct 3, 2015",13,49
2020-11-22,9,10,-,Survivor,TV Show,,"Nov 15, 2020",4,12
2020-11-22,10,-,2,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",7,33
2020-11-23,1,1,1,The Crown,TV Show,Yes,"Nov 4, 2016",8,80
2020-11-23,2,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",6,52
2020-11-23,3,4,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",31,279
2020-11-23,4,3,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",4,33
2020-11-23,5,5,-,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",7,46
2020-11-23,6,6,4,Illumination Presents The G…,Movie,,"Jun 5, 2019",13,47
2020-11-23,7,7,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",11,43
2020-11-23,8,-,-,Christmas on the Square,Movie,Yes,"Nov 22, 2020",1,3
2020-11-23,9,9,-,Survivor,TV Show,,"Nov 15, 2020",5,14
2020-11-23,10,10,3,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",8,34
2020-11-24,1,1,1,The Crown,TV Show,Yes,"Nov 4, 2016",9,90
2020-11-24,2,3,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",32,288
2020-11-24,3,2,-,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",7,60
2020-11-24,4,4,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",5,40
2020-11-24,5,5,3,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",8,52
2020-11-24,6,7,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",12,48
2020-11-24,7,6,5,Illumination Presents The G…,Movie,,"Jun 5, 2019",14,51
2020-11-24,8,-,-,If Anything Happens I Love You,Movie,Yes,"Nov 20, 2020",1,3
2020-11-24,9,9,-,Survivor,TV Show,,"Nov 15, 2020",6,16
2020-11-24,10,-,6,Cocomelon,TV Show,,"Jun 1, 2020",63,157
2020-11-25,1,-,-,Hillbilly Elegy,Movie,Yes,"Nov 24, 2020",1,10
2020-11-25,2,1,1,The Crown,TV Show,Yes,"Nov 4, 2016",10,99
2020-11-25,3,2,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",33,296
2020-11-25,4,-,-,Hard Kill,Movie,,"Nov 23, 2020",1,7
2020-11-25,5,3,2,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",8,66
2020-11-25,6,7,8,Illumination Presents The G…,Movie,,"Jun 5, 2019",15,56
2020-11-25,7,5,4,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",9,56
2020-11-25,8,6,5,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",13,51
2020-11-25,9,4,-,The Princess Switch: Switch…,Movie,Yes,"Nov 19, 2020",6,42
2020-11-25,10,8,-,If Anything Happens I Love You,Movie,Yes,"Nov 20, 2020",2,4
2020-11-26,1,-,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",1,10
2020-11-26,2,1,-,Hillbilly Elegy,Movie,Yes,"Nov 24, 2020",2,19
2020-11-26,3,2,1,The Crown,TV Show,Yes,"Nov 4, 2016",11,107
2020-11-26,4,3,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",34,303
2020-11-26,5,4,-,Hard Kill,Movie,,"Nov 23, 2020",2,13
2020-11-26,6,6,8,Illumination Presents The G…,Movie,,"Jun 5, 2019",16,61
2020-11-26,7,5,2,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",9,70
2020-11-26,8,8,5,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",14,54
2020-11-26,9,7,4,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",10,58
2020-11-26,10,-,-,The Christmas Chronicles,Movie,Yes,"Nov 22, 2018",1,1
2020-11-27,1,1,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",2,20
2020-11-27,2,2,-,Hillbilly Elegy,Movie,Yes,"Nov 24, 2020",3,28
2020-11-27,3,5,-,Hard Kill,Movie,,"Nov 23, 2020",3,21
2020-11-27,4,4,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",35,310
2020-11-27,5,3,1,The Crown,TV Show,Yes,"Nov 4, 2016",12,113
2020-11-27,6,6,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",17,66
2020-11-27,7,10,-,The Christmas Chronicles,Movie,Yes,"Nov 22, 2018",2,5
2020-11-27,8,7,3,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",10,73
2020-11-27,9,-,-,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",1,2
2020-11-27,10,8,6,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",15,55
2020-11-28,1,1,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",3,30
2020-11-28,2,-,-,Virgin River,TV Show,Yes,"Dec 6, 2019",1,9
2020-11-28,3,2,-,Hillbilly Elegy,Movie,Yes,"Nov 24, 2020",4,36
2020-11-28,4,4,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",36,317
2020-11-28,5,5,1,The Crown,TV Show,Yes,"Nov 4, 2016",13,119
2020-11-28,6,3,-,Hard Kill,Movie,,"Nov 23, 2020",4,26
2020-11-28,7,6,8,Illumination Presents The G…,Movie,,"Jun 5, 2019",18,70
2020-11-28,8,-,6,The Great British Baking Show,TV Show,,"Oct 3, 2015",14,52
2020-11-28,9,7,-,The Christmas Chronicles,Movie,Yes,"Nov 22, 2018",3,7
2020-11-28,10,-,-,The Beast,Movie,Yes,"Nov 27, 2020",1,1
2020-11-29,1,2,-,Virgin River,TV Show,Yes,"Dec 6, 2019",2,19
2020-11-29,2,1,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",4,39
2020-11-29,3,4,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",37,325
2020-11-29,4,3,-,Hillbilly Elegy,Movie,Yes,"Nov 24, 2020",5,43
2020-11-29,5,5,1,The Crown,TV Show,Yes,"Nov 4, 2016",14,125
2020-11-29,6,7,6,Illumination Presents The G…,Movie,,"Jun 5, 2019",19,75
2020-11-29,7,10,-,The Beast,Movie,Yes,"Nov 27, 2020",2,5
2020-11-29,8,9,-,The Christmas Chronicles,Movie,Yes,"Nov 22, 2018",4,10
2020-11-29,9,6,-,Hard Kill,Movie,,"Nov 23, 2020",5,28
2020-11-29,10,-,-,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",2,3
2020-11-30,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",3,29
2020-11-30,2,2,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",5,48
2020-11-30,3,3,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",38,333
2020-11-30,4,5,1,The Crown,TV Show,Yes,"Nov 4, 2016",15,132
2020-11-30,5,7,-,The Beast,Movie,Yes,"Nov 27, 2020",3,11
2020-11-30,6,4,-,Hillbilly Elegy,Movie,Yes,"Nov 24, 2020",6,48
2020-11-30,7,6,6,Illumination Presents The G…,Movie,,"Jun 5, 2019",20,79
2020-11-30,8,9,-,Hard Kill,Movie,,"Nov 23, 2020",6,31
2020-11-30,9,8,-,The Christmas Chronicles,Movie,Yes,"Nov 22, 2018",5,12
2020-11-30,10,10,-,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",3,4
2020-12-01,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",4,39
2020-12-01,2,2,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",6,57
2020-12-01,3,-,-,The 2nd,Movie,,"Nov 30, 2020",1,8
2020-12-01,4,3,2,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",39,340
2020-12-01,5,4,1,The Crown,TV Show,Yes,"Nov 4, 2016",16,138
2020-12-01,6,7,7,Illumination Presents The G…,Movie,,"Jun 5, 2019",21,84
2020-12-01,7,6,-,Hillbilly Elegy,Movie,Yes,"Nov 24, 2020",7,52
2020-12-01,8,5,-,The Beast,Movie,Yes,"Nov 27, 2020",4,14
2020-12-01,9,10,-,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",4,6
2020-12-01,10,-,10,Cocomelon,TV Show,,"Jun 1, 2020",64,158
2020-12-02,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",5,49
2020-12-02,2,3,-,The 2nd,Movie,,"Nov 30, 2020",2,17
2020-12-02,3,2,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",7,65
2020-12-02,4,4,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",40,347
2020-12-02,5,5,2,The Crown,TV Show,Yes,"Nov 4, 2016",17,144
2020-12-02,6,-,-,Peppermint,Movie,,"Dec 1, 2020",1,5
2020-12-02,7,6,6,Illumination Presents The G…,Movie,,"Jun 5, 2019",22,88
2020-12-02,8,9,-,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",5,9
2020-12-02,9,10,-,Cocomelon,TV Show,,"Jun 1, 2020",65,160
2020-12-02,10,-,-,Rust Creek,Movie,,"Nov 30, 2020",1,1
2020-12-03,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",6,59
2020-12-03,2,6,-,Peppermint,Movie,,"Dec 1, 2020",2,14
2020-12-03,3,2,-,The 2nd,Movie,,"Nov 30, 2020",3,25
2020-12-03,4,10,-,Rust Creek,Movie,,"Nov 30, 2020",2,8
2020-12-03,5,4,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",41,353
2020-12-03,6,3,1,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",8,70
2020-12-03,7,5,3,The Crown,TV Show,Yes,"Nov 4, 2016",18,148
2020-12-03,8,-,-,Alien Worlds,TV Show,Yes,"Dec 2, 2020",1,3
2020-12-03,9,7,6,Illumination Presents The G…,Movie,,"Jun 5, 2019",23,90
2020-12-03,10,9,-,Cocomelon,TV Show,,"Jun 1, 2020",66,161
2020-12-04,1,1,-,Virgin River,TV Show,Yes,"Dec 6, 2019",7,69
2020-12-04,2,2,-,Peppermint,Movie,,"Dec 1, 2020",3,23
2020-12-04,3,-,-,Marauders,Movie,,"Dec 2, 2020",1,8
2020-12-04,4,8,-,Alien Worlds,TV Show,Yes,"Dec 2, 2020",2,10
2020-12-04,5,5,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",42,359
2020-12-04,6,9,6,Illumination Presents The G…,Movie,,"Jun 5, 2019",24,95
2020-12-04,7,7,5,The Crown,TV Show,Yes,"Nov 4, 2016",19,152
2020-12-04,8,6,1,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",9,73
2020-12-04,9,4,-,Rust Creek,Movie,,"Nov 30, 2020",3,10
2020-12-04,10,3,-,The 2nd,Movie,,"Nov 30, 2020",4,26
2020-12-05,1,-,-,Selena: The Series,TV Show,Yes,"Dec 4, 2020",1,10
2020-12-05,2,-,-,Big Mouth,TV Show,Yes,"Sep 29, 2017",1,9
2020-12-05,3,1,2,Virgin River,TV Show,Yes,"Dec 6, 2019",8,77
2020-12-05,4,2,-,Peppermint,Movie,,"Dec 1, 2020",4,30
2020-12-05,5,3,-,Marauders,Movie,,"Dec 2, 2020",2,14
2020-12-05,6,5,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",43,364
2020-12-05,7,8,1,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",10,77
2020-12-05,8,4,-,Alien Worlds,TV Show,Yes,"Dec 2, 2020",3,13
2020-12-05,9,7,5,The Crown,TV Show,Yes,"Nov 4, 2016",20,154
2020-12-05,10,-,-,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",6,10
2020-12-06,1,1,-,Selena: The Series,TV Show,Yes,"Dec 4, 2020",2,20
2020-12-06,2,2,-,Big Mouth,TV Show,Yes,"Sep 29, 2017",2,18
2020-12-06,3,3,1,Virgin River,TV Show,Yes,"Dec 6, 2019",9,85
2020-12-06,4,4,-,Peppermint,Movie,,"Dec 1, 2020",5,37
2020-12-06,5,5,-,Marauders,Movie,,"Dec 2, 2020",3,20
2020-12-06,6,7,2,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",11,82
2020-12-06,7,10,10,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",7,14
2020-12-06,8,6,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",44,367
2020-12-06,9,8,-,Alien Worlds,TV Show,Yes,"Dec 2, 2020",4,15
2020-12-06,10,9,5,The Crown,TV Show,Yes,"Nov 4, 2016",21,155
2020-12-07,1,1,-,Selena: The Series,TV Show,Yes,"Dec 4, 2020",3,30
2020-12-07,2,2,-,Big Mouth,TV Show,Yes,"Sep 29, 2017",3,27
2020-12-07,3,3,1,Virgin River,TV Show,Yes,"Dec 6, 2019",10,93
2020-12-07,4,4,-,Peppermint,Movie,,"Dec 1, 2020",6,44
2020-12-07,5,5,-,Marauders,Movie,,"Dec 2, 2020",4,26
2020-12-07,6,6,2,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",12,87
2020-12-07,7,8,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",45,371
2020-12-07,8,7,10,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",8,17
2020-12-07,9,9,-,Alien Worlds,TV Show,Yes,"Dec 2, 2020",5,17
2020-12-07,10,10,4,The Crown,TV Show,Yes,"Nov 4, 2016",22,156
2020-12-08,1,1,-,Selena: The Series,TV Show,Yes,"Dec 4, 2020",4,40
2020-12-08,2,2,-,Big Mouth,TV Show,Yes,"Sep 29, 2017",4,36
2020-12-08,3,3,1,Virgin River,TV Show,Yes,"Dec 6, 2019",11,101
2020-12-08,4,4,-,Peppermint,Movie,,"Dec 1, 2020",7,51
2020-12-08,5,5,-,Marauders,Movie,,"Dec 2, 2020",5,32
2020-12-08,6,7,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",46,376
2020-12-08,7,-,-,Ava,Movie,,"Dec 7, 2020",1,4
2020-12-08,8,8,9,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",9,20
2020-12-08,9,-,10,Cocomelon,TV Show,,"Jun 1, 2020",67,163
2020-12-08,10,10,5,The Crown,TV Show,Yes,"Nov 4, 2016",23,157
2020-12-09,1,1,-,Selena: The Series,TV Show,Yes,"Dec 4, 2020",5,50
2020-12-09,2,2,-,Big Mouth,TV Show,Yes,"Sep 29, 2017",5,45
2020-12-09,3,7,-,Ava,Movie,,"Dec 7, 2020",2,12
2020-12-09,4,3,1,Virgin River,TV Show,Yes,"Dec 6, 2019",12,108
2020-12-09,5,-,-,Triple 9,Movie,,"Dec 8, 2020",1,6
2020-12-09,6,6,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",47,381
2020-12-09,7,9,9,Cocomelon,TV Show,,"Jun 1, 2020",68,167
2020-12-09,8,8,8,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",10,23
2020-12-09,9,4,6,Peppermint,Movie,,"Dec 1, 2020",8,53
2020-12-09,10,10,5,The Crown,TV Show,Yes,"Nov 4, 2016",24,158
2020-12-10,1,1,-,Selena: The Series,TV Show,Yes,"Dec 4, 2020",6,60
2020-12-10,2,2,-,Big Mouth,TV Show,Yes,"Sep 29, 2017",6,54
2020-12-10,3,3,-,Ava,Movie,,"Dec 7, 2020",3,20
2020-12-10,4,5,-,Triple 9,Movie,,"Dec 8, 2020",2,13
2020-12-10,5,4,1,Virgin River,TV Show,Yes,"Dec 6, 2019",13,114
2020-12-10,6,-,-,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",1,5
2020-12-10,7,6,5,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",48,385
2020-12-10,8,7,10,Cocomelon,TV Show,,"Jun 1, 2020",69,170
2020-12-10,9,8,-,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",11,25
2020-12-10,10,10,7,The Crown,TV Show,Yes,"Nov 4, 2016",25,159
2020-12-11,1,3,-,Ava,Movie,,"Dec 7, 2020",4,30
2020-12-11,2,1,-,Selena: The Series,TV Show,Yes,"Dec 4, 2020",7,69
2020-12-11,3,2,-,Big Mouth,TV Show,Yes,"Sep 29, 2017",7,62
2020-12-11,4,6,-,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",2,12
2020-12-11,5,5,1,Virgin River,TV Show,Yes,"Dec 6, 2019",14,120
2020-12-11,6,4,-,Triple 9,Movie,,"Dec 8, 2020",3,18
2020-12-11,7,7,5,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",49,389
2020-12-11,8,8,-,Cocomelon,TV Show,,"Jun 1, 2020",70,173
2020-12-11,9,9,-,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",12,27
2020-12-11,10,10,7,The Crown,TV Show,Yes,"Nov 4, 2016",26,160
2020-12-12,1,1,-,Ava,Movie,,"Dec 7, 2020",5,40
2020-12-12,2,4,-,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",3,21
2020-12-12,3,3,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",8,70
2020-12-12,4,2,1,Selena: The Series,TV Show,Yes,"Dec 4, 2020",8,76
2020-12-12,5,-,-,The Prom,Movie,Yes,"Dec 11, 2020",1,6
2020-12-12,6,5,3,Virgin River,TV Show,Yes,"Dec 6, 2019",15,125
2020-12-12,7,6,-,Triple 9,Movie,,"Dec 8, 2020",4,22
2020-12-12,8,9,10,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",13,30
2020-12-12,9,7,6,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",50,391
2020-12-12,10,8,-,Cocomelon,TV Show,,"Jun 1, 2020",71,174
2020-12-13,1,1,-,Ava,Movie,,"Dec 7, 2020",6,50
2020-12-13,2,5,-,The Prom,Movie,Yes,"Dec 11, 2020",2,15
2020-12-13,3,2,-,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",4,29
2020-12-13,4,8,7,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",14,37
2020-12-13,5,7,-,Triple 9,Movie,,"Dec 8, 2020",5,28
2020-12-13,6,4,1,Selena: The Series,TV Show,Yes,"Dec 4, 2020",9,81
2020-12-13,7,3,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",9,74
2020-12-13,8,6,3,Virgin River,TV Show,Yes,"Dec 6, 2019",16,128
2020-12-13,9,-,6,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",13,89
2020-12-13,10,9,8,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",51,392
2020-12-14,1,1,-,Ava,Movie,,"Dec 7, 2020",7,60
2020-12-14,2,2,-,The Prom,Movie,Yes,"Dec 11, 2020",3,24
2020-12-14,3,3,-,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",5,37
2020-12-14,4,4,8,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",15,44
2020-12-14,5,8,3,Virgin River,TV Show,Yes,"Dec 6, 2019",17,134
2020-12-14,6,7,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",10,79
2020-12-14,7,6,1,Selena: The Series,TV Show,Yes,"Dec 4, 2020",10,85
2020-12-14,8,10,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",52,395
2020-12-14,9,9,6,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",14,91
2020-12-14,10,5,-,Triple 9,Movie,,"Dec 8, 2020",6,29
2020-12-15,1,-,-,A California Christmas,Movie,Yes,"Dec 14, 2020",1,10
2020-12-15,2,3,-,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",6,46
2020-12-15,3,1,7,Ava,Movie,,"Dec 7, 2020",8,68
2020-12-15,4,6,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",11,86
2020-12-15,5,5,3,Virgin River,TV Show,Yes,"Dec 6, 2019",18,140
2020-12-15,6,2,-,The Prom,Movie,Yes,"Dec 11, 2020",4,29
2020-12-15,7,4,8,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",16,48
2020-12-15,8,-,9,Cocomelon,TV Show,,"Jun 1, 2020",72,177
2020-12-15,9,8,6,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",53,397
2020-12-15,10,7,1,Selena: The Series,TV Show,Yes,"Dec 4, 2020",11,86
2020-12-16,1,1,-,A California Christmas,Movie,Yes,"Dec 14, 2020",2,20
2020-12-16,2,2,-,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",7,55
2020-12-16,3,-,-,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",1,8
2020-12-16,4,3,3,Ava,Movie,,"Dec 7, 2020",9,75
2020-12-16,5,5,4,Virgin River,TV Show,Yes,"Dec 6, 2019",19,146
2020-12-16,6,4,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",12,91
2020-12-16,7,7,8,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",17,52
2020-12-16,8,8,7,Cocomelon,TV Show,,"Jun 1, 2020",73,180
2020-12-16,9,9,6,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",54,399
2020-12-16,10,6,-,The Prom,Movie,Yes,"Dec 11, 2020",5,30
2020-12-17,1,1,-,A California Christmas,Movie,Yes,"Dec 14, 2020",3,30
2020-12-17,2,2,6,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",8,64
2020-12-17,3,3,-,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",2,16
2020-12-17,4,4,3,Ava,Movie,,"Dec 7, 2020",10,82
2020-12-17,5,7,9,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",18,58
2020-12-17,6,5,5,Virgin River,TV Show,Yes,"Dec 6, 2019",20,151
2020-12-17,7,8,8,Cocomelon,TV Show,,"Jun 1, 2020",74,184
2020-12-17,8,6,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",13,94
2020-12-17,9,9,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",55,401
2020-12-17,10,-,-,The Ripper,TV Show,Yes,"Dec 16, 2020",1,1
2020-12-18,1,1,-,A California Christmas,Movie,Yes,"Dec 14, 2020",4,40
2020-12-18,2,3,-,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",3,25
2020-12-18,3,2,4,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",9,72
2020-12-18,4,10,-,The Ripper,TV Show,Yes,"Dec 16, 2020",2,8
2020-12-18,5,-,-,Braven,Movie,,"Dec 17, 2020",1,6
2020-12-18,6,5,9,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",19,63
2020-12-18,7,7,8,Cocomelon,TV Show,,"Jun 1, 2020",75,188
2020-12-18,8,6,5,Virgin River,TV Show,Yes,"Dec 6, 2019",21,154
2020-12-18,9,4,1,Ava,Movie,,"Dec 7, 2020",11,84
2020-12-18,10,9,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",56,402
2020-12-19,1,-,-,Ma Raineyâs Black Bottom,Movie,Yes,"Dec 18, 2020",1,10
2020-12-19,2,1,-,A California Christmas,Movie,Yes,"Dec 14, 2020",5,49
2020-12-19,3,2,-,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",4,33
2020-12-19,4,4,-,The Ripper,TV Show,Yes,"Dec 16, 2020",3,15
2020-12-19,5,6,8,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",20,69
