age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
79,1927, post cerebral aneurysm,October,2006, actress (House of Wax The Thin Man),Phyllis Kirk,American,8
75,1931, cancer,October,2006, football player (1955â€“1964),Don Burroughs,American,
96,1910, natural causes,October,2006, actress (Father Knows Best Star Trek),Jane Wyatt,American,13
81,1925,,October,2006, writer of children's literature,Paul Biegel,Dutch,5
77,1929, pulmonary fibrosis,October,2006, film director (The Thorn Birds),Daryl Duke,Canadian,2
92,1914,,October,2006, cricketer (Hampshire),Howard Lawson,British,
82,1924,,October,2006, football player (Detroit Lions),Bob Mann,American,41
47,1959, lung cancer,October,2006, drummer and vocalist (The Runaways),Sandy West,American,9
87,1919,,October,2006, Korean president (1979â€“1980),Choi Kyu-hah,South,2
89,1917,,October,2006, former minister of education,Masayuki Fujio,Japanese,
84,1922, Alzheimer's disease,October,2006, Tony Award-winning actor (Who's Afraid of Virginia Woolf?),Arthur Hill,Canadian,1
77,1929, cancer of the jaw,October,2006, clergyman Dean of Westminster Abbey (1986â€“1996),Michael Mayne,British,2
69,1937, Parkinson's disease,October,2006, singer and composer,Bruno Lauzi,Italian,4
89,1917,,October,2006, MHR for Swan (1955â€“1969),Richard Cleaver,Australian,1
74,1932, cancer,October,2006, composer,RogÃ©rio Duprat,Brazilian,
77,1929,,October,2006, congressman from Idaho (1961â€“1965),Ralph R. Harding,American,5
91,1915, pneumonia,October,2006, author,Kojima Nobuo,Japanese,1
85,1921, heart attack,October,2006, writer (The Cay),Theodore Taylor,American,1
91,1915, pneumonia,October,2006, civil servant and bureaucrat President of Pakistan (1988â€“1993),Ghulam Ishaq Khan,Pakistani,25
89,1917, heart attack,October,2006, coach of the Boston Celtics (1950â€“1966),Red Auerbach,American,15
60,1946, pulmonary embolism,October,2006, actress,Tina Aumont,French,4
64,1942,,October,2006, philosopher,GyÃ¶rgy Bence,Hungarian,1
70,1936, heart attack,October,2006, co-manager of Wings (1973â€“1978) Managing Director of RUG (1978â€“1988) co-founder of Classic FM,Brian Brolly,British,
90,1916,,October,2006, anti-fascist,Peter Gingold,German,2
84,1922, stroke,October,2006, scriptwriter (The Quatermass Experiment),Nigel Kneale,British,99
58,1948, bladder cancer,October,2006, bass player (Rose Tattoo),Ian Rilen,Australian,18
83,1923,,October,2006, actress,Aud SchÃ¸nemann,Norwegian,1
90,1916, heart attack,October,2006, African politician Prime Minister (1978â€“1984) State President (1984â€“1989),P. W. Botha,South,24
82,1924, stroke,November,2006, actress (Ben Casey),Bettye Ackerman,American,5
36,1970, overdose,November,2006, guitarist (Azusa Plane),Jason DiEmilio,American,3
40,1966, murder by strangulation,November,2006, actress (Trust Unbelievable Truth) screenwriter director (Waitress),Adrienne Shelly,American,40
81,1925, pneumonia,November,2006, writer (Darkness Visible Confessions of Nat Turner Sophie's Choice),William Styron,American,21
69,1937, drowned,November,2006, President of DLSU-Manila (1991â€“1994) President of De La Salle Lipa (1995â€“2003),Rafael Donato,Filipino,1
79,1927,,November,2006, cinematographer and film director (Babette's Feast Me and Charly),Henning Kristiansen,Danish,1
62,1944, heart failure,November,2006, screenwriter (Kiss of the Spider Woman Mishima) brother of Paul Schrader,Leonard Schrader,American,
92,1914,,November,2006, legislator in the Massachusetts House (1948â€“1979),Belden Bly,American,5
96,1910,,November,2006, Minister for Defence (1966â€“1969),Sir Allen Fairhall,Australian,4
82,1924, cancer,November,2006, Iranian ambassador to the United Nations (1971â€“1979),Fereydoun Hoveyda,Syrian-born,5
81,1925,,November,2006, musician (L'Amour Est Bleu),Paul Mauriat,French,2
68,1938, infection after heart surgery,November,2006, footballer (PeÃ±arol Ecuador) highest scorer in Copa Libertadores,Alberto Spencer,Ecuadorian,4
89,1917,,November,2006, Regius Professor of Ecclesiastical History at Oxford University (1972â€“1984),John McManners,British,4
63,1943, lung cancer,November,2006, Justice Minister (2000â€“2005),Chen Ding-nan,Taiwanese,2
87,1919,,November,2006, football quarterback (Detroit Lions),Chuck DeShane,American,
83,1923,,November,2006, Labour MP (1971â€“1974),Frank Marsden,British,
74,1932, illness,November,2006, former footballer (Hamilton Academical Rangers),Bobby Shearer,Scottish,2
85,1921, complications from Alzheimer's disease,November,2006, Democratic Representative for Texas (1955â€“1963),J. T. Rutherford,American,1
84,1922, natural causes,November,2006, baseball shortstop (New York Giants),Buddy Kerr,American,
22,1984, shot,November,2006, football player (Miami Hurricanes),Bryan Pata,American,5
87,1919,,November,2006, chairman of D,Brian Thomson,British,2
80,1926, lymphoma,November,2006, cricket team captain (1955â€“1958),Polly Umrigar,Indian,24
61,1945, cancer,November,2006, film composer (Conan the Barbarian RoboCop Starship Troopers),Basil Poledouris,American,10
93,1913, respiratory arrest,November,2006, 1930s actress (Hell's Angels Svengali),Marian Marsh,American,4
74,1932, complications following heart surgery,November,2006, actress (Bless This House),Diana Coupland,British,5
87,1919, natural causes,November,2006, Academy Award-winning actor (Shane City Slickers),Jack Palance,American,25
68,1938, cancer,November,2006, Defense Minister (1997â€“2001) the only Marshal of the Russian Federation,Igor Sergeyev,Russian,
32,1974, metastatic breast cancer,November,2006, actress (Home and Away),Belinda Emmett,Australian,12
90,1916, cancer,November,2006, author (Guns of Normandy) member of the Order of Canada,George G. Blackburn,Canadian,2
93,1913, natural causes,November,2006," songwriter (""Moonlight in Vermont"" ""Susquehanna"")",John Blackburn,American,
68,1938, cancer,November,2006, cinematographer for Orson Welles (F for Fake The Other Side of the Wind),Gary Graver,American,6
77,1929,,November,2006, commander of forces in Rhodesia (1979â€“1980),Sir John Acland,British,10
82,1924,,November,2006, winner of Sanremo Music Festival (1953),Flo Sandon's,Italian,2
77,1929, heart problems,November,2006, University of Michigan football head coach (1969â€“1989),Bo Schembechler,American,25
70,1936, cancer,November,2006, politician and lawyer,Ramez Tebet,Brazilian,4
96,1910,,November,2006, assistant and private secretary to King George VI and Queen Elizabeth II (1946â€“1967),Sir Edward Ford,British,
77,1929, complications from diabetes,November,2006, journalist and ambassador to Kenya (1989â€“1993),Smith Hempstone,American,5
71,1935, leukemia,November,2006, journalist director (ÃÅmbito Financiero),Julio Ramos,Argentine,
80,1926, esophageal cancer,November,2006, actor (The Born Losers The Devil's Brigade),Jeremy Slate,American,1
81,1925, complications from leukemia,November,2006, film director (MASH Nashville Short Cuts),Robert Altman,American,62
80,1926,,November,2006, film producer (Never Say Never Again),Kevin McClory,Irish,18
59,1947,,November,2006, entrepreneur,Svein Erik Bakke,Norwegian,
76,1930, cancer,November,2006, actor (Il Postino Cinema Paradiso),Philippe Noiret,French,3
72,1934, cardiac arrest,November,2006, jazz bassist (Cannonball Adderley Quintet),Walter Booker,American,1
81,1925, aortic aneurysm,November,2006, author (Primal Fear Sharky's Machine),William Diehl,American,1
93,1913, heart attack,November,2006, actress (Number 96),Thelma Scott,Australian,2
75,1931,,November,2006, comic book creator (Pepito),Luciano Bottaro,Italian,
59,1947, plane crash,November,2006, Toyota engineer (Prius),David Hermance,American,7
86,1920,,November,2006, songwriter,Leo Chiosso,Italian,
63,1943, complications from diabetes,November,2006, comic book creator (X-Men Legion of Super-Heroes),Dave Cockrum,American,22
65,1941, helicopter crash,November,2006, television station owner and separatist politician,Giorgio Panto,Italian,
73,1933, natural causes,November,2006, television presenter (Siempre en Domingo),RaÃºl Velasco,Mexican,6
56,1950, brain cancer,November,2006, author (What You Owe Me),Bebe Moore Campbell,American,1
69,1937, stomach cancer,November,2006, television and film director (Ultraman Ultra Seven),Akio Jissoji,Japanese,1
70,1936, cancer,November,2006, film director (The Harder They Come) and author,Perry Henzell,Jamaican,6
58,1948, metastatic eye cancer,December,2006, actress (Baisers VolÃ©s L'Amour en Fuite Topaz),Claude Jade,French,8
59,1947, cancer,December,2006, singer for Shocking Blue (Venus),Mariska Veres,Dutch,5
29,1977, brain cancer,December,2006, singer and songwriter (The Velvet Teen),Logan Whitehurst,American,16
77,1929,,December,2006, Lord Mayor of London (1979â€“1980),Sir Peter Gadsden,British,8
44,1962, apparent suicide,December,2006, actor (NCIS Return of the Jedi),Michael Gilden,American,1
70,1936, heart attack,December,2006, Prime Minister (1989â€“1992),Han Ahmedow,Turkmen,1
44,1962, stroke,December,2006, musician and lead singer (Mega City Four),Darren Brown,British,2
69,1937, stroke,December,2006, historian labor leader and politician Deputy (1990â€“1994),Hugo Cores,Uruguayan,
47,1959, heart failure,December,2006, football player (Miami Dolphins),Andra Franklin,American,
92,1914, natural causes,December,2006, actress (You Rang M'Lord?),Mavis Pugh,British,4
81,1925, cancer,December,2006, prime minister (1992â€“1994),Lyuben Berov,Bulgarian,1
80,1926, heart failure,December,2006, United Nations ambassador (1981â€“1985),Jeane Kirkpatrick,American,36
76,1930,,December,2006, Mayor of Las Vegas (1975â€“1987),William H. Briare,American,2
81,1925, natural causes,December,2006, head of the Secret Intelligence Service (1982â€“1985),Sir Colin Figures,British,3
47,1959, car accident,December,2006, baseball shortstop (1984â€“1993),JosÃ© Uribe,Dominican,5
91,1915, natural causes,December,2006, actress (To Retire),Koula Agagiotou,Greek,
87,1919, leukemia,December,2006," singer (""Kiss of Fire"") known for her work on Your Hit Parade",Georgia Gibbs,American,14
93,1913, natural causes,December,2006, acrobat and comedian (The Benny Hill Show),Johnny Hutch,British,5
88,1918, natural causes,December,2006, Archbishop of Palermo (1970â€“1996),Salvatore Pappalardo,Italian,
91,1915, complications from heart attack,December,2006, president (1973â€“1990),Augusto Pinochet,Chilean,154
116,1890, natural causes,December,2006, oldest verified person in the world (2006),Elizabeth Bolden,American,2
78,1928,,December,2006, basketball player (Philadelphia Warriors),Paul Arizin,American,8
71,1935, multiple myeloma,December,2006, actor (Young Frankenstein Everybody Loves Raymond),Peter Boyle,American,26
89,1917, complications from heart failure,December,2006, Governor of Pennsylvania (1967â€“1971),Raymond P. Shafer,American,2
45,1961, heart attack,December,2006, author (Don't Sweat the Small Stuff),Richard Carlson,American,7
57,1949, throat cancer,December,2006, actor (The Jeffersons),Michael Jonas Evans,American,2
84,1922, lung disease,December,2006, politician leader of Liverpool City Council (1983â€“1986),John Hamilton,British,11
63,1943, cancer,December,2006, singer,Robert Long,Dutch,
63,1943, cancer,December,2006, journalist editor of The Spectator (1995â€“1999),Frank Johnson,British,2
67,1939, car accident,December,2006, Formula One racing driver (1970â€“1980),Clay Regazzoni,Swiss,18
86,1920, natural causes,December,2006, young adult novelist (Belling the Tiger The Noonday Friends),Mary Stolz,American,3
59,1947, heart attack,December,2006, baseball player and coach from the Netherlands Antilles,Chicho Jesurun,Dutch,
75,1931,,December,2006, headmaster of Westminster School (1970â€“1986),John Rae,British,4
93,1913, natural causes,December,2006, baseball player (Washington Senators),Cecil Travis,American,
68,1938, pneumonia,December,2006, actor,Esko Nikkari,Finnish,
71,1935, cancer,December,2006, baseball player (Los Angeles Dodgers) MVP of the 1959 World Series,Larry Sherry,American,4
74,1932, myelodysplastic syndrome,December,2006, comedian Governor of Tokyo (1995â€“1999),Yukio Aoshima,Japanese,6
87,1919, pneumonia,December,2006, biochemist (Harvard University and the Polaroid Corporation),Elkan Blout,American,2
77,1929, kidney failure associated with colon cancer,December,2006, dog show judge (Westminster Kennel Club Dog Show),Anne Rogers Clark,American,4
66,1940, cardiac arrest,December,2006, Communist party secretary (1985â€“1991) president (1990â€“2006),Saparmurat Niyazov,Turkmen,45
92,1914, kidney failure,December,2006, lawyer and track athlete world record holder for mile run (1937â€“1942),Sydney Wooderson,British,3
70,1936, lung failure,December,2006, writer Kossuth Prize winner,Ervin LÃ¡zÃ¡r,Hungarian,
63,1943, idiopathic pulmonary fibrosis,December,2006," songwriter (""Burning Love"" ""Goodbye Earl"")",Dennis Linde,American,2
81,1925, stroke-related illness,December,2006, comedian actor and singer (My Boomerang Won't Come Back),Charlie Drake,British,8
93,1913, natural causes,December,2006, politician governor of Vermont (1959â€“1961) and senator (1971â€“1989),Robert Stafford,American,13
45,1961, brain trauma,December,2006, folk singer comedian and poet,Kenneth Sivertsen,Norwegian,7
98,1908,,December,2006, president of CBS (1946â€“1971),Frank Stanton,American,24
60,1946, heart attack,December,2006, Conservative MP (1979â€“1997),John Butcher,British,1
