Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location
Silver,Titan,CAR CARRIER,2016,Trailer,3/11/2021,Bay of Plenty
Grey,Trailer,LOCAL,1970,Trailer,29/12/2021,Canterbury
Silver,Trailer,TRAYLA,2020,Trailer,17/02/2022,Central
Silver,Trailer,COMPASS-FPT104,2020,Trailer,17/12/2021,Waikato
Silver,Trailer,GIBBONS,2020,Trailer,2/03/2022,Waikato
Black,Trailer,HOMEBUILT,2020,Trailer,3/03/2022,Counties/Manukau
Grey,Trailer,P.S.,2020,Trailer - Heavy,7/01/2022,Central
Blue,Suzuki,GSX650F,2009,Roadbike,19/01/2022,Waikato
Blue,Trailer,FOXENG 1000,1998,Trailer,25/10/2021,Wellington
Grey,Trailer,DOMESTIC,2020,Trailer,27/02/2022,Counties/Manukau
Black,Trailer,TANDEM,2020,Trailer,24/03/2022,Bay of Plenty
Black,Suzuki,AZ50 UDK6,2007,Moped,15/03/2022,Auckland City
Black,Trailer,COOPER,2020,Trailer,19/10/2021,Canterbury
Silver,Titan,DOMESTIC TRAILER,2020,Trailer,28/03/2022,Eastern
Black,Harley Davidson,SOFTAIL,2006,Roadbike,9/03/2022,Counties/Manukau
Silver,Homebuilt,BOX TRAILER,2020,Boat Trailer,3/02/2022,Northland
White,Caravan,ZEPHYR,1980,Caravan,28/01/2022,Southern
Silver,Trailer,ROADCHEF,2020,Trailer,8/03/2022,Waikato
Silver,Trailer,TUFF,2020,Trailer,18/10/2021,Counties/Manukau
Blue,Suzuki,SV1000S,2003,Roadbike,14/12/2021,Waitemata
Red,Honda,CBR,1999,Roadbike,4/01/2022,Counties/Manukau
Grey,Trailer,GIBBONS,1996,Boat Trailer,30/03/2022,Northland
Grey,Trailer,,1984,Boat Trailer,28/01/2022,Waikato
Grey,Trailer,DOMESTIC,2020,Trailer,13/12/2021,Counties/Manukau
Black,Homebuilt,TRAILER,2020,Trailer,16/10/2021,Southern
Black,Suzuki,GSX750F,2008,Roadbike,14/03/2022,Waitemata
Blue,Suzuki,GSX,2009,Roadbike,31/12/2021,Canterbury
Silver,Trailer,BOAT,2020,Trailer,26/11/2021,Auckland City
Grey,Homebuilt,DOMESTIC TRAILER,1998,Trailer,12/01/2022,Waitemata
Grey,Trailer,PRATTLEY,1974,Trailer,26/03/2022,Canterbury
Silver,Trailer,BOAT,2020,Boat Trailer,13/01/2022,Auckland City
Silver,Trailer,JOB MATE 7 X 4,2020,Trailer,1/01/2022,Eastern
Grey,Trailer,TANDEM,2020,Trailer,9/01/2022,Canterbury
Yellow,Atlas,XAS48XD ROAD COMPRES,2020,Trailer,6/01/2022,Canterbury
Black,Honda,NVS50,2005,Moped,17/12/2021,Canterbury
Black,Harley Davidson,XL,2006,Roadbike,13/01/2022,Auckland City
Silver,Homebuilt,TRAILER,2020,Trailer,24/03/2022,Central
Grey,Trailer,HOMEMADE,1980,Trailer,22/02/2022,Central
Silver,Trailer,MUDGWAY,2000,Boat Trailer,18/03/2022,Southern
White,Trailer,TPM,2020,Trailer - Heavy,13/11/2021,Canterbury
Silver,Trailer,PRO AUTO,2020,Trailer,7/03/2022,Canterbury
Blue,Suzuki,UZ,2007,Roadbike,14/01/2022,Auckland City
Yellow,Hyosung,GT,2007,Roadbike,9/10/2021,Central
Orange,Suzuki,UZ50,2009,Moped,10/03/2022,Counties/Manukau
Silver,Trailer,FOXENG 850,2016,Trailer,3/02/2022,Bay of Plenty
Silver,Trailer,8X4,2016,Trailer,14/11/2021,Southern
Silver,Trailer,ROAD CHIEF TR74CS/1,2016,Trailer,19/12/2021,Wellington
Grey,Trailer,REID,1975,Boat Trailer,6/11/2021,Tasman
Silver,Trailer,TANDEM,2011,Trailer,21/12/2021,Northland
Silver,Factory Built,BRENT SMITH TRAILERS,2017,Trailer,18/03/2022,Counties/Manukau
Black,Trailer,CAR,2017,Trailer,16/03/2022,Southern
Grey,Trailer,LOCAL,1960,Trailer - Heavy,21/01/2022,Canterbury
Silver,Trailer,TRAILER PRO,2017,Trailer,14/02/2022,Waitemata
Silver,Factory Built,TRAILUX TRAILER,2017,Trailer,6/12/2021,Wellington
Silver,Titan,10 X 5,2017,Trailer,21/12/2021,Wellington
Silver,Trailer,HAULER 7X4 TIPPING,2017,Trailer,5/12/2021,Central
Silver,Trailer,RB,2017,Boat Trailer,27/01/2022,Central
Silver,Trailer,EXCAVATOR TRAILER,2017,Trailer - Heavy,31/12/2021,Auckland City
Silver,Trailer,FOOD CART,2017,Trailer,13/12/2021,Tasman
Silver,Trailer,VULCAN,2017,Trailer,18/11/2021,Waitemata
Black,Homebuilt,TRAILER,2017,Trailer,14/01/2022,Bay of Plenty
White,Caravan,COMPASS OMEGA 534,2002,Caravan,1/11/2021,Northland
Silver,Trailer,GT TRAILER,2017,Trailer - Heavy,23/02/2022,Counties/Manukau
Silver,Trailer,ELITE 7X4,2017,Trailer,22/02/2022,Canterbury
Silver,Trailer,VOYAGER A16M,2002,Boat Trailer,8/01/2022,Bay of Plenty
Silver,Trailer,TUFF,2020,Trailer,25/01/2022,Central
Silver,Briford,8X4,2020,Trailer,14/10/2021,Canterbury
Green,Homebuilt,HOMEMADE,1987,Trailer - Heavy,16/01/2022,Canterbury
Silver,Trailer,WAVERUNNER,2020,Boat Trailer,13/02/2022,Canterbury
Silver,Trailer,TUFF,2020,Trailer,31/12/2021,Wellington
Silver,Trailer,TUFF,2020,Trailer,27/10/2021,Bay of Plenty
Silver,Trailer,TRAYLA,2020,Trailer,28/03/2022,Waikato
Silver,Kea,KC95,2020,Trailer,21/10/2021,Waikato
White,Caravan,LUNAR,2009,Caravan,24/03/2022,Canterbury
White,BMW,730I,2014,Saloon,24/03/2022,Auckland City
Grey,Trailer,BOAT TRAILER,1980,Boat Trailer,9/11/2021,Bay of Plenty
White,Caravan,SWIFT CHALLENGER 570,2010,Caravan,28/12/2021,Canterbury
Yellow,Trailer,OLEARY,1979,Trailer,17/03/2022,Wellington
White,Sterling,ECCLES,2005,Caravan,9/11/2021,Counties/Manukau
Green,Trailer,,1984,Trailer,29/03/2022,Tasman
Silver,Yamaha,FZS,2004,Roadbike,19/02/2022,Canterbury
Yellow,Trailer,DOMESTIC TRAILER,1981,Trailer,1/04/2022,Waitemata
Black,Victory,8-BALL,2007,Roadbike,31/03/2022,Tasman
Gold,Moped,FACTORY BUILT,2008,Moped,25/11/2021,Wellington
Silver,Briford,7X4,1999,Trailer,21/02/2022,Canterbury
Red,Trailer,LOCAL,1967,Trailer,11/01/2022,Waikato
Silver,Trike,ELITE 8X4,2020,Trailer,24/10/2021,Tasman
Silver,Trailer,DOMESTIC TRAILER,2020,Trailer,14/10/2021,Bay of Plenty
Silver,Trailer,D-MAX FLATDECK,2020,Trailer,29/01/2022,Wellington
Silver,Honda,MAGNA,2003,Roadbike,10/03/2022,Auckland City
Silver,Kea,KC846,2000,Trailer,25/03/2022,Waikato
Red,Honda,TRX520FW2M,0,,7/10/2021,Northland
Blue,Trailer,LOCAL,1972,Trailer,7/12/2021,Central
White,Homebuilt,TANDEM TRAILER,1992,Trailer,8/02/2022,Canterbury
Silver,Trailer,HOMEBUILT,2020,Trailer,25/11/2021,Northland
Silver,Trailer,ELITE,2020,Trailer,9/03/2022,Canterbury
Grey,Piaggio,VESPA,1997,Roadbike,10/03/2022,Auckland City
Silver,Trailer,CRUISER,2020,Boat Trailer,15/12/2021,Counties/Manukau
Silver,Lochiel,TRAILER,2020,Trailer,30/11/2021,Canterbury
Orange,Trailer,CUSTOMS BUIL,1982,Trailer,28/01/2022,Northland
Silver,Briford,8X5,2020,Trailer,6/12/2021,Southern
Silver,Briford,8X4 TANDEM,2015,Trailer,27/11/2021,Canterbury
Red,Suzuki,SJ125,2004,Roadbike,19/03/2022,Canterbury
Black,Yamaha,JOG,1999,Moped,28/03/2022,Central
Grey,Trailer,GT PRODUCTS,1998,Trailer - Heavy,15/11/2021,Waitemata
White,Caravan,CI MUNRO,1977,Caravan,21/03/2022,Auckland City
Silver,Trailer,TRAYLA,2020,Trailer,25/11/2021,Bay of Plenty
Silver,Trailer,ASD JET SKI,2020,Boat Trailer,11/12/2021,Bay of Plenty
Red,Yamaha,XV250SL,2001,Roadbike,15/11/2021,Auckland City
Silver,Trailer,LIGHT,1999,Trailer,31/03/2022,Bay of Plenty
Silver,Trailer,MAKZ,2020,Boat Trailer,18/01/2022,Wellington
Silver,Trailer,ENSOL TANKER,2020,Trailer,3/03/2022,Wellington
Silver,Trailer,HOMEMADE,2021,Trailer,15/11/2021,Southern
Black,Homebuilt,TRAILER,2021,Trailer,11/10/2021,Northland
Grey,Trailer,DOMESTIC,2019,Trailer,23/02/2022,Waikato
Black,Aprilia,SXV,2008,Roadbike,30/10/2021,Canterbury
Silver,Honda,CB,2009,Roadbike,6/02/2022,Canterbury
White,Jayco,STARCRAFT,2017,Trailer - Heavy,4/01/2022,Counties/Manukau
Silver,Trailer,BES1500,2017,Trailer,23/12/2021,Auckland City
Silver,Trailer,PL27084 ACCESS,2017,Trailer,11/11/2021,Counties/Manukau
Silver,Briford,TRAILER 8X4,2017,Trailer,18/01/2022,Waikato
Silver,Trailer,TRANSPORT MGE,2017,Trailer,28/02/2022,Waikato
Silver,Trailer,TUI,2017,Trailer,31/12/2021,Central
Silver,Briford,8X4,2017,Trailer,5/04/2022,Southern
White,Homebuilt,TRAILER,1976,Trailer,21/11/2021,Bay of Plenty
Silver,Trailer,VULCAN C8X5T,2017,Trailer,17/10/2021,Waitemata
Black,Trailer,TOP GEAR,2017,Trailer,27/10/2021,Auckland City
Silver,Kea,K844T,2017,Trailer,28/01/2022,Canterbury
Silver,Trailer,EASY TILI,2017,Trailer,18/02/2022,Waikato
Silver,Trailer,HOMEBUILT,2017,Boat Trailer,20/03/2022,Canterbury
Silver,Trailer,BUNNINGS,2008,Trailer,24/02/2022,Central
Silver,Yamaha,RED RUNNER H/B,2017,Boat Trailer,20/01/2022,Waitemata
Silver,Trailer,TRAILER PRO,2017,Trailer,21/10/2021,Waitemata
Silver,Trailer,HOMEBUILT,2017,Trailer,6/11/2021,Canterbury
Silver,Kea,844X,2008,Trailer,9/03/2022,Central
Silver,Trailer,IFOR WILLIAMS,2017,Trailer,25/02/2022,Auckland City
Silver,Trailer,DOMESTIC TRAILER,2009,Trailer,9/10/2021,Waikato
Silver,Trailer,TUFF,2020,Trailer,6/12/2021,Bay of Plenty
Grey,Trailer,WAVERUNNER,2020,Boat Trailer,24/10/2021,Canterbury
Silver,Mono - Way,TRAILER,2008,Trailer,4/01/2022,Waitemata
White,Honda,CX,1985,Roadbike,16/02/2022,Auckland City
Blue,Suzuki,GN250,2005,Roadbike,28/01/2022,Auckland City
White,Trailer,BOAT TRAILER,1990,Boat Trailer,18/01/2022,Auckland City
White,Trailer,BOX,2021,Trailer,10/03/2022,Central
Grey,Trailer,CAR TRANSPORTER,2021,Trailer,24/11/2021,Waitemata
Silver,Moped,JET EURO X,2005,Moped,24/01/2022,Wellington
Silver,Trailer,ELITE 8X4,2021,Trailer,3/12/2021,Canterbury
Silver,Trailer,ROADCHIEF,2021,Trailer,28/01/2022,Waitemata
Silver,Kea,KC95,2021,Trailer,17/12/2021,Canterbury
Silver,Trailer,BRENT SMITH TB1,2021,Trailer - Heavy,18/01/2022,Waitemata
Silver,Trailer,TRAYLA,2021,Trailer,16/10/2021,Central
Silver,Factory Built,BRENT SMITH TRAILERS,2021,Trailer,4/02/2022,Counties/Manukau
Silver,Trailer,BOAT TRAILER,2021,Boat Trailer,19/11/2021,Bay of Plenty
Grey,Trailer,HAYES,1968,Trailer,28/01/2022,Canterbury
Grey,Trailer,TUI TRAILERS,2021,Trailer,21/02/2022,Counties/Manukau
Silver,Dacia,FACTORYBUILT,2021,Trailer,24/12/2021,Auckland City
Blue,Homebuilt,TRAILER,1969,Trailer,23/02/2022,Waikato
Silver,Homebuilt,TRANSPORTE GT PRODCU,1997,Trailer,14/02/2022,Bay of Plenty
Green,Trailer,HOMEMADE,1967,Trailer,9/12/2021,Southern
Grey,Trailer,HOMEBUILT,2021,Trailer,22/12/2021,Central
Silver,Trailer,CAR TRANSPORT,2021,Trailer,22/01/2022,Canterbury
Silver,Trailer,CAR TRANSPORRT,2021,Trailer,15/03/2022,Canterbury
Silver,Trailer,TRAYLA,2021,Trailer,7/12/2021,Wellington
Grey,Trailer,,1960,Trailer,5/03/2022,Eastern
Green,Trailer,HOMEMADE,1998,Trailer,16/03/2022,Central
Black,Homebuilt,TRAILER,2021,Trailer,4/03/2022,Central
Silver,Lochiel,DOMESTIC TRAILER,2021,Trailer,15/11/2021,Southern
Silver,Trailer,TRANSPORTER,2021,Caravan,23/02/2022,Central
Silver,Trailer,ROAD CHIEF,2021,Trailer,13/12/2021,Bay of Plenty
Blue,Honda,NVS,2002,Moped,23/01/2022,Wellington
,,,0,,23/11/2021,Auckland City
Silver,Trailer,HEAVEN171H,2021,Trailer,15/11/2021,Central
Grey,Trailer,LOCAL,1976,Trailer,7/01/2022,Eastern
White,Liteweight,CHEVRON 1500,1975,Caravan,13/01/2022,Counties/Manukau
Silver,Trailer,CAR TRAILER,2021,Trailer,29/12/2021,Counties/Manukau
Silver,Trailer,D-MAX FLATDECK,2021,Trailer,9/12/2021,Auckland City
Silver,Kawasaki,ZX,2005,Roadbike,9/12/2021,Waikato
Silver,Trailer,DOMESTIC,2021,Trailer,14/12/2021,Northland
Silver,Trailer,KING,2021,Trailer,8/11/2021,Central
Black,Suzuki,GS,2002,Roadbike,1/12/2021,Waitemata
Green,Suzuki,STREET MAGIC TR50 8,2000,Moped,26/02/2022,Auckland City
Red,Suzuki,SV650S,2002,Roadbike,30/01/2022,Central
Silver,Trailer,OUTPOST 10X6,2017,Trailer,14/02/2022,Waitemata
White,Zephyr,,1976,Caravan,25/02/2022,Southern
Silver,Kea,KC 126,2017,Trailer,10/01/2022,Counties/Manukau
Silver,Trail-Lite,COMPASS S74,2017,Trailer,9/12/2021,Canterbury
Grey,Trailer,GOODS,2017,Trailer,5/04/2022,Wellington
White,Trailer,HOMEBUILT,1977,Trailer,16/11/2021,Eastern
Silver,Trailer,M J TANDEM AXLE,2017,Trailer,20/12/2021,Canterbury
Silver,Trailer,TOTAL POWER,2017,Trailer,15/11/2021,Canterbury
Silver,Trailer,TRAYLA,2017,Trailer,21/11/2021,Central
Silver,Trailer,FRONT RUNNER,2000,Boat Trailer,15/12/2021,Waikato
Silver,Trailer,HOMEBUILT,2017,Trailer,5/04/2022,Central
Silver,Trailer,UTBT,2017,Trailer,13/03/2022,Waikato
White,Bentley,S3,1963,Saloon,5/04/2022,Wellington
Silver,Trailer,CAR DOLLY,2017,Trailer,27/10/2021,Central
Silver,Trailer,JETSKI FACTORYBUILT,2002,Boat Trailer,14/03/2022,Canterbury
Silver,Trailer,COMPASS-KHSTTI,2017,Trailer,9/02/2022,Wellington
Silver,Trailer,COMPASS-KHSTTI,2017,Trailer,12/11/2021,Waikato
Silver,Pinto,TRADE WELLSIDE,2017,Trailer,18/03/2022,Auckland City
Black,Trailer,DOMESTIC,2018,Trailer,16/01/2022,Waitemata
Silver,Trailer,TIPPER,2021,Trailer,15/02/2022,Counties/Manukau
Red,Honda,SCV,2007,Roadbike,3/03/2022,Wellington
Silver,Trailer,7X4,2021,Trailer,20/11/2021,Wellington
Silver,Pinto,BRAKED TANDEM 10X5,2021,Trailer,8/11/2021,Auckland City
Grey,Trailer,MANAWATU ENGINEERING,2000,Trailer,30/03/2022,Canterbury
Grey,Trailer,HOMEMADE,1996,Trailer,28/03/2022,Waikato
Grey,Trailer,NYMIC,2021,Trailer - Heavy,29/10/2021,Counties/Manukau
Silver,Briford,8X5 DIGGER TRANSPORT,2021,Trailer,16/12/2021,Canterbury
Blue,Homebuilt,LOG SPLITTER,2021,Trailer,16/11/2021,Central
Grey,Trailer,DOMESTIC,2020,Trailer,27/02/2022,Counties/Manukau
Silver,Titan,DOMESTIC TRAILER,2021,Trailer,29/11/2021,Wellington
Grey,Trailer,DOMESTIC,2021,Trailer,3/01/2022,Northland
Silver,Trailer,BOAT,1985,Boat Trailer,21/12/2021,Bay of Plenty
Silver,Titan,DOMESTIC TRAILER,2021,Trailer,14/10/2021,Counties/Manukau
Silver,Trailer,BETTER,2021,Trailer,17/10/2021,Eastern
Silver,Trailer,TUFF,2021,Trailer,3/12/2021,Waikato
Blue,Suzuki,SJ50QT,2006,Moped,31/01/2022,Southern
Yellow,Trailer,HELLMACK 12X6,1998,Trailer,7/02/2022,Canterbury
Silver,Trailer,CT DIG25,2021,Trailer - Heavy,14/02/2022,Waitemata
White,Factory Built,CUSTOM,2021,Trailer,23/10/2021,Waikato
Silver,Trailer,PRESCOTT,2021,Trailer - Heavy,30/10/2021,Bay of Plenty
Silver,Diamond,TRAILER,2021,Trailer,1/03/2022,Central
Silver,Trailer,TRAYLA,2021,Trailer,5/04/2022,Bay of Plenty
Silver,Titan,DOMESTIC TRAILER,2021,Trailer,9/11/2021,Bay of Plenty
Brown,Trailer,,1973,Trailer,27/02/2022,Canterbury
Blue,Factory Built,,1992,Trailer,16/12/2021,Southern
Grey,Trailer,DMW,2021,Boat Trailer,26/01/2022,Auckland City
Silver,Factory Built,CONCEPT TRAILERS,2021,Trailer,22/02/2022,Central
Grey,Trailer,DOMESTIC,2019,Trailer,23/10/2021,Auckland City
White,Swift,CARAVAN,2011,Caravan,14/11/2021,Counties/Manukau
Silver,Trailer,TANDEM,2021,Trailer,24/02/2022,Waitemata
Silver,Trailer,JOBMATE,2021,Trailer,15/02/2022,Central
Black,Universal,DOMESTIC TRAILER,2021,Trailer,24/01/2022,Auckland City
Silver,Aakron Xpress,HUMBAUR,2021,Trailer,5/02/2022,Waitemata
Grey,Trailer,JET SKI,2013,Boat Trailer,6/12/2021,Waitemata
Blue,PGO,NAKED 50,2009,Moped,18/11/2021,Auckland City
White,Caravan,COACHMAN AMARA 520,2009,Caravan,22/02/2022,Canterbury
Silver,Trailer,ELITE,2021,Trailer,28/02/2022,Canterbury
Silver,Trailer,IFOR WILLIAMS,2021,Trailer - Heavy,20/02/2022,Northland
Black,Moped,VMOTO MILAN,2007,Moped,21/02/2022,Waitemata
Red,Nissan,TIIDA,2008,Hatchback,30/03/2022,Counties/Manukau
Grey,Trailer,DOMESTIC,2019,Trailer,19/10/2021,Waitemata
Red,Moped,CICLONE,2008,Moped,18/10/2021,Auckland City
Grey,Trailer,HOMEMADE,1993,Trailer,20/01/2022,Canterbury
White,Trailer,LOCAL,1985,Trailer,17/02/2022,Waikato
Silver,Trailer,BST2021D,2021,Trailer,24/10/2021,Waitemata
Yellow,Homebuilt,ABEL,1987,Trailer - Heavy,12/10/2021,Eastern
Black,Kawasaki,VN,1996,Roadbike,22/11/2021,Waitemata
Silver,Trailer,GT17023,2018,Trailer - Heavy,28/03/2022,Counties/Manukau
Silver,Titan,DOMESTIC TRAILER,2018,Trailer,21/03/2022,Eastern
Black,Trailer,HOMEMADE,2018,Trailer,8/11/2021,Northland
Black,Trailer,DOLLY,2015,Trailer,19/01/2022,Waikato
Grey,Trailer,CRESTA CRAFT,1976,Boat Trailer,17/11/2021,Canterbury
Silver,Trailer,DOMESTIC,2018,Trailer,24/02/2022,Northland
Silver,Trailer,JETSKI,2018,Boat Trailer,30/01/2022,Central
Silver,Briford,8X4 TANDEM,2018,Trailer,18/01/2022,Canterbury
Silver,Kea,K64SA,2018,Trailer,16/10/2021,Waikato
Grey,Trailer,DOMESTIC TRAILER,2018,Trailer,25/10/2021,Counties/Manukau
Silver,Titan,DOMESTIC TRAILER,2018,Trailer,11/02/2022,Counties/Manukau
White,Trailer,DOMESTIC,2018,Trailer,12/12/2021,Waitemata
Silver,Trailer,PRESCOTT,2018,Trailer - Heavy,25/10/2021,Canterbury
Silver,Trailer,HOMEBUILT,2018,Trailer,17/12/2021,Bay of Plenty
Silver,Trailer,GT DIGGER TRAILER,2018,Trailer - Heavy,24/11/2021,Counties/Manukau
Silver,Trailer,TRAYLA,2018,Trailer,15/11/2021,Wellington
Silver,Trailer,BRIAN JAMES A4,2018,Trailer,18/01/2022,Auckland City
Silver,Titan,DOMESTIC TRAILER,2018,Trailer,29/12/2021,Central
Grey,Trailer,HOMEBUILT,2018,Trailer,14/12/2021,Central
Silver,Briford,8X4 TANDEM,2018,Trailer,2/02/2022,Canterbury
Silver,Homebuilt,TRAILER8X4,2018,Trailer,11/10/2021,Canterbury
Grey,Trailer,ZANDER BUILT,2018,Trailer,14/03/2022,Central
White,Factory Built,CRESTA CRAFT XRP,1973,Caravan,17/01/2022,Tasman
Silver,Trailer,DOMESTIC,2002,Trailer,22/10/2021,Tasman
Red,Moped,ELITE STAR 50,2011,Moped,18/03/2022,Canterbury
Blue,Triumph,DAYTONA,2002,Roadbike,21/11/2021,Wellington
Yellow,Suzuki,DR-Z400,2007,Roadbike,25/03/2022,Wellington
White,Keeway,F-ACT,2012,Moped,18/10/2021,Auckland City
Red,TNT Motor,ROMA,2015,Moped,22/01/2022,Waitemata
White,Honda,CBR,2015,Roadbike,14/12/2021,Wellington
Red,Suzuki,GN125H,2009,Roadbike,22/01/2022,Auckland City
Blue,Moped,SOLANA,2010,Moped,26/12/2021,Auckland City
Silver,Vespa,LX,2011,Moped,2/04/2022,Auckland City
Black,Moped,EURORIDER,2014,Moped,25/12/2021,Waitemata
Black,Suzuki,UZ,2014,Moped,11/12/2021,Auckland City
Green,Kawasaki,KLX,2014,Roadbike,18/10/2021,Wellington
White,Honda,GLH,2014,Roadbike,14/03/2022,Auckland City
Silver,Trailer,PRESCOT,2003,Trailer,19/10/2021,Bay of Plenty
Silver,DMW,SF535,2003,Boat Trailer,9/01/2022,Auckland City
Silver,Kea,K745A,2002,Trailer,7/11/2021,Waikato
Black,Suzuki,VL250,2010,Roadbike,3/03/2022,Auckland City
White,Yamaha,XT,1993,Roadbike,13/02/2022,Northland
White,Moped,ELITE STAR 50,2011,Moped,3/01/2022,Canterbury
Orange,KTM,EXC,2004,Roadbike,13/02/2022,Northland
Black,Piaggio,ZIP,2013,Moped,20/01/2022,Wellington
Black,Honda,WW,2013,Roadbike,13/10/2021,Auckland City
White,KTM,390,2013,Roadbike,7/01/2022,Auckland City
Cream,Forza,CAPRI,2014,Moped,8/02/2022,Auckland City
Black,Piaggio,ZIP,2014,Moped,2/02/2022,Auckland City
Blue,Yamaha,YZF-R6Y,2014,Roadbike,22/12/2021,Canterbury
Blue,Yamaha,YZF-R6W,2008,Roadbike,11/01/2022,Counties/Manukau
Red,Factory Built,TAOTAO,2015,Moped,17/11/2021,Canterbury
Silver,Trailer,FACTORY BUILT,2003,Trailer - Heavy,13/10/2021,Canterbury
Black,Harley Davidson,FXDC,2008,Roadbike,5/04/2022,Counties/Manukau
Black,Harley Davidson,XL,2007,Roadbike,23/03/2022,Wellington
Black,Piaggio,VESPA,2005,Roadbike,8/12/2021,Tasman
Red,Honda,SCV,2011,Roadbike,9/11/2021,Waikato
Black,Suzuki,GSR,2011,Roadbike,18/03/2022,Counties/Manukau
Orange,KTM,EXC,2011,Roadbike,7/01/2022,Auckland City
Black,Hyosung,GV250,2012,Roadbike,17/11/2021,Waitemata
White,Piaggio,ZIP,2012,Moped,6/02/2022,Auckland City
Black,Vmoto,MOTORCYCLE,2010,Moped,2/12/2021,Bay of Plenty
Black,Suzuki,VZ800,2006,Roadbike,22/11/2021,Waitemata
Green,Suzuki,VL800,2007,Roadbike,30/01/2022,Counties/Manukau
Red,PGO,LIGERO,2014,Moped,20/10/2021,Canterbury
Black,KTM,390,2014,Roadbike,30/12/2021,Waikato
Black,TNT Motor,ROMA,2015,Moped,19/01/2022,Counties/Manukau
Black,Victory,VEGAS,2013,Roadbike,14/10/2021,Southern
Silver,Trailer,LOCAL,2002,Boat Trailer,30/03/2022,Waikato
Red,Honda,SCV,2010,Roadbike,9/12/2021,Tasman
Silver,Yamaha,MOTORCYCLE,2011,Moped,16/11/2021,Canterbury
Yellow,Honda,TODAY,2011,Moped,3/01/2022,Counties/Manukau
Blue,Yamaha,YZF,2013,Roadbike,27/03/2022,Wellington
Black,PGO,PMX,2013,Moped,4/01/2022,Northland
White,Husqvarna,FE,2014,Roadbike,10/02/2022,Canterbury
Black,Suzuki,GSX750F,2008,Roadbike,14/03/2022,Northland
Black,Factory Built,SHENKE,2014,Moped,16/11/2021,Canterbury
Yellow,Moped,ORION SCOOTER,2009,Moped,10/01/2022,Wellington
Blue,Piaggio,VESPA ET2 50,2005,Moped,5/02/2022,Waitemata
Blue,Yamaha,CV50,2011,Moped,11/01/2022,Wellington
Red,Suzuki,GW250,2013,Roadbike,27/01/2022,Auckland City
Grey,Aprilia,RSV,2002,Roadbike,4/03/2022,Southern
Black,Honda,CBR,2014,Roadbike,26/03/2022,Bay of Plenty
Red,Honda,PIONEER 500,2014,All Terrain Vehicle,2/03/2022,Canterbury
Red,Over,THOR,2015,Moped,27/11/2021,Wellington
Green,Trailer,O'LEARY 8' X 5',2002,Trailer,11/01/2022,Eastern
Green,Briford,8X4 TANDEM,2002,Trailer,23/02/2022,Canterbury
Black,Moped,VMOTO MILAN,2010,Moped,18/12/2021,Counties/Manukau
Silver,Keeway,CRUISER,2011,Roadbike,27/11/2021,Waikato
Black,Aprilia,DORSODURO,2012,Roadbike,22/01/2022,Auckland City
Black,Piaggio,FLY,2012,Roadbike,26/11/2021,Auckland City
Black,Suzuki,GSX-R600,2012,Roadbike,22/11/2021,Auckland City
Red,Honda,CRF,2013,Roadbike,13/11/2021,Wellington
Blue,Husaberg,FE,2014,Roadbike,18/12/2021,Wellington
Green,Honda,NBC,2013,Roadbike,17/10/2021,Eastern
Black,TNT Motor,ROMA,2014,Moped,14/03/2022,Bay of Plenty
White,Honda,NSC,2014,Roadbike,17/01/2022,Auckland City
Black,Harley Davidson,SOFTAIL,2007,Roadbike,25/10/2021,Central
Blue,Honda,ZOOMER,2006,Moped,27/02/2022,Waitemata
Silver,Honda,NSC,2015,Roadbike,15/12/2021,Waitemata
White,Honda,CB,1993,Roadbike,7/03/2022,Waitemata
Red,SYM,DD50,2011,Moped,3/04/2022,Central
Black,Suzuki,AN125,2011,Roadbike,9/03/2022,Auckland City
Red,Moped,JM STAR SUNNY 50,2011,Moped,12/11/2021,Canterbury
Black,Yamaha,VINO,2008,Moped,13/03/2022,Waikato
Blue,Suzuki,DR,2001,Roadbike,6/12/2021,Wellington
Black,Yamaha,YW50,2013,Moped,19/01/2022,Auckland City
Red,Tractor,VALTRA N92,2013,Tractor,4/11/2021,Northland
White,Honda,DJ1,1988,Moped,13/01/2022,Auckland City
Blue,Honda,GLH,2014,Roadbike,7/03/2022,Auckland City
Red,Honda,TODAY 50,2007,Moped,19/10/2021,Bay of Plenty
White,Kawasaki,EX,2014,Roadbike,28/03/2022,Counties/Manukau
Black,TNT Motor,GRIDO,2014,Moped,25/01/2022,Waikato
Black,TNT Motor,OTTO,2015,Moped,14/03/2022,Auckland City
Black,Buell,XB12R,2006,Roadbike,20/02/2022,Waitemata
White,Suzuki,DR650SE,2010,Roadbike,24/03/2022,Auckland City
Red,Honda,CT,2012,Roadbike,1/02/2022,Waikato
Black,Piaggio,ZIP,2013,Moped,27/03/2022,Wellington
Red,Vespa,PX,2013,Roadbike,9/10/2021,Counties/Manukau
Silver,Suzuki,UZ,2013,Moped,1/04/2022,Canterbury
Red,Yamaha,YZF-R6V,2006,Roadbike,11/11/2021,Eastern
White,Piaggio,VESPA,2014,Roadbike,31/01/2022,Auckland City
Black,Hyosung,GV650,2014,Roadbike,8/03/2022,Waikato
White,Yamaha,XJ6,2014,Roadbike,19/03/2022,Counties/Manukau
Black,PGO,LIGERO,2015,Moped,29/12/2021,Northland
